"skill_id","name","skill_level","skill_number","mpConsume","hpConsume","itemConsumeId","itemConsumeCount","reuseDelay","buffDuration","target","target_to","damage_value","damage_dice","damage_dice_count","probability_value","probability_dice","limit","attr","type","lawful","ranged","area","through","id","nameid","action_id","action_id2","action_id3","castgfx","castgfx2","castgfx3","sysmsgID_happen","sysmsgID_stop","sysmsgID_fail"
"169","Exotic Vitalize","22","0","30","0","40319","1","0","960","none","0","0","0","0","0","0","0","1","2","0","0","0","0","1","","19","0","0","4400","0","0","0","0","0"
"170","Water Life","22","1","1","0","40319","1","0","64","buff","1","0","0","0","0","0","0","4","2","0","-1","0","0","2","","19","0","0","4401","0","0","0","0","280"
"171","Elemental Fire","22","2","20","0","40319","1","0","320","none","0","0","0","0","0","0","0","2","2","0","0","0","0","4","","19","0","0","11777","0","0","0","0","0"
"172","Stormwork","22","3","0","0","0","0","0","0","none","0","0","0","0","0","0","0","8","128","0","0","0","0","8","","19","0","0","0","0","0","0","0","0"
"173","Pollute Water","22","4","20","0","40319","1","0","32","buff","3","0","0","0","25","35","0","4","1","0","3","0","0","16","","19","0","0","5830","0","0","0","0","280"
"174","Striker Gayle","22","5","10","0","40319","5","0","192","buff","3","0","0","0","25","35","0","8","1","0","-1","0","0","32","","19","0","0","5826","0","0","0","0","280"
"175","Soul of Flame","22","6","30","0","40319","3","0","128","none","0","0","0","0","0","0","0","2","2","0","0","0","0","64","","19","0","0","2510","0","0","0","0","0"
"176","Additional Fire","22","7","30","0","40319","1","0","960","none","0","0","0","0","0","0","0","2","2","0","0","0","0","128","","19","0","0","11780","0","0","0","0","0"
"177","none","23","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"178","none","23","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"179","none","23","2","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"180","none","23","3","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"181","Dragon Skin","23","4","0","15","0","0","0","1200","none","1","0","0","0","0","0","0","1","2","0","-1","0","0","16","$5,920 ","19","0","0","6531","0","0","0","0","0"
"182","Burning Slash","23","5","0","10","0","0","0","60","none","0","0","0","0","0","0","0","0","2","0","0","0","0","32","$5,921 ","1","0","0","6590","0","0","0","0","0"
"183","Guard Break","23","6","0","30","0","0","0","64","buff","3","0","0","0","30","30","0","0","1","0","3","0","0","64","$5,922 ","19","0","0","6508","0","0","0","0","280"
"184","Magma Breath","23","7","10","0","0","0","0","0","attack","3","30","0","0","0","0","0","0","64","0","5","1","0","128","$5,923 ","18","0","0","6516","0","0","0","0","0"
"185","Awakening [Anthras]","24","0","20","10","210035","1","500","99999","none","0","0","0","0","0","0","0","0","2","0","0","0","0","1","$5,924 ","19","0","0","6975","0","0","0","0","0"
"186","Bloodlust","24","1","0","30","210035","1","0","300","none","0","0","0","0","0","0","0","0","2","0","0","0","0","2","$5,925 ","19","0","0","6523","0","0","0","0","0"
"187","Four Slayers","24","2","0","16","0","0","2000","0","attack","3","5","10","2","0","0","0","0","64","0","-1","0","0","4","$5,926 ","1","0","0","0","0","0","0","0","0"
"188","Fear","24","3","0","12","0","0","0","64","buff","3","0","0","0","30","30","0","0","1","0","3","0","0","8","$5,927 ","19","0","0","6586","0","0","0","0","280"
"189","Magma Arrow","24","4","5","0","0","0","400","0","attack","3","5","2","2","0","0","0","2","64","0","10","0","0","16","$5,928 ","18","0","0","1583","0","0","0","0","0"
"190","Awakening [Puprion]","24","5","30","20","210035","1","500","99999","none","0","0","0","0","0","0","0","0","2","0","0","0","0","32","$5,929 ","19","0","0","6976","0","0","0","0","0"
"191","Mortal Bodies","24","6","0","50","0","0","0","300","none","0","0","0","0","0","0","0","0","2","0","0","0","0","64","$5,930 ","19","0","0","6519","0","0","0","0","0"
"192","Thunder Grap","24","7","0","35","0","0","3000","3","attack","3","35","18","10","0","20","0","16","64","0","5","0","0","128","$5,931 ","18","0","0","6512","0","0","0","0","0"
"193","Horror of Death","25","0","0","20","0","0","0","64","buff","3","0","0","0","30","30","0","0","1","0","3","0","0","1","$5932 ","19","0","0","6588","0","0","0","0","280"
"194","Eye of the Dragon","25","1","10","10","0","0","500","0","none","3","0","0","0","0","0","0","0","2","0","0","-1","0","2","$5,933 ","19","0","0","749","0","0","0","0","0"
"195","Awakening [Valakas]","25","2","50","30","210035","1","500","99999","none","0","0","0","0","0","0","0","0","2","0","0","0","0","4","$5,934 ","19","0","0","6922","0","0","0","0","0"
"196","Destroy","25","3","10","0","210035","1","0","30","none","0","0","0","0","0","0","0","0","0","0","0","0","0","8","","19","0","0","14517","0","0","4739","0","0"
"197","none","25","4","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","16","","0","0","0","0","0","0","0","0","0"
"198","none","25","5","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","32","","0","0","0","0","0","0","0","0","0"
"199","none","25","6","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","64","","0","0","0","0","0","0","0","0","0"
"200","none","25","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","128","","0","0","0","0","0","0","0","0","0"
"201","Mirror Image","26","0","10","0","0","0","0","1200","none","0","0","0","0","0","0","0","0","2","0","0","0","0","1","$5,935 ","19","0","0","6813","0","0","0","0","0"
"202","Confusion","26","1","15","10","0","0","0","5","buff","3","20","0","0","20","30","0","0","1","0","3","0","0","2","$5,936 ","19","0","0","6525","0","0","0","0","0"
"203","Smash Energy","26","2","5","0","0","0","0","0","buff","3","20","0","0","0","0","0","0","64","0","1","0","0","4","$5,937 ","55","0","0","6526","0","0","0","0","0"
"204","Illusion [Ogre]","26","3","20","0","0","0","1800","128","buff","3","0","0","0","0","0","0","0","2","0","-1","0","0","8","$5,938 ","19","0","0","6578","0","0","0","0","0"
"205","Cube [Ignition]","26","4","30","0","210038","1","0","20","none","0","0","0","0","0","0","0","0","0","0","0","0","0","16","$5,939 ","19","0","0","6706","0","0","0","0","0"
"206","Concentration","26","5","30","0","0","0","0","600","buff","3","0","0","0","0","0","0","0","2","0","-1","0","0","32","$5,940 ","19","0","0","6527","0","0","0","0","0"
"207","Mind Break","26","6","20","15","0","0","0","0","buff","3","0","0","0","50","20","0","0","1","0","3","0","0","64","$5,941 ","19","0","0","6553","0","0","0","0","0"
"208","Bone Break","26","7","20","0","0","0","1500","2","buff","3","0","0","0","60","60","0","0","1","0","1","0","0","128","$5,942 ","55","0","0","0","0","0","0","0","0"
"209","Illusion [Rich]","27","0","20","0","0","0","1800","128","buff","3","0","0","0","0","0","0","0","2","0","-1","0","0","1","$5,943 ","19","0","0","6577","0","0","0","0","0"
"210","Cube [Quake]","27","1","35","0","210038","1","0","20","none","0","0","0","0","0","0","0","0","0","0","0","0","0","2","$5,944 ","19","0","0","6712","0","0","0","0","0"
"211","Patience","27","2","25","0","0","0","0","300","none","0","0","0","0","0","0","0","0","2","0","-1","0","0","4","$5,945 ","19","0","0","6507","0","0","0","0","0"
"212","Phantasm","27","3","30","25","0","0","0","5","buff","3","0","0","0","50","20","0","0","1","0","3","0","0","8","$5,946 ","19","0","0","6530","0","0","0","0","280"
"213","Eyes Breaker","27","4","10","0","0","0","0","12","none","3","0","0","0","50","20","0","0","1","0","1","0","0","16","$5,947 ","19","0","0","9272","0","0","0","0","0"
"214","Illusion [Diamond Golem]","27","5","40","0","0","0","1800","128","buff","3","0","0","0","0","0","0","0","2","0","-1","0","0","32","$5,948 ","19","0","0","6576","0","0","0","0","0"
"215","Cube [Shock]","27","6","55","0","210038","1","0","20","none","0","0","0","0","0","0","0","0","0","0","0","0","0","64","$5,949 ","19","0","0","6718","0","0","0","0","0"
"216","Insights","27","7","60","0","0","0","0","600","none","1","0","0","0","0","0","0","0","2","0","-1","0","0","128","$5,950 ","19","0","0","6505","0","0","0","0","0"
"217","panic","28","0","30","30","0","0","0","64","buff","3","0","0","0","50","20","0","0","1","0","-1","0","0","1","$5,951 ","19","0","0","6506","0","0","0","0","0"
"218","Reduce Weight","28","1","40","0","0","0","0","1800","none","0","0","0","0","0","0","0","0","2","0","-1","0","0","2","$5,952 ","19","0","0","6528","0","0","0","0","0"
"219","Illusion [Avatar]","28","2","50","0","0","0","0","128","buff","3","0","0","0","0","0","0","0","2","0","-1","0","0","4","$5,953 ","19","0","0","6575","0","0","0","0","0"
"220","Cube [Balance]","28","3","55","0","210038","2","0","20","none","0","0","0","0","0","0","0","0","0","0","0","0","0","8","$5,954 ","19","0","0","6724","0","0","0","0","0"
"221","none","28","4","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","16","","0","0","0","0","0","0","0","0","0"
"222","Impact","28","5","25","0","210038","1","0","15","buff","3","0","0","0","500","500","0","0","1","0","-1","0","0","32","","19","0","0","14513","0","0","4761","4754","0"
"223","none","28","6","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","64","","0","0","0","0","0","0","0","0","0"
"224","none","28","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","128","","0","0","0","0","0","0","0","0","0"
"225","Howl","29","7","5","0","41246","50","0","0","none","3","50","15","8","0","0","0","8","64","0","3","4","0","1","$19,106","18","0","0","12570","0","0","0","0","0"
"226","Gigantic","29","7","10","0","41246","100","0","300","none","0","0","0","0","0","0","0","0","2","0","-1","0","0","2","$19,107","19","0","0","12546","0","0","0","0","0"
"227","dummy","0","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","0","0","0","0","0","0","0","0","0"
"228","Power Grip","29","7","5","0","41246","20","6000","6","buff","3","0","0","0","30","0","0","0","1","0","6","0","0","8","$19,109","19","0","0","7182","0","0","0","0","280"
"229","Tomahawk","29","7","5","0","41246","50","0","0","attack","3","8","10","1","0","0","0","16","1","0","10","0","0","16","$19,110","19","0","0","12524","0","0","0","0","280"
"230","Desperado","29","7","10","0","41246","100","5000","0","buff","3","0","0","0","40","10","0","1","1","0","-1","0","0","32","$19108","1","0","0","12758","0","0","0","0","280"
"231","Titan Rising","29","7","10","0","41246","100","0","2400","none","3","0","0","0","0","0","0","0","2","0","-1","0","0","64","","19","0","0","14519","0","0","4740","4747","0"
"232","none","0","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","128","","0","0","0","0","0","0","0","0","0"
"233","Assassin","29","7","20","0","40321","1","0","15","none","1","0","0","0","0","0","0","0","128","0","0","0","0","1","","19","0","0","14545","0","0","4738","4745","280"
"234","Fury","30","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","2","$19,100","0","0","0","0","0","0","0","0","0"
"235","Slayer","30","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","3","$19,101","0","0","0","0","0","0","0","0","0"
"236","crash","30","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","$19,099","0","0","0","0","0","0","0","0","0"
"237","Armor Guard","30","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","5","$19,102","0","0","0","0","0","0","0","0","0"
"238","Titan Rock","30","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","6","$19,103","0","0","0","0","0","0","0","0","0"
"239","Titan Blitz","30","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","7","$19,104","0","0","0","0","0","0","0","0","0"
"240","Titan Magic","30","7","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","8","$19,105","0","0","0","0","0","0","0","0","0"
"241","Blazing Spirits","30","7","0","0","0","0","0","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","9","","0","0","0","14547","0","0","4750","4751","280"
"505","Normal attack stance (blessing buff)","0","0","0","0","0","0","340","0","none","0","0","0","0","0","0","0","0","64","0","0","0","0","0","","19","0","0","0","0","0","0","0","0"
"506","General defensive posture (blessing buff)","0","0","0","0","0","0","340","0","none","0","0","0","0","0","0","0","0","64","0","0","0","0","0","","19","0","0","0","0","0","0","0","0"
"507","Combat Attack Stance (Blessing Buff)","0","0","0","0","0","0","340","0","none","0","0","0","0","0","0","0","0","64","0","0","0","0","0","","19","0","0","0","0","0","0","0","0"
"508","Combat Defense Stance (Blessing Buff)","0","0","0","0","0","0","340","0","none","0","0","0","0","0","0","0","0","64","0","0","0","0","0","","19","0","0","0","0","0","0","0","0"
"521","Greedy Vision Bar","0","0","5","0","0","0","0","0","attack","3","80","0","0","0","0","0","6","64","0","6","6","0","0","","18","14254","0","0","0","0","0","0","0"
"522","Greedy Vision Bar Green Smoke","0","0","5","0","0","0","0","0","attack","3","120","0","0","0","0","0","6","64","0","6","6","0","0","","19","14258","0","0","0","0","0","0","0"
"523","Azmodan the Devourer","0","0","5","0","0","0","0","0","attack","3","120","0","0","0","0","0","6","64","0","6","6","0","0","","30","14245","0","0","0","0","0","0","0"
"524","Azmodan Puddle of Greed","0","0","8","0","0","0","0","10","attack","3","80","1","0","0","0","0","0","64","0","15","10","0","0","","18","14291","0","0","0","0","0","0","0"
"1001","Cheolgi","0","0","0","0","0","0","0","0","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","191","0","0","0","0","0"
"1541","Tenka Soshi Soup (Illustrated Guide)","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"4914","Fuxa Buff","0","0","0","0","0","0","340","1800","none","4","0","0","0","0","0","0","0","64","0","0","0","0","0","","19","0","0","4914","0","0","0","0","0"
"7000","[Monster] Lindvior - This ryopshon","0","0","32","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","9","0","0","0","","47","0","0","7980","0","0","0","0","0"
"7001","[Monster] Lindvior - Wide-area Windsecre","0","0","60","0","0","0","0","12","none","3","0","0","0","0","2","0","0","0","0","4","4","0","0","","19","0","0","8032","0","0","0","0","0"
"7002","[Monster] Lindvior - Recall Cancellation","0","0","50","80","0","0","0","7","none","3","30","10","15","0","0","0","1","64","0","6","3","0","0","","19","0","0","2510","0","0","0","0","0"
"7003","[Monster] Lindvior - 4 Tornadoes","0","0","60","0","0","0","0","0","attack","3","60","15","8","0","0","0","4","64","0","6","6","0","0","","19","0","0","8077","0","0","0","0","0"
"7004","[Monster] Lindvior - Weapon Breaker","0","0","200","100","0","0","0","7","none","3","10","5","15","0","0","0","1","64","0","3","3","0","0","","19","0","0","2510","0","0","0","0","0"
"7005","[Monster] Lindvior - Arrow","0","0","60","0","0","0","0","0","attack","3","35","15","8","0","0","0","16","64","0","10","0","0","16","$1,485 ","47","0","0","2510","0","0","0","0","0"
"7006","[Monster] Lindvior - Lightning Storm","0","0","60","0","0","0","0","0","attack","3","25","15","8","0","0","0","2","64","0","15","3","0","2","","12","0","0","7977","0","0","0","0","0"
"7007","[Monster] Lindvior - Wide-area Wind Sequel [1]","0","0","60","0","0","0","0","12","none","3","0","0","0","0","2","0","1","64","0","15","15","0","0","","19","0","0","8032","0","0","0","0","0"
"7008","[Monster] Lindvior - Weapon Breaker [1]","0","0","200","100","0","0","0","0","none","3","0","0","0","0","0","0","1","64","0","15","3","0","0","","19","0","0","2510","0","0","0","0","0"
"7009","[Monster] Lindvior - Wide-Area Magic [Electric]","0","0","60","0","0","0","0","0","attack","3","60","15","8","0","0","0","4","64","0","15","15","0","0","","41","0","0","8098","0","0","0","0","0"
"7010","[Monster] Lindvior - Wide-area Cancellation","0","0","50","80","0","0","0","0","none","3","0","0","0","0","0","0","1","64","0","15","3","0","0","","19","0","0","2510","0","0","0","0","0"
"7011","[Monster] Lindvior - Breath","0","0","10","0","0","0","0","0","none","3","150","20","10","0","0","0","2","64","0","12","2","0","0","","18","0","0","2510","0","0","0","0","0"
"7012","[Monster] Lindvior - Lightning Storm [1]","0","0","60","0","0","0","0","0","attack","3","25","15","8","0","0","0","2","64","0","3","3","0","2","","19","0","0","7977","0","0","0","0","0"
"7013","[Monster] Lindvior - Silence","0","0","60","0","0","0","0","0","none","3","0","0","0","30","2","0","0","0","0","6","3","0","0","","19","0","0","8032","0","0","0","0","0"
"7014","[Monster] Mineral Golem - Blue","0","0","32","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","9","0","0","0","","18","0","0","8007","0","0","0","0","0"
"7015","[Monster] Mineral Golem - Green","0","0","32","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","9","0","0","0","","18","0","0","8008","0","0","0","0","0"
"7016","[Monster] Mineral Golem - Red","0","0","32","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","9","0","0","0","","18","0","0","8009","0","0","0","0","0"
"7017","[Monster] Mineral Golem - Yellow","0","0","32","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","9","0","0","0","","18","0","0","8010","0","0","0","0","0"
"7018","[Monster] Lindvior - Mineral Golem Summon","0","0","0","0","0","0","0","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","$10158","1","0","0","2510","0","0","0","0","0"
"7019","[Monster] Lindvior - Recall","0","0","60","0","0","0","5000","12","none","3","30","10","5","30","2","0","1","64","0","6","0","0","0","","19","0","0","2510","0","0","0","0","0"
"7020","[Monster] Lindvior - Stone","0","0","32","0","0","0","0","0","attack","3","10","5","8","0","0","0","5","64","0","3","0","0","0","","19","0","0","8121","0","0","0","0","0"
"7021","[Monster] Grumde Spirit - Cloud Thrower","0","0","32","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","9","0","0","0","","18","0","0","8091","0","0","0","0","0"
"7022","[Monster] Lindvior - Seizure","0","0","180","300","0","0","0","0","none","3","280","60","5","0","0","0","4","64","0","13","13","0","0","","30","0","0","2510","0","0","0","0","0"
"7023","[Monster] Lindvior - Summon the Grumde Spirit","0","0","0","0","0","0","0","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","$10158","1","0","0","2510","0","0","0","0","0"
"7024","[Monster] Phoenix - Wide-area cancel","0","0","50","80","0","0","0","0","none","3","30","10","15","0","0","0","1","64","0","6","3","0","0","","19","0","0","2510","0","0","0","0","0"
"7025","[Monster] Phoenix - Summon Phoenix","0","0","0","0","0","0","0","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","19","0","0","2510","0","0","0","0","0"
"7026","[Monster] Summon Phoenix - Fire","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","2","64","0","8","3","0","0","","18","0","0","8179","0","0","0","0","0"
"7027","[Monster] Ifrit - Fire","0","0","60","0","0","0","0","0","attack","3","80","15","8","0","0","0","4","64","0","4","4","0","0","","19","0","0","4836","0","0","0","0","0"
"7028","[Monster] Ifrit - Summon the Fire Shivain","0","0","0","0","0","0","0","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","19","0","0","2510","0","0","0","0","0"
"7029","[Monster] Fire Sibyl - Effect","0","0","60","0","0","0","0","0","attack","3","10","5","8","0","0","0","4","64","0","4","4","0","0","","19","0","0","8527","0","0","0","0","0"
"7030","Black Elder - Death Potion","0","0","30","0","0","0","0","12","attack","3","0","0","0","0","0","0","1","64","0","5","5","0","0","","19","0","0","2510","0","0","0","0","0"
"7031","Black Elder - Death Heal","0","0","30","0","0","0","0","12","attack","3","0","0","0","0","0","0","0","64","0","5","5","0","0","","12","0","0","2510","0","0","0","0","0"
"7032","Black Elder - Lich Magic","0","0","60","0","0","0","0","0","attack","3","50","15","8","0","0","0","4","64","0","13","13","0","0","","19","0","0","2552","0","0","0","0","0"
"7033","Black Elder - Water Tornado","0","0","30","0","0","0","0","0","none","3","50","10","10","0","0","0","8","64","0","4","4","0","16","","1","0","0","5010","0","0","0","0","0"
"7034","[Monster] Drake - Explosive","0","0","60","0","0","0","0","0","attack","3","50","15","8","0","0","0","4","64","0","4","4","0","0","","19","0","0","4611","0","0","0","0","0"
"7035","[Monster] Drake - Windseekle","0","0","60","0","0","0","0","12","none","3","0","0","0","0","2","0","1","64","0","15","8","0","0","","19","0","0","2510","0","0","0","0","0"
"7036","[Monster] Drake - Forced Movement","0","0","50","80","0","0","0","0","none","3","0","0","0","0","0","0","1","64","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"7037","Black Elder - 3 consecutive hits","0","0","60","0","0","0","0","0","attack","3","35","15","8","0","0","0","2","64","0","3","3","0","2","","19","0","0","7977","0","0","0","0","0"
"7038","[Monster] Lycanto - Area Spell","0","0","20","0","0","0","0","0","none","3","30","10","20","0","0","0","1","64","0","2","2","0","0","","19","0","0","5288","0","0","0","0","0"
"7039","[Monster] Alpia - Web","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","19","0","0","10697","0","0","0","0","0"
"7040","[Monster] Desert Boss - This riddle","0","0","30","0","0","0","0","0","attack","3","50","10","8","0","0","0","5","64","0","10","0","0","0","","19","0","0","10145","0","0","0","0","0"
"7041","[Monster] Wide Area Cars Paralysis","0","0","10","0","0","0","0","12","none","3","0","0","0","0","0","0","1","64","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"7042","[Monster] Wide-area Earthbind","0","0","10","0","0","0","0","12","none","3","0","0","0","0","0","0","1","64","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"7043","[Monster] Wide-area Mana Drain","0","0","10","0","0","0","0","0","none","3","0","0","0","0","0","0","1","64","0","4","4","0","0","","19","0","0","2229","0","0","0","0","0"
"7044","[Monster] Area Poison","0","0","30","0","0","0","0","7","attack","3","50","5","2","0","0","0","0","64","0","3","3","0","0","","1","0","0","1263","0","0","0","0","0"
"7045","[Monster] Sandworm - Cost/Decay/Darkness/Disease/Weakness","0","0","10","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","0","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"7046","[Monster] Sandworm - Darkness","0","0","10","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","0","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"7047","[Monster] Sandworm - Fog of Sleeping","0","0","10","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","0","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"7048","[Monster] Eljabe - Tornado Damage","0","0","50","0","0","0","0","0","none","3","100","15","15","0","0","0","1","64","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"7049","[Monster] Eljabe - Summon Monster","0","0","30","0","0","0","0","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"7050","[Monster] Eljabe - Sandstorm Spawn","0","0","10","0","0","0","0","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"7051","[Monster] Big Foot Mayo - This ryopshon","0","0","15","0","0","0","0","0","attack","3","80","10","8","0","0","0","5","64","0","10","0","0","0","","18","0","0","10895","0","0","0","0","0"
"7052","[Monster] Shasky Long-Range Spell - Action 1","0","0","15","0","0","0","0","0","attack","3","25","10","5","0","0","0","8","64","0","6","1","0","0","","1","0","0","1662","0","0","0","0","0"
"7053","[Monster] Shasky Area Spell","0","0","20","0","0","0","0","0","attack","3","30","10","8","0","0","0","4","64","0","4","4","0","0","","1","0","0","4627","0","0","0","0","0"
"7054","[Monster] Dark Sand Flower","0","0","5","0","0","0","0","0","attack","3","100","10","10","0","0","0","0","64","0","8","3","0","0","","3","0","0","2546","0","0","0","0","0"
"7055","[Monster] Sandworm - Eruption","0","0","20","0","0","0","0","0","attack","3","50","100","30","0","0","0","0","64","0","-1","1","0","0","","30","0","0","10145","0","0","0","0","0"
"7056","[Monster] Sandworm - Area Attack","0","0","20","0","0","0","0","0","attack","3","50","100","30","0","0","0","0","64","0","-1","1","0","0","","30","0","0","10195","0","0","0","0","0"
"7057","[Monster] Sandworm - Area Attack 2","0","0","20","0","0","0","0","0","attack","3","50","100","30","0","0","0","0","64","0","-1","1","0","0","","30","0","0","10194","0","0","0","0","0"
"7058","[Monster] Sandworm - Area Attack 3","0","0","20","0","0","0","0","0","attack","3","50","100","30","0","0","0","0","64","0","-1","1","0","0","","30","0","0","10191","0","0","0","0","0"
"7671","Earth Dragon's Magic Eye","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","1","2","0","0","0","0","0","","3","0","0","7671","0","0","0","0","280"
"7672","Water Dragon's Magic Eye","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","4","2","0","0","0","0","0","","3","0","0","7672","0","0","0","0","280"
"7673","Wind Dragon's Magic Eye","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","8","2","0","0","0","0","0","","3","0","0","7673","0","0","0","0","280"
"7674","Fire Dragon's Magic Eye","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","2","2","0","0","0","0","0","","3","0","0","7674","0","0","0","0","280"
"7675","Magic Eye of Birth","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","3","0","0","7675","0","0","0","0","280"
"7676","Shaped Magic Eye","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","3","0","0","7676","0","0","0","0","280"
"7678","Magic Eye of Life","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","3","0","0","7678","0","0","0","0","280"
"10000","Zombie Lord (wide-area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","2806","0","0","0","0","0"
"10001","Shea (Magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","15","0","0","","18","0","0","2775","0","0","0","0","0"
"10002","Ice Queen (Freezing Blizzard)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","4","64","0","0","6","0","0","","18","0","0","3933","0","0","0","0","0"
"10003","zenith queen spell e first","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","2809","0","0","0","0","0"
"10004","Zenisku (wide-area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","2810","0","0","0","0","0"
"10005","vampire spell e","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","2759","0","0","0","0","0"
"10006","Vampire (magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","19","0","0","2760","0","0","0","0","0"
"10007","vampire spellnd e second","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","2761","0","0","0","0","0"
"10008","Lesser Dragon (Fire)","0","0","5","0","0","0","0","0","attack","3","200","10","10","0","0","0","2","64","0","2","2","0","0","","18","0","0","2510","0","0","0","0","0"
"10009","Bone Dragon (Fire)","0","0","5","0","0","0","0","0","attack","3","200","10","10","0","0","0","4","64","0","2","2","0","0","","18","0","0","2510","0","0","0","0","0"
"10010","Lich (wide area magic)","0","0","5","0","0","0","0","0","none","3","40","3","3","0","0","0","0","64","0","0","6","0","0","","18","0","0","2552","0","0","0","0","0"
"10011","medusa e","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","6","0","0","","18","0","0","2537","0","0","0","0","0"
"10012","Grimm Ripper (wide area magic)","0","0","5","0","0","0","0","0","none","3","100","10","10","0","0","0","0","64","0","0","-1","0","0","","18","0","0","3393","0","0","0","0","0"
