"mobId","mobname","moblevel","itemId","itemname","min","max","chance","Enchant"
"45549","ボール ライトニング","8","40308","アデナ","109","254","1000000","0"
"45549","ボール ライトニング","8","810003","職人の武器強化スクロール","1","1","5","0"
"45549","ボール ライトニング","8","810008","悪霊の種","1","1","1000","0"
"45551","ファングス","7","30180","精神のベルト ","1","1","2","0"
"45551","ファングス","7","40007","コール ライトニング ワンド","1","1","0","0"
"45551","ファングス","7","40010","レッド ポーション","1","1","10000","0"
"45551","ファングス","7","40014","ブレイブ ポーション","1","1","1000","0"
"45551","ファングス","7","40016","ウィズダム ポーション","1","1","1000","0"
"45551","ファングス","7","40037","エリクサー[WIS]","1","1","10","0"
"45551","ファングス","7","40308","アデナ","109","254","1000000","0"
"45551","ファングス","7","40499","きのこの胞子液","1","3","20000","0"
"45551","ファングス","7","810003","職人の武器強化スクロール","1","1","5","0"
"45551","ファングス","7","810008","悪霊の種","1","1","1000","0"
"45554","キラービー","8","30179","機敏のベルト ","1","1","2","0"
"45554","キラービー","8","40007","コール ライトニング ワンド","1","1","0","0"
"45554","キラービー","8","40010","レッド ポーション","1","1","10000","0"
"45554","キラービー","8","40014","ブレイブ ポーション","1","1","1000","0"
"45554","キラービー","8","40016","ウィズダム ポーション","1","1","1000","0"
"45554","キラービー","8","40035","エリクサー[DEX]","1","1","10","0"
"45554","キラービー","8","40308","アデナ","109","254","1000000","0"
"45554","キラービー","8","810003","職人の武器強化スクロール","1","1","5","0"
"45554","キラービー","8","810008","悪霊の種","1","1","1000","0"
"45558","ウィル オー ウィスプ","24","30179","機敏のベルト ","1","1","2","0"
"45558","ウィル オー ウィスプ","24","40007","コール ライトニング ワンド","1","1","0","0"
"45558","ウィル オー ウィスプ","24","40010","レッド ポーション","1","1","10000","0"
"45558","ウィル オー ウィスプ","24","40014","ブレイブ ポーション","1","1","1000","0"
"45558","ウィル オー ウィスプ","24","40016","ウィズダム ポーション","1","1","1000","0"
"45558","ウィル オー ウィスプ","24","40035","エリクサー[DEX]","1","1","10","0"
"45558","ウィル オー ウィスプ","24","40308","アデナ","109","254","1000000","0"
"45558","ウィル オー ウィスプ","24","810003","職人の武器強化スクロール","1","1","5","0"
"45558","ウィル オー ウィスプ","24","810008","悪霊の種","1","1","1000","0"
"45559","ウィル オー ウィスプ","24","30180","精神のベルト ","1","1","2","0"
"45559","ウィル オー ウィスプ","24","40007","コール ライトニング ワンド","1","1","0","0"
"45559","ウィル オー ウィスプ","24","40010","レッド ポーション","1","1","10000","0"
"45559","ウィル オー ウィスプ","24","40014","ブレイブ ポーション","1","1","1000","0"
"45559","ウィル オー ウィスプ","24","40016","ウィズダム ポーション","1","1","1000","0"
"45559","ウィル オー ウィスプ","24","40037","エリクサー[WIS]","1","1","10","0"
"45559","ウィル オー ウィスプ","24","40308","アデナ","109","254","1000000","0"
"45559","ウィル オー ウィスプ","24","810003","職人の武器強化スクロール","1","1","5","0"
"45559","ウィル オー ウィスプ","24","810008","悪霊の種","1","1","1000","0"
"45560","ウィル オー ウィスプ","6","30177","腕力のベルト ","1","1","2","0"
"45560","ウィル オー ウィスプ","6","40007","コール ライトニング ワンド","1","1","0","0"
"45560","ウィル オー ウィスプ","6","40010","レッド ポーション","1","1","10000","0"
"45560","ウィル オー ウィスプ","6","40014","ブレイブ ポーション","1","1","1000","0"
"45560","ウィル オー ウィスプ","6","40016","ウィズダム ポーション","1","1","1000","0"
"45560","ウィル オー ウィスプ","6","40033","エリクサー[STR]","1","1","10","0"
"45560","ウィル オー ウィスプ","6","40308","アデナ","109","254","1000000","0"
"45560","ウィル オー ウィスプ","6","810003","職人の武器強化スクロール","1","1","5","0"
"45560","ウィル オー ウィスプ","6","810008","悪霊の種","1","1","1000","0"
"45561","ウィル オー ウィスプ","6","30178","知力のベルト ","1","1","2","0"
"45561","ウィル オー ウィスプ","6","40007","コール ライトニング ワンド","1","1","0","0"
"45561","ウィル オー ウィスプ","6","40010","レッド ポーション","1","1","10000","0"
"45561","ウィル オー ウィスプ","6","40014","ブレイブ ポーション","1","1","1000","0"
"45561","ウィル オー ウィスプ","6","40016","ウィズダム ポーション","1","1","1000","0"
"45561","ウィル オー ウィスプ","6","40036","エリクサー[INT]","1","1","10","0"
"45561","ウィル オー ウィスプ","6","40308","アデナ","109","254","1000000","0"
"45561","ウィル オー ウィスプ","6","810003","職人の武器強化スクロール","1","1","5","0"
"45561","ウィル オー ウィスプ","6","810008","悪霊の種","1","1","1000","0"
"45569","バルログのバフォメット","51","109","魔力を失ったバフォメット スタッフ","1","1","150","0"
"45569","バルログのバフォメット","51","20117","バフォメット アーマー ","1","1","30","0"
"45569","バルログのバフォメット","51","40015","魔力回復 ポーション","1","7","500","0"
"45569","バルログのバフォメット","51","40018","強化 ヘイスト ポーション","1","1","30000","0"
"45569","バルログのバフォメット","51","40044","ダイアモンド","1","3","30000","0"
"45569","バルログのバフォメット","51","40047","エメラルド","1","5","30000","0"
"45569","バルログのバフォメット","51","40048","高級 ダイアモンド","1","1","10000","0"
"45569","バルログのバフォメット","51","40050","高級 サファイア","1","1","10000","0"
"45569","バルログのバフォメット","51","40052","最高級 ダイアモンド","1","1","5000","0"
"45569","バルログのバフォメット","51","40308","アデナ","100","500","1000000","0"
"45569","バルログのバフォメット","51","40318","魔力の石","1","5","100000","0"
"45569","バルログのバフォメット","51","40443","ブラックミスリル","1","1","5000","0"
"45569","バルログのバフォメット","51","40444","ブラックミスリルの原石","1","1","5000","0"
"45569","バルログのバフォメット","51","40524","黒い血痕","1","3","30000","0"
"45569","バルログのバフォメット","51","40718","ブラッドクリスタルの欠片","1","2","10000","0"
"45569","バルログのバフォメット","51","210016","記憶の水晶(パニック)","1","1","1000","0"
"45569","バルログのバフォメット","51","210032","ドラゴンナイトの書板(ホラー オブ デス)","1","1","1000","0"
"45570","コラプト プリースト","51","40014","ブレイブ ポーション","1","1","500","0"
"45570","コラプト プリースト","51","40015","魔力回復 ポーション","1","1","500","0"
"45570","コラプト プリースト","51","40018","強化 ヘイスト ポーション","1","1","5000","0"
"45570","コラプト プリースト","51","40089","復活スクロール","1","1","1000","0"
"45570","コラプト プリースト","51","40216","魔法書(ディケイポーション)","1","1","1000","0"
"45570","コラプト プリースト","51","40251","精霊の水晶(アイアン スキン)","1","1","1000","0"
"45570","コラプト プリースト","51","40255","精霊の水晶(ネイチャーズ ブレッシング)","1","1","5000","0"
"45570","コラプト プリースト","51","40443","ブラックミスリル","1","1","5000","0"
"45570","コラプト プリースト","51","40444","ブラックミスリルの原石","1","1","5000","0"
"45570","コラプト プリースト","51","40479","堕落の悪魔書 3巻","1","1","10000","0"
"45570","コラプト プリースト","51","40481","堕落の牙","1","1","10000","0"
"45570","コラプト プリースト","51","40524","黒い血痕","1","1","10000","0"
"45570","コラプト プリースト","51","40619","東の監獄の鍵","1","1","10000","0"
"45570","コラプト プリースト","51","40678","ソウルクリスタルの欠片","1","2","8000","0"
"45570","コラプト プリースト","51","140100","テレポート スクロール","1","1","50000","0"
"45571","コラプト プリースト","51","40014","ブレイブ ポーション","1","1","500","0"
"45571","コラプト プリースト","51","40015","魔力回復 ポーション","1","1","500","0"
"45571","コラプト プリースト","51","40018","強化 ヘイスト ポーション","1","1","5000","0"
"45571","コラプト プリースト","51","40089","復活スクロール","1","1","1000","0"
"45571","コラプト プリースト","51","40100","テレポート スクロール","1","1","1000","0"
"45571","コラプト プリースト","51","40216","魔法書(ディケイポーション)","1","1","1000","0"
"45571","コラプト プリースト","51","40251","精霊の水晶(アイアン スキン)","1","1","1000","0"
"45571","コラプト プリースト","51","40255","精霊の水晶(ネイチャーズ ブレッシング)","1","1","5000","0"
"45571","コラプト プリースト","51","40443","ブラックミスリル","1","1","5000","0"
"45571","コラプト プリースト","51","40444","ブラックミスリルの原石","1","1","5000","0"
"45571","コラプト プリースト","51","40477","堕落の悪魔書 1巻","1","1","10000","0"
"45571","コラプト プリースト","51","40478","堕落の悪魔書 2巻","1","1","10000","0"
"45571","コラプト プリースト","51","40479","堕落の悪魔書 3巻","1","1","10000","0"
"45571","コラプト プリースト","51","40480","堕落の悪魔書 4巻","1","1","10000","0"
"45571","コラプト プリースト","51","40524","黒い血痕","1","1","10000","0"
"45571","コラプト プリースト","51","40678","ソウルクリスタルの欠片","1","2","8000","0"
"45571","コラプト プリースト","51","140100","テレポート スクロール","1","1","50000","0"
"45572","炎のアシタジオ","51","52","ツーハンド ソード","1","1","2000","0"
"45572","炎のアシタジオ","51","20244","マイナー 魅力のアミュレット","1","1","2000","0"
"45572","炎のアシタジオ","51","20254","魅力のアミュレット ","1","1","1000","0"
"45572","炎のアシタジオ","51","40014","ブレイブ ポーション","1","1","1000","0"
"45572","炎のアシタジオ","51","40015","魔力回復 ポーション","1","1","1000","0"
"45572","炎のアシタジオ","51","40018","強化 ヘイスト ポーション","1","1","5000","0"
"45572","炎のアシタジオ","51","40074","防具強化スクロール","1","1","4000","0"
"45572","炎のアシタジオ","51","40087","武器強化スクロール","1","1","1500","0"
"45572","炎のアシタジオ","51","40110","","1","1","4000","0"
"45572","炎のアシタジオ","51","40190","魔法書(イラプション)","1","1","1000","0"
"45572","炎のアシタジオ","51","40196","魔法書(サモン モンスター)","1","1","3000","0"
"45572","炎のアシタジオ","51","40207","魔法書(アース クエイク)","1","1","2000","0"
"45573","バフォメット","65","41","刀","1","1","30000","0"
"45573","バフォメット","65","52","ツーハンド ソード","1","1","20000","0"
"45573","バフォメット","65","109","魔力を失ったバフォメット スタッフ","1","1","1500","0"
"45573","バフォメット","65","20077","インビジビリティ クローク ","1","1","100","0"
"45573","バフォメット","65","20117","バフォメット アーマー ","1","1","300","0"
"45573","バフォメット","65","20154","プレート メイル ","1","1","3000","0"
"45573","バフォメット","65","20244","マイナー 魅力のアミュレット","1","1","20000","0"
"45573","バフォメット","65","20254","魅力のアミュレット ","1","1","10000","0"
"45573","バフォメット","65","20284","サモンコントロール リング ","1","1","2000","0"
"45573","バフォメット","65","20285","ウォーター リング ","1","1","7000","0"
"45573","バフォメット","65","20288","テレポート コントロール リング ","1","1","1500","0"
"45573","バフォメット","65","20306","マイナー ボディ ベルト","1","1","5000","0"
"45573","バフォメット","65","20307","マイナー ソウル ベルト","1","1","5000","0"
"45573","バフォメット","65","20316","ソウル ベルト ","1","1","5000","0"
"45573","バフォメット","65","40014","ブレイブ ポーション","1","3","500","0"
"45573","バフォメット","65","40015","魔力回復 ポーション","1","3","500","0"
"45573","バフォメット","65","40016","ウィズダム ポーション","1","3","500","0"
"45573","バフォメット","65","40018","強化 ヘイスト ポーション","1","3","50000","0"
"45573","バフォメット","65","40044","ダイアモンド","1","3","15000","0"
"45573","バフォメット","65","40046","サファイア","1","3","15000","0"
"45573","バフォメット","65","40047","エメラルド","1","3","15000","0"
"45573","バフォメット","65","40048","高級 ダイアモンド","1","2","15000","0"
"45573","バフォメット","65","40050","高級 サファイア","1","2","15000","0"
"45573","バフォメット","65","40051","高級 エメラルド","1","2","15000","0"
"45573","バフォメット","65","40052","最高級 ダイアモンド","1","1","5000","0"
"45573","バフォメット","65","40054","最高級 サファイア","1","1","5000","0"
"45573","バフォメット","65","40055","最高級 エメラルド","1","1","5000","0"
"45573","バフォメット","65","40074","防具強化スクロール","1","2","30000","0"
"45573","バフォメット","65","40087","武器強化スクロール","1","2","20000","0"
"45573","バフォメット","65","40089","復活スクロール","1","2","5000","0"
"45573","バフォメット","65","40093","ブランク スクロール(Lv4)","1","3","2000","0"
"45573","バフォメット","65","40094","ブランク スクロール(Lv5)","1","3","2000","0"
"45573","バフォメット","65","40181","魔法書(テイミング モンスター)","1","1","5000","0"
"45573","バフォメット","65","40193","魔法書(ブレス ウェポン)","1","1","5000","0"
"45573","バフォメット","65","40196","魔法書(サモン モンスター)","1","1","20000","0"
"45573","バフォメット","65","40203","魔法書(ファイアー ウォール)","1","1","10000","0"
"45573","バフォメット","65","40242","精霊の水晶(イレース マジック)","1","1","10000","0"
"45573","バフォメット","65","40246","精霊の水晶(カウンター ミラー)","1","1","10000","0"
"45573","バフォメット","65","40256","精霊の水晶(ファイアー ウェポン)","1","1","10000","0"
"45573","バフォメット","65","40258","精霊の水晶(バーニング ウェポン)","1","1","10000","0"
"45573","バフォメット","65","40263","精霊の水晶(ストーム ショット)","1","1","10000","0"
"45573","バフォメット","65","40308","アデナ","1000","3000","1000000","0"
"45573","バフォメット","65","100041","刀","1","1","10000","0"
"45573","バフォメット","65","100052","ツーハンド ソード","1","1","10000","0"
"45573","バフォメット","65","140074","防具強化スクロール","1","1","3000","0"
"45573","バフォメット","65","140087","武器強化スクロール","1","1","1500","0"
"45573","バフォメット","65","200052","ツーハンド ソード","1","1","5000","0"
"45573","バフォメット","65","220154","プレート メイル ","1","1","10000","0"
"45574","親衛隊長 カイト","73","70","ギムレット デュアルブレード","1","1","5000","0"
"45574","親衛隊長 カイト","73","20168","ジェネラル グローブ ","1","1","300","0"
"45574","親衛隊長 カイト","73","20313","ダーク ベルト ","1","1","1000","0"
"45574","親衛隊長 カイト","73","40667","暗殺軍のバッジ","1","1","3000","0"
"45574","親衛隊長 カイト","73","40675","闇の鉱石","1","1","5000","0"
"45574","親衛隊長 カイト","73","41147","技術書(ソリッド キャリッジ)","1","1","1000","0"
"45574","親衛隊長 カイト","73","140074","防具強化スクロール","1","1","2000","0"
"45574","親衛隊長 カイト","73","140087","武器強化スクロール","1","1","1000","0"
"45574","親衛隊長 カイト","73","210123","ウォリアーの印章(パワー グリップ)","1","1","2000","0"
"45575","死の司祭","52","40014","ブレイブ ポーション","1","1","500","0"
"45575","死の司祭","52","40015","魔力回復 ポーション","1","1","500","0"
"45575","死の司祭","52","40443","ブラックミスリル","1","1","5000","0"
"45575","死の司祭","52","40444","ブラックミスリルの原石","1","1","5000","0"
"45575","死の司祭","52","40524","黒い血痕","1","1","30000","0"
"45575","死の司祭","52","40678","ソウルクリスタルの欠片","1","2","10000","0"
"45576","混沌の司祭","52","40014","ブレイブ ポーション","1","1","1000","0"
"45576","混沌の司祭","52","40015","魔力回復 ポーション","1","1","1000","0"
"45576","混沌の司祭","52","40443","ブラックミスリル","1","1","5000","0"
"45576","混沌の司祭","52","40444","ブラックミスリルの原石","1","1","5000","0"
"45576","混沌の司祭","52","40524","黒い血痕","1","1","3000","0"
"45576","混沌の司祭","52","40678","ソウルクリスタルの欠片","1","2","8000","0"
"45577","旅団長 ダークパンサー","73","20058","ジェネラル マント ","1","1","1000","0"
"45577","旅団長 ダークパンサー","73","20313","ダーク ベルト ","1","1","1000","0"
"45577","旅団長 ダークパンサー","73","40638","魔獣軍のバッジ","1","1","3000","0"
"45577","旅団長 ダークパンサー","73","40675","闇の鉱石","1","1","5000","0"
"45577","旅団長 ダークパンサー","73","41147","技術書(ソリッド キャリッジ)","1","1","1000","0"
"45577","旅団長 ダークパンサー","73","140074","防具強化スクロール","1","1","2000","0"
"45577","旅団長 ダークパンサー","73","140087","武器強化スクロール","1","1","1000","0"
"45577","旅団長 ダークパンサー","73","210123","ウォリアーの印章(パワー グリップ)","1","1","2000","0"
"45578","ドレイク","79","9","オリハルコン ダガー","1","1","2000","0"
"45578","ドレイク","79","31051","元気を失ったオリハルコンダガー","1","1","5000","0"
"45578","ドレイク","79","40047","エメラルド","1","5","0","0"
"45578","ドレイク","79","40051","高級 エメラルド","1","2","0","0"
"45578","ドレイク","79","40055","最高級 エメラルド","1","1","0","0"
"45578","ドレイク","79","40166","技術書(バウンス アタック)","1","1","0","0"
"45578","ドレイク","79","40307","サイハの遺産","1","1","0","0"
"45578","ドレイク","79","41147","技術書(ソリッド キャリッジ)","1","1","0","0"
"45578","ドレイク","79","49078","ドレイクの魂","1","1","2000","0"
"45578","ドレイク","79","100009","オリハルコン ダガー","1","1","1000","0"
"45578","ドレイク","79","140074","防具強化スクロール","1","1","5000","0"
"45578","ドレイク","79","140087","武器強化スクロール","1","1","2500","0"
"45578","ドレイク","79","240074","防具強化スクロール","1","1","2000","0"
"45578","ドレイク","79","240087","武器強化スクロール","1","1","1000","0"
"45578","ドレイク","79","410045","グリーンハッチリンの卵","1","1","1500","0"
"45578","ドレイク","79","410046","イエローハッチリンの卵","1","1","1500","0"
"45578","ドレイク","79","700072","ドレイクの卵","1","1","2000","0"
"45578","ドレイク","79","700074","怪しい箱","1","1","3000","0"
"45578","ドレイク","79","820018","ピュア エリクサー","1","1","3000","0"
"45578","ドレイク","79","3000028","するパスのこだわり","1","1","3000","0"
"45579","バルログのベレス","53","40044","ダイアモンド","1","3","30000","0"
"45579","バルログのベレス","53","40047","エメラルド","1","3","30000","0"
"45579","バルログのベレス","53","40048","高級 ダイアモンド","1","1","10000","0"
"45579","バルログのベレス","53","40050","高級 サファイア","1","1","10000","0"
"45579","バルログのベレス","53","40052","最高級 ダイアモンド","1","1","5000","0"
"45579","バルログのベレス","53","40308","アデナ","100","732","1000000","0"
"45579","バルログのベレス","53","40318","魔力の石","1","1","100000","0"
"45579","バルログのベレス","53","40443","ブラックミスリル","1","1","5000","0"
"45579","バルログのベレス","53","40444","ブラックミスリルの原石","1","1","5000","0"
"45579","バルログのベレス","53","40524","黒い血痕","1","1","10000","0"
"45579","バルログのベレス","53","40718","ブラッドクリスタルの欠片","1","2","10000","0"
"45580","ダーク サキュバス クイーン","53","20284","サモンコントロール リング ","1","1","200","0"
"45580","ダーク サキュバス クイーン","53","20306","マイナー ボディ ベルト","1","1","3000","0"
"45580","ダーク サキュバス クイーン","53","20307","マイナー ソウル ベルト","1","1","3000","0"
"45580","ダーク サキュバス クイーン","53","20312","ボディ ベルト ","1","1","2000","0"
"45580","ダーク サキュバス クイーン","53","20316","ソウル ベルト ","1","1","2000","0"
"45580","ダーク サキュバス クイーン","53","40053","最高級 ルビー","1","1","3000","0"
"45580","ダーク サキュバス クイーン","53","40111","","1","1","4000","0"
"45580","ダーク サキュバス クイーン","53","40241","精霊の水晶(エレメンタル フォールダウン)","1","1","1000","0"
"45580","ダーク サキュバス クイーン","53","40263","精霊の水晶(ストーム ショット)","1","1","1000","0"
"45580","ダーク サキュバス クイーン","53","210019","記憶の水晶(キューブ[バランス])","1","1","1000","0"
"45581","パート ゼニス クイーン","53","20298","\aFゼニス リング ","1","1","4000","0"
"45581","パート ゼニス クイーン","53","40221","魔法書(グレーター スロー)","1","1","2000","0"
"45581","パート ゼニス クイーン","53","40304","マーブルの遺産","1","1","1000","0"
"45581","パート ゼニス クイーン","53","140074","防具強化スクロール","1","1","1400","0"
"45581","パート ゼニス クイーン","53","140087","武器強化スクロール","1","1","700","0"
"45581","パート ゼニス クイーン","53","240074","防具強化スクロール","1","1","1000","0"
"45581","パート ゼニス クイーン","53","240087","武器強化スクロール","1","1","500","0"
"45582","コラプト プリースト","53","40014","ブレイブ ポーション","1","1","500","0"
"45582","コラプト プリースト","53","40015","魔力回復 ポーション","1","1","500","0"
"45582","コラプト プリースト","53","40018","強化 ヘイスト ポーション","1","1","5000","0"
"45582","コラプト プリースト","53","40089","復活スクロール","1","1","1000","0"
"45582","コラプト プリースト","53","40216","魔法書(ディケイポーション)","1","1","1000","0"
"45582","コラプト プリースト","53","40251","精霊の水晶(アイアン スキン)","1","1","1000","0"
"45582","コラプト プリースト","53","40255","精霊の水晶(ネイチャーズ ブレッシング)","1","1","5000","0"
"45582","コラプト プリースト","53","40443","ブラックミスリル","1","1","5000","0"
"45582","コラプト プリースト","53","40444","ブラックミスリルの原石","1","1","5000","0"
"45582","コラプト プリースト","53","40476","堕落の手","1","1","2000","0"
"45582","コラプト プリースト","53","40480","堕落の悪魔書 4巻","1","1","10000","0"
"45582","コラプト プリースト","53","40524","黒い血痕","1","1","10000","0"
"45582","コラプト プリースト","53","40619","東の監獄の鍵","1","1","10000","0"
"45582","コラプト プリースト","53","40649","東北の監獄の鍵","1","1","10000","0"
"45582","コラプト プリースト","53","40650","北の監獄の鍵","1","1","10000","0"
"45582","コラプト プリースト","53","40678","ソウルクリスタルの欠片","1","2","8000","0"
"45582","コラプト プリースト","53","140100","テレポート スクロール","1","1","50000","0"
"45583","ベレス","53","41","刀","1","1","20000","0"
"45583","ベレス","53","52","ツーハンド ソード","1","1","20000","0"
"45583","ベレス","53","110","魔力を失ったベレス スタッフ","1","1","2000","0"
"45583","ベレス","53","20154","プレート メイル ","1","1","20000","0"
"45583","ベレス","53","20204","ベレス ブーツ ","1","1","200","0"
"45583","ベレス","53","20248","マイナー 精神のアミュレット","1","1","10000","0"
"45583","ベレス","53","20267","精神のアミュレット ","1","1","3000","0"
"45583","ベレス","53","20302","ウィンド リング ","1","1","3000","0"
"45583","ベレス","53","20306","マイナー ボディ ベルト","1","1","10000","0"
"45583","ベレス","53","20307","マイナー ソウル ベルト","1","1","10000","0"
"45583","ベレス","53","20312","ボディ ベルト ","1","1","3000","0"
"45583","ベレス","53","20316","ソウル ベルト ","1","1","3000","0"
"45583","ベレス","53","40016","ウィズダム ポーション","1","5","5000","0"
"45583","ベレス","53","40018","強化 ヘイスト ポーション","1","3","20000","0"
"45583","ベレス","53","40044","ダイアモンド","1","3","20000","0"
"45583","ベレス","53","40049","高級 ルビー","1","2","10000","0"
"45583","ベレス","53","40052","最高級 ダイアモンド","1","1","5000","0"
"45583","ベレス","53","40074","防具強化スクロール","1","2","20000","0"
"45583","ベレス","53","40087","武器強化スクロール","1","2","10000","0"
"45583","ベレス","53","40094","ブランク スクロール(Lv5)","3","5","2000","0"
"45583","ベレス","53","40175","魔法書(カウンター マジック)","1","1","5000","0"
"45583","ベレス","53","40180","魔法書(グレーター ヒール)","1","1","5000","0"
"45583","ベレス","53","40191","魔法書(サン バースト)","1","1","5000","0"
"45583","ベレス","53","40215","魔法書(ファイアー ストーム)","1","1","5000","0"
"45583","ベレス","53","40241","精霊の水晶(エレメンタル フォールダウン)","1","1","5000","0"
"45583","ベレス","53","40262","精霊の水晶(ストーム アイ)","1","1","20000","0"
"45583","ベレス","53","40308","アデナ","1000","3000","1000000","0"
"45583","ベレス","53","100041","刀","1","1","10000","0"
"45583","ベレス","53","140074","防具強化スクロール","1","1","2000","0"
"45583","ベレス","53","140087","武器強化スクロール","1","1","1000","0"
"45583","ベレス","53","210032","ドラゴンナイトの書板(ホラー オブ デス)","1","1","5000","0"
"45585","暗殺団長 ブレイズ","73","70","ギムレット デュアルブレード","1","1","5000","0"
"45585","暗殺団長 ブレイズ","73","20020","ジェネラル ヘルム ","1","1","1000","0"
"45585","暗殺団長 ブレイズ","73","20313","ダーク ベルト ","1","1","1000","0"
"45585","暗殺団長 ブレイズ","73","40667","暗殺軍のバッジ","1","1","10000","0"
"45585","暗殺団長 ブレイズ","73","40675","闇の鉱石","1","1","5000","0"
"45585","暗殺団長 ブレイズ","73","41147","技術書(ソリッド キャリッジ)","1","1","1000","0"
"45585","暗殺団長 ブレイズ","73","140074","防具強化スクロール","1","1","2000","0"
"45585","暗殺団長 ブレイズ","73","140087","武器強化スクロール","1","1","1000","0"
"45585","暗殺団長 ブレイズ","73","210123","ウォリアーの印章(パワー グリップ)","1","1","2000","0"
"45586","シアー ジュニア","81","40015","魔力回復 ポーション","1","1","2000","0"
"45586","シアー ジュニア","81","40018","強化 ヘイスト ポーション","1","1","3000","0"
"45586","シアー ジュニア","81","40074","防具強化スクロール","1","1","3000","0"
"45586","シアー ジュニア","81","40087","武器強化スクロール","1","1","2000","0"
"45586","シアー ジュニア","81","40112","","1","1","4000","0"
"45586","シアー ジュニア","81","210122","ウォリアーの印章(ギガンティック)","1","1","3000","0"
"45586","シアー ジュニア","81","240074","防具強化スクロール","1","1","1000","0"
"45586","シアー ジュニア","81","240087","武器強化スクロール","1","1","500","0"
"45587","コラプト プリースト","54","40014","ブレイブ ポーション","1","1","500","0"
"45587","コラプト プリースト","54","40015","魔力回復 ポーション","1","1","500","0"
"45587","コラプト プリースト","54","40018","強化 ヘイスト ポーション","1","1","5000","0"
"45587","コラプト プリースト","54","40089","復活スクロール","1","1","1000","0"
"45587","コラプト プリースト","54","40216","魔法書(ディケイポーション)","1","1","1000","0"
"45587","コラプト プリースト","54","40251","精霊の水晶(アイアン スキン)","1","1","1000","0"
"45587","コラプト プリースト","54","40255","精霊の水晶(ネイチャーズ ブレッシング)","1","1","5000","0"
"45587","コラプト プリースト","54","40443","ブラックミスリル","1","1","5000","0"
"45587","コラプト プリースト","54","40444","ブラックミスリルの原石","1","1","5000","0"
"45587","コラプト プリースト","54","40474","堕落の毒","1","1","10000","0"
"45587","コラプト プリースト","54","40478","堕落の悪魔書 2巻","1","1","10000","0"
"45587","コラプト プリースト","54","40524","黒い血痕","1","1","10000","0"
"45587","コラプト プリースト","54","40649","東北の監獄の鍵","1","1","10000","0"
"45587","コラプト プリースト","54","40678","ソウルクリスタルの欠片","1","2","8000","0"
"45587","コラプト プリースト","54","140100","テレポート スクロール","1","1","50000","0"
"45588","師団長 シンクレア","73","20313","ダーク ベルト ","1","1","1000","0"
"45588","師団長 シンクレア","73","40638","魔獣軍のバッジ","1","2","10000","0"
"45588","師団長 シンクレア","73","40675","闇の鉱石","1","3","5000","0"
"45588","師団長 シンクレア","73","41147","技術書(ソリッド キャリッジ)","1","1","1000","0"
"45589","フィア ゾンビ ロード","55","20187","パワー グローブ ","1","1","1500","0"
"45589","フィア ゾンビ ロード","55","40087","武器強化スクロール","1","1","2000","0"
"45589","フィア ゾンビ ロード","55","40186","魔法書(クリエイト ゾンビ)","1","1","1000","0"
"45589","フィア ゾンビ ロード","55","40444","ブラックミスリルの原石","1","1","5000","0"
"45589","フィア ゾンビ ロード","55","210032","ドラゴンナイトの書板(ホラー オブ デス)","1","1","1000","0"
"45590","監視者リーパー","76","40074","防具強化スクロール","1","1","10000","0"
"45590","監視者リーパー","76","40087","武器強化スクロール","1","1","5000","0"
"45590","監視者リーパー","76","40308","アデナ","1000","3000","1000000","0"
"45590","監視者リーパー","76","140074","防具強化スクロール","1","1","5000","0"
"45590","監視者リーパー","76","140087","武器強化スクロール","1","1","2500","0"
"45590","監視者リーパー","76","820018","ピュア エリクサー","1","1","300","0"
"45590","監視者リーパー","76","830001","傲慢の塔1階テレポートスクロール","1","1","500","0"
"45590","監視者リーパー","76","830002","傲慢の塔2階テレポートスクロール","1","1","500","0"
"45590","監視者リーパー","76","830003","傲慢の塔3階テレポートスクロール","1","1","500","0"
"45590","監視者リーパー","76","830004","傲慢の塔4階テレポートスクロール","1","1","500","0"
"45590","監視者リーパー","76","830005","傲慢の塔5階テレポートスクロール","1","1","400","0"
"45590","監視者リーパー","76","830006","傲慢の塔6階テレポートスクロール","1","1","400","0"
"45590","監視者リーパー","76","830007","傲慢の塔7階テレポートスクロール","1","1","400","0"
"45590","監視者リーパー","76","830008","[特化]傲慢の塔8階テレポートスクロール","1","1","300","0"
"45590","監視者リーパー","76","830009","[特化]傲慢の塔9階テレポートスクロール","1","1","300","0"
"45590","監視者リーパー","76","830010","[特化]傲慢の塔10階テレポートスクロール","1","1","300","0"
"45590","監視者リーパー","76","830032","封印された傲慢の塔1階テレポートアミュレット","1","1","30","0"
"45590","監視者リーパー","76","830033","封印された傲慢の塔2階テレポートアミュレット","1","1","30","0"
"45590","監視者リーパー","76","830034","封印された傲慢の塔3階テレポートアミュレット","1","1","30","0"
"45590","監視者リーパー","76","830035","封印された傲慢の塔4階テレポートアミュレット","1","1","30","0"
"45590","監視者リーパー","76","830036","封印された傲慢の塔5階テレポートアミュレット","1","1","30","0"
"45590","監視者リーパー","76","830037","封印された傲慢の塔6階テレポートアミュレット","1","1","30","0"
"45590","監視者リーパー","76","830038","封印された傲慢の塔7階テレポートアミュレット","1","1","30","0"
"45590","監視者リーパー","76","830039","封印された傲慢の塔","1","1","30","0"
"45590","監視者リーパー","76","830040","封印された傲慢の塔9階テレポートアミュレット","1","1","30","0"
