"item_id","name","bless","enchantlvl","attr_enchantlvl","price"
"20033","ブレス オブ エルム ","0","1","0","30000"
"20033","ブレス オブ エルム ","0","2","0","30000"
"20033","ブレス オブ エルム ","0","3","0","30000"
"20033","ブレス オブ エルム ","0","4","0","30000"
"20033","ブレス オブ エルム ","0","5","0","30000"
"20033","ブレス オブ エルム ","0","6","0","30000"
"20033","ブレス オブ エルム ","0","7","0","200000"
"20033","ブレス オブ エルム ","0","8","0","600000"
"20033","ブレス オブ エルム ","0","9","0","2000000"
"20033","ブレス オブ エルム ","0","10","0","20000000"
"20033","ブレス オブ エルム ","0","11","0","100000000"
"20033","ブレス オブ エルム ","1","1","0","30000"
"20033","ブレス オブ エルム ","1","2","0","30000"
"20033","ブレス オブ エルム ","1","3","0","30000"
"20033","ブレス オブ エルム ","1","4","0","30000"
"20033","ブレス オブ エルム ","1","5","0","30000"
"20033","ブレス オブ エルム ","1","6","0","30000"
"20033","ブレス オブ エルム ","1","7","0","200000"
"20033","ブレス オブ エルム ","1","8","0","600000"
"20033","ブレス オブ エルム ","1","9","0","2000000"
"20033","ブレス オブ エルム ","1","10","0","20000000"
"20033","ブレス オブ エルム ","1","11","0","100000000"
"20048","混沌のヘルム ","0","0","0","15000000"
"20048","混沌のヘルム ","0","1","0","25000000"
"20048","混沌のヘルム ","0","2","0","75000000"
"20048","混沌のヘルム ","0","3","0","150000000"
"20048","混沌のヘルム ","0","4","0","450000000"
"20048","混沌のヘルム ","0","5","0","800000000"
"20048","混沌のヘルム ","1","0","0","30000"
"20048","混沌のヘルム ","1","1","0","30000"
"20048","混沌のヘルム ","1","2","0","30000"
"20048","混沌のヘルム ","1","3","0","30000"
"20048","混沌のヘルム ","1","4","0","30000"
"20048","混沌のヘルム ","1","5","0","30000"
"20049","アントクイーン ゴールデンウィング ","0","0","0","15000000"
"20049","アントクイーン ゴールデンウィング ","0","1","0","15000000"
"20049","アントクイーン ゴールデンウィング ","0","2","0","15000000"
"20049","アントクイーン ゴールデンウィング ","0","3","0","15000000"
"20049","アントクイーン ゴールデンウィング ","0","4","0","15000000"
"20049","アントクイーン ゴールデンウィング ","0","5","0","28000000"
"20049","アントクイーン ゴールデンウィング ","0","6","0","42000000"
"20049","アントクイーン ゴールデンウィング ","0","7","0","85000000"
"20049","アントクイーン ゴールデンウィング ","0","8","0","210000000"
"20049","アントクイーン ゴールデンウィング ","0","9","0","450000000"
"20049","アントクイーン ゴールデンウィング ","0","10","0","900000000"
"20049","アントクイーン ゴールデンウィング ","0","11","0","1700000000"
"20049","アントクイーン ゴールデンウィング ","1","0","0","15000000"
"20049","アントクイーン ゴールデンウィング ","1","1","0","15000000"
"20049","アントクイーン ゴールデンウィング ","1","2","0","15000000"
"20049","アントクイーン ゴールデンウィング ","1","3","0","15000000"
"20049","アントクイーン ゴールデンウィング ","1","4","0","15000000"
"20049","アントクイーン ゴールデンウィング ","1","5","0","28000000"
"20049","アントクイーン ゴールデンウィング ","1","6","0","42000000"
"20049","アントクイーン ゴールデンウィング ","1","7","0","85000000"
"20049","アントクイーン ゴールデンウィング ","1","8","0","210000000"
"20049","アントクイーン ゴールデンウィング ","1","9","0","450000000"
"20049","アントクイーン ゴールデンウィング ","1","10","0","900000000"
"20049","アントクイーン ゴールデンウィング ","1","11","0","1700000000"
"20050","アントクイーン シルバーウィング ","0","0","0","15000000"
"20050","アントクイーン シルバーウィング ","0","1","0","15000000"
"20050","アントクイーン シルバーウィング ","0","2","0","15000000"
"20050","アントクイーン シルバーウィング ","0","3","0","15000000"
"20050","アントクイーン シルバーウィング ","0","4","0","15000000"
"20050","アントクイーン シルバーウィング ","0","5","0","28000000"
"20050","アントクイーン シルバーウィング ","0","6","0","42000000"
"20050","アントクイーン シルバーウィング ","0","7","0","85000000"
"20050","アントクイーン シルバーウィング ","0","8","0","210000000"
"20050","アントクイーン シルバーウィング ","0","9","0","450000000"
"20050","アントクイーン シルバーウィング ","0","10","0","900000000"
"20050","アントクイーン シルバーウィング ","0","11","0","1700000000"
"20050","アントクイーン シルバーウィング ","1","0","0","15000000"
"20050","アントクイーン シルバーウィング ","1","1","0","15000000"
"20050","アントクイーン シルバーウィング ","1","2","0","15000000"
"20050","アントクイーン シルバーウィング ","1","3","0","15000000"
"20050","アントクイーン シルバーウィング ","1","4","0","15000000"
"20050","アントクイーン シルバーウィング ","1","5","0","28000000"
"20050","アントクイーン シルバーウィング ","1","6","0","42000000"
"20050","アントクイーン シルバーウィング ","1","7","0","85000000"
"20050","アントクイーン シルバーウィング ","1","8","0","210000000"
"20050","アントクイーン シルバーウィング ","1","9","0","450000000"
"20050","アントクイーン シルバーウィング ","1","10","0","900000000"
"20050","アントクイーン シルバーウィング ","1","11","0","1700000000"
"20056","マジック クローク ","0","0","0","500"
"20056","マジック クローク ","0","1","0","10000"
"20056","マジック クローク ","0","2","0","20000"
"20056","マジック クローク ","0","3","0","20000"
"20056","マジック クローク ","0","4","0","20000"
"20056","マジック クローク ","0","5","0","250000"
"20056","マジック クローク ","0","6","0","800000"
"20056","マジック クローク ","0","7","0","2500000"
"20056","マジック クローク ","0","8","0","9500000"
"20056","マジック クローク ","0","9","0","25000000"
"20056","マジック クローク ","0","10","0","57000000"
"20056","マジック クローク ","0","11","0","250000000"
"20056","マジック クローク ","1","0","0","500"
"20056","マジック クローク ","1","1","0","10000"
"20056","マジック クローク ","1","2","0","20000"
"20056","マジック クローク ","1","3","0","20000"
"20056","マジック クローク ","1","4","0","20000"
"20056","マジック クローク ","1","5","0","250000"
"20056","マジック クローク ","1","6","0","800000"
"20056","マジック クローク ","1","7","0","2500000"
"20056","マジック クローク ","1","8","0","9500000"
"20056","マジック クローク ","1","9","0","25000000"
"20056","マジック クローク ","1","10","0","57000000"
"20056","マジック クローク ","1","11","0","250000000"
"20058","ジェネラル マント ","0","0","0","50000"
"20058","ジェネラル マント ","0","1","0","60000"
"20058","ジェネラル マント ","0","2","0","70000"
"20058","ジェネラル マント ","0","3","0","80000"
"20058","ジェネラル マント ","0","4","0","90000"
"20058","ジェネラル マント ","0","5","0","100000"
"20058","ジェネラル マント ","0","6","0","110000"
"20058","ジェネラル マント ","0","7","0","500000"
"20058","ジェネラル マント ","0","8","0","1100000"
"20058","ジェネラル マント ","0","9","0","2500000"
"20058","ジェネラル マント ","0","10","0","4500000"
"20058","ジェネラル マント ","1","0","0","50000"
"20058","ジェネラル マント ","1","1","0","60000"
"20058","ジェネラル マント ","1","2","0","70000"
"20058","ジェネラル マント ","1","3","0","80000"
"20058","ジェネラル マント ","1","4","0","90000"
"20058","ジェネラル マント ","1","5","0","100000"
"20058","ジェネラル マント ","1","6","0","110000"
"20058","ジェネラル マント ","1","7","0","500000"
"20058","ジェネラル マント ","1","8","0","1100000"
"20058","ジェネラル マント ","1","9","0","2500000"
"20058","ジェネラル マント ","1","10","0","4500000"
"20074","神聖な保護マント","0","0","0","1100000"
"20074","神聖な保護マント","0","1","0","1100000"
"20074","神聖な保護マント","0","2","0","1100000"
"20074","神聖な保護マント","0","3","0","1100000"
"20074","神聖な保護マント","0","4","0","1100000"
"20074","神聖な保護マント","0","5","0","2500000"
"20074","神聖な保護マント","0","6","0","8900000"
"20074","神聖な保護マント","0","7","0","21000000"
"20074","神聖な保護マント","0","8","0","45000000"
"20074","神聖な保護マント","0","9","0","120000000"
"20074","神聖な保護マント","0","10","0","350000000"
"20074","神聖な保護マント","0","11","0","800000000"
"20074","神聖な保護マント","1","0","0","1100000"
"20074","神聖な保護マント","1","1","0","1100000"
"20074","神聖な保護マント","1","2","0","1100000"
"20074","神聖な保護マント","1","3","0","1100000"
"20074","神聖な保護マント","1","4","0","1100000"
"20074","神聖な保護マント","1","5","0","2500000"
"20074","神聖な保護マント","1","6","0","8900000"
"20074","神聖な保護マント","1","7","0","21000000"
"20074","神聖な保護マント","1","8","0","45000000"
"20074","神聖な保護マント","1","9","0","120000000"
"20074","神聖な保護マント","1","10","0","350000000"
"20074","神聖な保護マント","1","11","0","800000000"
"20075","死のマント ","0","0","0","15000000"
"20075","死のマント ","0","1","0","25000000"
"20075","死のマント ","0","2","0","75000000"
"20075","死のマント ","0","3","0","150000000"
"20075","死のマント ","0","4","0","450000000"
"20075","死のマント ","0","5","0","800000000"
"20075","死のマント ","1","0","0","15000000"
"20075","死のマント ","1","1","0","25000000"
"20075","死のマント ","1","2","0","75000000"
"20075","死のマント ","1","3","0","150000000"
"20075","死のマント ","1","4","0","450000000"
"20075","死のマント ","1","5","0","800000000"
"20076","堕落のマント ","0","0","0","11000000"
"20076","堕落のマント ","0","1","0","11000000"
"20076","堕落のマント ","0","2","0","11000000"
"20076","堕落のマント ","0","3","0","11000000"
"20076","堕落のマント ","0","4","0","11000000"
"20076","堕落のマント ","0","5","0","25000000"
"20076","堕落のマント ","0","6","0","89000000"
"20076","堕落のマント ","0","7","0","210000000"
"20076","堕落のマント ","0","8","0","450000000"
"20076","堕落のマント ","0","9","0","1200000000"
"20076","堕落のマント ","1","0","0","11000000"
"20076","堕落のマント ","1","1","0","11000000"
"20076","堕落のマント ","1","2","0","11000000"
"20076","堕落のマント ","1","3","0","11000000"
"20076","堕落のマント ","1","4","0","11000000"
"20076","堕落のマント ","1","5","0","25000000"
"20076","堕落のマント ","1","6","0","89000000"
"20076","堕落のマント ","1","7","0","210000000"
"20076","堕落のマント ","1","8","0","450000000"
"20076","堕落のマント ","1","9","0","1200000000"
"20077","インビジビリティ クローク ","0","0","0","75000000"
"20077","インビジビリティ クローク ","0","1","0","75000000"
"20077","インビジビリティ クローク ","0","2","0","75000000"
"20077","インビジビリティ クローク ","0","3","0","75000000"
"20077","インビジビリティ クローク ","0","4","0","75000000"
"20077","インビジビリティ クローク ","0","5","0","75000000"
"20077","インビジビリティ クローク ","1","0","0","75000000"
"20077","インビジビリティ クローク ","1","1","0","75000000"
"20077","インビジビリティ クローク ","1","2","0","75000000"
"20077","インビジビリティ クローク ","1","3","0","75000000"
"20077","インビジビリティ クローク ","1","4","0","75000000"
"20077","インビジビリティ クローク ","1","5","0","75000000"
"20078","混沌のマント ","0","0","0","15000000"
"20078","混沌のマント ","0","1","0","25000000"
"20078","混沌のマント ","0","2","0","75000000"
"20078","混沌のマント ","0","3","0","150000000"
"20078","混沌のマント ","0","4","0","450000000"
"20078","混沌のマント ","0","5","0","800000000"
"20078","混沌のマント ","1","0","0","15000000"
"20078","混沌のマント ","1","1","0","25000000"
"20078","混沌のマント ","1","2","0","75000000"
"20078","混沌のマント ","1","3","0","150000000"
"20078","混沌のマント ","1","4","0","450000000"
"20078","混沌のマント ","1","5","0","800000000"
"20085","Tシャツ ","0","0","0","5000"
"20085","Tシャツ ","0","1","0","15000"
"20085","Tシャツ ","0","2","0","25000"
"20085","Tシャツ ","0","3","0","35000"
"20085","Tシャツ ","0","4","0","45000"
"20085","Tシャツ ","0","5","0","350000"
"20085","Tシャツ ","0","6","0","1000000"
"20085","Tシャツ ","0","7","0","2500000"
"20085","Tシャツ ","0","8","0","6000000"
"20085","Tシャツ ","0","9","0","15000000"
"20085","Tシャツ ","0","10","0","35000000"
"20085","Tシャツ ","1","0","0","5000"
"20085","Tシャツ ","1","1","0","15000"
"20085","Tシャツ ","1","2","0","25000"
"20085","Tシャツ ","1","3","0","35000"
"20085","Tシャツ ","1","4","0","45000"
"20085","Tシャツ ","1","5","0","350000"
"20085","Tシャツ ","1","6","0","1000000"
"20085","Tシャツ ","1","7","0","2500000"
"20085","Tシャツ ","1","8","0","6000000"
"20085","Tシャツ ","1","9","0","15000000"
"20085","Tシャツ ","1","10","0","35000000"
"20092","エンシェント レザー アーマー ","0","0","0","1500000"
"20092","エンシェント レザー アーマー ","1","0","0","1500000"
"20093","エンシェント ローブ ","0","0","0","1500000"
"20093","エンシェント ローブ ","1","0","0","1500000"
"20094","エンシェント スケイル メイル ","0","0","0","1500000"
"20094","エンシェント スケイル メイル ","1","0","0","1500000"
"20095","エンシェント プレート メイル ","0","0","0","1500000"
"20095","エンシェント プレート メイル ","1","0","0","1500000"
"20113","ジェネラル アーマー ","0","0","0","50000"
"20113","ジェネラル アーマー ","0","1","0","60000"
"20113","ジェネラル アーマー ","0","2","0","70000"
"20113","ジェネラル アーマー ","0","3","0","80000"
"20113","ジェネラル アーマー ","0","4","0","90000"
"20113","ジェネラル アーマー ","0","5","0","100000"
"20113","ジェネラル アーマー ","0","6","0","110000"
"20113","ジェネラル アーマー ","0","7","0","500000"
"20113","ジェネラル アーマー ","0","8","0","1100000"
"20113","ジェネラル アーマー ","0","9","0","2500000"
"20113","ジェネラル アーマー ","0","10","0","4500000"
"20113","ジェネラル アーマー ","1","0","0","50000"
"20113","ジェネラル アーマー ","1","1","0","60000"
"20113","ジェネラル アーマー ","1","2","0","70000"
"20113","ジェネラル アーマー ","1","3","0","80000"
"20113","ジェネラル アーマー ","1","4","0","90000"
"20113","ジェネラル アーマー ","1","5","0","100000"
"20113","ジェネラル アーマー ","1","6","0","110000"
"20113","ジェネラル アーマー ","1","7","0","500000"
"20113","ジェネラル アーマー ","1","8","0","1100000"
"20113","ジェネラル アーマー ","1","9","0","2500000"
"20113","ジェネラル アーマー ","1","10","0","4500000"
"20129","ビショップ ローブ ","0","0","0","50000"
"20129","ビショップ ローブ ","0","1","0","60000"
"20129","ビショップ ローブ ","0","2","0","70000"
"20129","ビショップ ローブ ","0","3","0","80000"
"20129","ビショップ ローブ ","0","4","0","90000"
"20129","ビショップ ローブ ","0","5","0","100000"
"20129","ビショップ ローブ ","0","6","0","110000"
"20129","ビショップ ローブ ","0","7","0","500000"
"20129","ビショップ ローブ ","0","8","0","1100000"
"20129","ビショップ ローブ ","0","9","0","2500000"
"20129","ビショップ ローブ ","0","10","0","4500000"
"20129","ビショップ ローブ ","1","0","0","50000"
"20129","ビショップ ローブ ","1","1","0","60000"
"20129","ビショップ ローブ ","1","2","0","70000"
"20129","ビショップ ローブ ","1","3","0","80000"
"20129","ビショップ ローブ ","1","4","0","90000"
"20129","ビショップ ローブ ","1","5","0","100000"
"20129","ビショップ ローブ ","1","6","0","110000"
"20129","ビショップ ローブ ","1","7","0","500000"
"20129","ビショップ ローブ ","1","8","0","1100000"
"20129","ビショップ ローブ ","1","9","0","2500000"
"20129","ビショップ ローブ ","1","10","0","4500000"
"20163","アイアン グローブ ","0","0","0","50000"
"20163","アイアン グローブ ","0","1","0","60000"
"20163","アイアン グローブ ","0","2","0","70000"
"20163","アイアン グローブ ","0","3","0","80000"
"20163","アイアン グローブ ","0","4","0","90000"
"20163","アイアン グローブ ","0","5","0","400000"
"20163","アイアン グローブ ","0","6","0","900000"
"20163","アイアン グローブ ","0","7","0","2500000"
"20163","アイアン グローブ ","0","8","0","6000000"
"20163","アイアン グローブ ","0","9","0","15000000"
"20163","アイアン グローブ ","0","10","0","35000000"
"20163","アイアン グローブ ","1","1","0","60000"
"20163","アイアン グローブ ","1","2","0","70000"
"20163","アイアン グローブ ","1","3","0","80000"
"20163","アイアン グローブ ","1","4","0","90000"
"20163","アイアン グローブ ","1","5","0","400000"
"20163","アイアン グローブ ","1","6","0","900000"
"20163","アイアン グローブ ","1","7","0","2500000"
"20163","アイアン グローブ ","1","8","0","6000000"
"20163","アイアン グローブ ","1","9","0","15000000"
"20163","アイアン グローブ ","1","10","0","35000000"
"20168","ジェネラル グローブ ","0","0","0","50000"
"20168","ジェネラル グローブ ","0","1","0","60000"
"20168","ジェネラル グローブ ","0","2","0","70000"
"20168","ジェネラル グローブ ","0","3","0","80000"
"20168","ジェネラル グローブ ","0","4","0","90000"
"20168","ジェネラル グローブ ","0","5","0","100000"
"20168","ジェネラル グローブ ","0","6","0","110000"
"20168","ジェネラル グローブ ","0","7","0","500000"
"20168","ジェネラル グローブ ","0","8","0","1100000"
"20168","ジェネラル グローブ ","0","9","0","2500000"
"20168","ジェネラル グローブ ","0","10","0","4500000"
"20168","ジェネラル グローブ ","1","0","0","50000"
"20168","ジェネラル グローブ ","1","1","0","60000"
"20168","ジェネラル グローブ ","1","2","0","70000"
"20168","ジェネラル グローブ ","1","3","0","80000"
"20168","ジェネラル グローブ ","1","4","0","90000"
"20168","ジェネラル グローブ ","1","5","0","100000"
"20168","ジェネラル グローブ ","1","6","0","110000"
"20168","ジェネラル グローブ ","1","7","0","500000"
"20168","ジェネラル グローブ ","1","8","0","1100000"
"20168","ジェネラル グローブ ","1","9","0","2500000"
"20168","ジェネラル グローブ ","1","10","0","4500000"
"20176","ビショップ グローブ ","0","0","0","50000"
"20176","ビショップ グローブ ","0","1","0","60000"
"20176","ビショップ グローブ ","0","2","0","70000"
"20176","ビショップ グローブ ","0","3","0","80000"
"20176","ビショップ グローブ ","0","4","0","90000"
"20176","ビショップ グローブ ","0","5","0","100000"
"20176","ビショップ グローブ ","0","6","0","110000"
"20176","ビショップ グローブ ","0","7","0","500000"
"20176","ビショップ グローブ ","0","8","0","1100000"
"20176","ビショップ グローブ ","0","9","0","2500000"
"20176","ビショップ グローブ ","0","10","0","4500000"
"20176","ビショップ グローブ ","1","0","0","50000"
"20176","ビショップ グローブ ","1","1","0","60000"
"20176","ビショップ グローブ ","1","2","0","70000"
"20176","ビショップ グローブ ","1","3","0","80000"
"20176","ビショップ グローブ ","1","4","0","90000"
"20176","ビショップ グローブ ","1","5","0","100000"
"20176","ビショップ グローブ ","1","6","0","110000"
"20176","ビショップ グローブ ","1","7","0","500000"
"20176","ビショップ グローブ ","1","8","0","1100000"
"20176","ビショップ グローブ ","1","9","0","2500000"
"20176","ビショップ グローブ ","1","10","0","4500000"
"20183","死のグローブ ","0","0","0","15000000"
"20183","死のグローブ ","0","1","0","25000000"
"20183","死のグローブ ","0","2","0","75000000"
"20183","死のグローブ ","0","3","0","150000000"
"20183","死のグローブ ","0","4","0","450000000"
"20183","死のグローブ ","0","5","0","800000000"
"20183","死のグローブ ","1","0","0","15000000"
"20183","死のグローブ ","1","1","0","25000000"
"20183","死のグローブ ","1","2","0","75000000"
"20183","死のグローブ ","1","3","0","150000000"
"20183","死のグローブ ","1","4","0","450000000"
"20183","死のグローブ ","1","5","0","800000000"
"20186","堕落のグローブ ","0","0","0","15000000"
"20186","堕落のグローブ ","0","1","0","15000000"
"20186","堕落のグローブ ","0","2","0","15000000"
"20186","堕落のグローブ ","0","3","0","15000000"
"20186","堕落のグローブ ","0","4","0","15000000"
"20186","堕落のグローブ ","0","5","0","30000000"
"20186","堕落のグローブ ","0","6","0","65000000"
"20186","堕落のグローブ ","0","7","0","100000000"
"20186","堕落のグローブ ","0","8","0","250000000"
"20186","堕落のグローブ ","0","9","0","800000000"
"20186","堕落のグローブ ","0","10","0","1100000000"
"20186","堕落のグローブ ","0","11","0","1900000000"
"20186","堕落のグローブ ","1","0","0","15000000"
"20186","堕落のグローブ ","1","1","0","15000000"
"20186","堕落のグローブ ","1","2","0","15000000"
"20186","堕落のグローブ ","1","3","0","15000000"
"20186","堕落のグローブ ","1","4","0","15000000"
"20186","堕落のグローブ ","1","5","0","30000000"
"20186","堕落のグローブ ","1","6","0","65000000"
"20186","堕落のグローブ ","1","7","0","100000000"
"20186","堕落のグローブ ","1","8","0","250000000"
"20186","堕落のグローブ ","1","9","0","800000000"
"20186","堕落のグローブ ","1","10","0","1100000000"
"20186","堕落のグローブ ","1","11","0","1900000000"
"20187","パワー グローブ ","0","0","0","1000000"
"20187","パワー グローブ ","0","1","0","1000000"
"20187","パワー グローブ ","0","2","0","1000000"
"20187","パワー グローブ ","0","3","0","1000000"
"20187","パワー グローブ ","0","4","0","1000000"
"20187","パワー グローブ ","0","5","0","1500000"
"20187","パワー グローブ ","0","6","0","1900000"
"20187","パワー グローブ ","0","7","0","8000000"
"20187","パワー グローブ ","0","8","0","25000000"
"20187","パワー グローブ ","0","9","0","120000000"
"20187","パワー グローブ ","0","10","0","250000000"
"20187","パワー グローブ ","0","11","0","600000000"
"20187","パワー グローブ ","1","0","0","1000000"
"20187","パワー グローブ ","1","1","0","1000000"
"20187","パワー グローブ ","1","2","0","1000000"
"20187","パワー グローブ ","1","3","0","1000000"
"20187","パワー グローブ ","1","4","0","1000000"
"20187","パワー グローブ ","1","5","0","1500000"
"20187","パワー グローブ ","1","6","0","1900000"
"20187","パワー グローブ ","1","7","0","8000000"
"20187","パワー グローブ ","1","8","0","25000000"
"20187","パワー グローブ ","1","9","0","120000000"
"20187","パワー グローブ ","1","10","0","250000000"
"20187","パワー グローブ ","1","11","0","600000000"
"20190","混沌のグローブ ","0","0","0","15000000"
"20190","混沌のグローブ ","0","1","0","25000000"
"20190","混沌のグローブ ","0","2","0","75000000"
"20190","混沌のグローブ ","0","3","0","150000000"
"20190","混沌のグローブ ","0","4","0","450000000"
"20190","混沌のグローブ ","0","5","0","800000000"
"20190","混沌のグローブ ","1","0","0","15000000"
"20190","混沌のグローブ ","1","1","0","25000000"
"20190","混沌のグローブ ","1","2","0","75000000"
"20190","混沌のグローブ ","1","3","0","150000000"
"20190","混沌のグローブ ","1","4","0","450000000"
"20190","混沌のグローブ ","1","5","0","800000000"
"20194","アイアン ブーツ ","0","0","0","30000"
"20194","アイアン ブーツ ","0","1","0","40000"
"20194","アイアン ブーツ ","0","2","0","50000"
"20194","アイアン ブーツ ","0","3","0","60000"
"20194","アイアン ブーツ ","0","4","0","70000"
"20194","アイアン ブーツ ","0","5","0","400000"
"20194","アイアン ブーツ ","0","6","0","900000"
"20194","アイアン ブーツ ","0","7","0","2500000"
"20194","アイアン ブーツ ","0","8","0","6000000"
"20194","アイアン ブーツ ","0","9","0","15000000"
"20194","アイアン ブーツ ","0","10","0","35000000"
"20194","アイアン ブーツ ","1","0","0","30000"
"20194","アイアン ブーツ ","1","1","0","40000"
"20194","アイアン ブーツ ","1","2","0","50000"
"20194","アイアン ブーツ ","1","3","0","60000"
"20194","アイアン ブーツ ","1","4","0","70000"
"20194","アイアン ブーツ ","1","5","0","400000"
"20194","アイアン ブーツ ","1","6","0","900000"
"20194","アイアン ブーツ ","1","7","0","2500000"
"20194","アイアン ブーツ ","1","8","0","6000000"
"20194","アイアン ブーツ ","1","9","0","15000000"
"20194","アイアン ブーツ ","1","10","0","35000000"
"20201","ジェネラル ブーツ ","0","0","0","50000"
"20201","ジェネラル ブーツ ","0","1","0","60000"
"20201","ジェネラル ブーツ ","0","2","0","70000"
"20201","ジェネラル ブーツ ","0","3","0","80000"
"20201","ジェネラル ブーツ ","0","4","0","90000"
"20201","ジェネラル ブーツ ","0","5","0","100000"
"20201","ジェネラル ブーツ ","0","6","0","110000"
"20201","ジェネラル ブーツ ","0","7","0","500000"
"20201","ジェネラル ブーツ ","0","8","0","1100000"
"20201","ジェネラル ブーツ ","0","9","0","2500000"
"20201","ジェネラル ブーツ ","0","10","0","4500000"
"20201","ジェネラル ブーツ ","1","0","0","50000"
"20201","ジェネラル ブーツ ","1","1","0","60000"
"20201","ジェネラル ブーツ ","1","2","0","70000"
"20201","ジェネラル ブーツ ","1","3","0","80000"
"20201","ジェネラル ブーツ ","1","4","0","90000"
"20201","ジェネラル ブーツ ","1","5","0","100000"
"20201","ジェネラル ブーツ ","1","6","0","110000"
"20201","ジェネラル ブーツ ","1","7","0","500000"
"20201","ジェネラル ブーツ ","1","8","0","1100000"
"20201","ジェネラル ブーツ ","1","9","0","2500000"
"20201","ジェネラル ブーツ ","1","10","0","4500000"
"20204","ベレス ブーツ ","0","0","0","10000000"
"20204","ベレス ブーツ ","0","1","0","10000000"
"20204","ベレス ブーツ ","0","2","0","10000000"
"20204","ベレス ブーツ ","0","3","0","10000000"
"20204","ベレス ブーツ ","0","4","0","10000000"
"20204","ベレス ブーツ ","0","5","0","10000000"
"20204","ベレス ブーツ ","0","6","0","10000000"
"20204","ベレス ブーツ ","0","7","0","30000000"
"20204","ベレス ブーツ ","0","8","0","80000000"
"20204","ベレス ブーツ ","0","9","0","200000000"
"20204","ベレス ブーツ ","0","10","0","550000000"
"20204","ベレス ブーツ ","0","11","0","1200000000"
"20204","ベレス ブーツ ","1","0","0","10000000"
"20204","ベレス ブーツ ","1","1","0","10000000"
"20204","ベレス ブーツ ","1","2","0","10000000"
"20204","ベレス ブーツ ","1","3","0","10000000"
"20204","ベレス ブーツ ","1","4","0","10000000"
"20204","ベレス ブーツ ","1","5","0","10000000"
"20204","ベレス ブーツ ","1","6","0","10000000"
"20204","ベレス ブーツ ","1","7","0","30000000"
"20204","ベレス ブーツ ","1","8","0","80000000"
"20204","ベレス ブーツ ","1","9","0","200000000"
"20204","ベレス ブーツ ","1","10","0","550000000"
"20204","ベレス ブーツ ","1","11","0","1200000000"
"20208","ビショップ ブーツ ","0","0","0","50000"
"20208","ビショップ ブーツ ","0","1","0","60000"
"20208","ビショップ ブーツ ","0","2","0","70000"
"20208","ビショップ ブーツ ","0","3","0","80000"
"20208","ビショップ ブーツ ","0","4","0","90000"
"20208","ビショップ ブーツ ","0","5","0","100000"
"20208","ビショップ ブーツ ","0","6","0","110000"
"20208","ビショップ ブーツ ","0","7","0","500000"
"20208","ビショップ ブーツ ","0","8","0","1100000"
"20208","ビショップ ブーツ ","0","9","0","2500000"
"20208","ビショップ ブーツ ","0","10","0","4500000"
"20208","ビショップ ブーツ ","1","0","0","50000"
"20208","ビショップ ブーツ ","1","1","0","60000"
"20208","ビショップ ブーツ ","1","2","0","70000"
"20208","ビショップ ブーツ ","1","3","0","80000"
"20208","ビショップ ブーツ ","1","4","0","90000"
"20208","ビショップ ブーツ ","1","5","0","100000"
"20208","ビショップ ブーツ ","1","6","0","110000"
"20208","ビショップ ブーツ ","1","7","0","500000"
"20208","ビショップ ブーツ ","1","8","0","1100000"
"20208","ビショップ ブーツ ","1","9","0","2500000"
"20208","ビショップ ブーツ ","1","10","0","4500000"
"20216","堕落のブーツ ","0","0","0","10000000"
"20216","堕落のブーツ ","0","1","0","10000000"
"20216","堕落のブーツ ","0","2","0","10000000"
"20216","堕落のブーツ ","0","3","0","10000000"
"20216","堕落のブーツ ","0","4","0","10000000"
"20216","堕落のブーツ ","0","5","0","30000000"
"20216","堕落のブーツ ","0","6","0","70000000"
"20216","堕落のブーツ ","0","7","0","120000000"
"20216","堕落のブーツ ","0","8","0","350000000"
"20216","堕落のブーツ ","0","9","0","900000000"
"20216","堕落のブーツ ","0","10","0","170000000"
"20216","堕落のブーツ ","1","0","0","10000000"
"20216","堕落のブーツ ","1","1","0","10000000"
"20216","堕落のブーツ ","1","2","0","10000000"
"20216","堕落のブーツ ","1","3","0","10000000"
"20216","堕落のブーツ ","1","4","0","10000000"
"20216","堕落のブーツ ","1","5","0","30000000"
"20216","堕落のブーツ ","1","6","0","70000000"
"20216","堕落のブーツ ","1","7","0","120000000"
"20216","堕落のブーツ ","1","8","0","350000000"
"20216","堕落のブーツ ","1","9","0","900000000"
"20216","堕落のブーツ ","1","10","0","170000000"
"20218","ブラック エルダー サンダル ","0","0","0","1000000"
"20218","ブラック エルダー サンダル ","0","1","0","1000000"
"20218","ブラック エルダー サンダル ","0","2","0","1000000"
"20218","ブラック エルダー サンダル ","0","3","0","1000000"
"20218","ブラック エルダー サンダル ","0","4","0","1000000"
"20218","ブラック エルダー サンダル ","0","5","0","3000000"
"20218","ブラック エルダー サンダル ","0","6","0","7000000"
"20218","ブラック エルダー サンダル ","0","7","0","12000000"
"20218","ブラック エルダー サンダル ","0","8","0","35000000"
"20218","ブラック エルダー サンダル ","0","9","0","90000000"
"20218","ブラック エルダー サンダル ","0","10","0","17000000"
"20218","ブラック エルダー サンダル ","0","11","0","52000000"
"20218","ブラック エルダー サンダル ","1","0","0","1000000"
"20218","ブラック エルダー サンダル ","1","1","0","1000000"
"20218","ブラック エルダー サンダル ","1","2","0","1000000"
"20218","ブラック エルダー サンダル ","1","3","0","1000000"
