"id","location","count","npc_templateid","group_id","locx","locy","randomx","randomy","locx1","locy1","locx2","locy2","heading","min_respawn_delay","max_respawn_delay","mapid","respawn_screen","movement_distance","rest","near_spawn"
"3722","Harpy","0","45264","0","33377","32309","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"3723","Harpy","1","45264","0","33387","32373","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"3724","Harpy","0","45264","0","33359","32384","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"3725","Harpy","1","45264","0","33361","32415","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"3726","Harpy","0","45264","0","33314","32360","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"3727","Harpy","1","45264","0","33355","32357","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"3728","Harpy","0","45264","0","33366","32322","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"3729","Harpy","0","45264","0","32846","33041","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3730","Harpy","0","45264","0","32905","33103","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3731","Harpy","0","45264","0","32969","33115","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3732","Harpy","0","45264","0","33020","33187","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3733","Harpy","0","45264","0","33005","33229","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3734","Harpy","0","45264","0","32560","33266","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3735","Harpy","0","45264","0","32558","33323","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3736","Harpy","0","45264","0","32577","33342","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3737","Harpy","0","45264","0","32609","33327","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3749","Rubberbone Soldier","0","45247","0","32810","32754","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3750","Rubberbone Soldier","1","45247","0","32824","32763","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3751","Rubberbone Soldier","0","45247","0","32849","32753","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3752","Rubberbone Soldier","1","45247","0","32864","32742","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3753","Rubberbone Soldier","0","45247","0","32853","32762","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3754","Rubberbone Soldier","1","45247","0","32777","32750","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3755","Rubberbone Soldier","0","45247","0","32786","32733","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3756","Rubberbone Soldier","1","45247","0","32764","32767","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3757","Rubberbone Soldier","0","45247","0","32746","32749","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3758","Rubberbone Soldier","1","45247","0","32745","32736","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3759","Rubberbone Soldier","0","45247","0","32824","32767","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3760","Rubberbone Soldier","1","45247","0","32739","32760","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3761","Rubberbone Soldier","0","45247","0","32760","32804","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3762","Rubberbone Soldier","1","45247","0","32735","32860","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3763","Rubberbone Soldier","0","45247","0","32775","32829","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3764","Rubberbone Soldier","1","45247","0","32798","32829","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3765","Rubberbone Soldier","0","45247","0","32806","32835","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3766","Rubberbone Soldier","1","45247","0","32818","32818","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3767","Rubberbone Soldier","0","45247","0","32828","32826","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3768","Rubberbone Soldier","1","45247","0","32837","32831","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3769","Rubberbone Soldier","0","45247","0","32850","32842","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3770","Rubberbone Soldier","1","45247","0","32858","32835","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3771","Rubberbone Soldier","0","45247","0","32869","32795","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3772","Rubberbone Soldier","1","45247","0","32865","32815","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3773","Rubberbone Soldier","0","45247","0","32856","32806","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3774","Rubberbone Soldier","1","45247","0","32867","32798","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3775","Rubberbone Soldier","0","45247","0","32824","32795","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3776","Rubberbone Soldier","1","45247","0","32830","32774","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3777","Rubberbone Soldier","0","45247","0","32852","32729","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3778","Rubberbone Soldier","1","45247","0","32830","32758","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3779","Rubberbone Soldier","0","45247","0","32856","32749","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3780","Rubberbone Soldier","1","45247","0","32809","32767","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3781","Rubberbone Soldier","0","45247","0","32804","32765","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3782","Rubberbone Soldier","1","45247","0","32808","32765","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3783","Rubberbone Soldier","0","45247","0","32823","32798","2","2","0","0","0","0","0","60","120","443","0","0","0","0"
"3784","Rubberbone Soldier","0","45247","0","32653","33186","6","6","0","0","0","0","0","60","120","442","0","0","0","0"
"3785","Rubberbone Soldier","0","45247","0","32683","33175","6","6","0","0","0","0","0","60","120","442","0","0","0","0"
"3786","Rubberbone Soldier","1","45247","0","32856","32843","3","3","0","0","0","0","0","60","120","443","0","0","0","0"
"3787","Rubberbone Soldier","0","45247","0","32850","32833","3","3","0","0","0","0","0","60","120","443","0","0","0","0"
"3788","Rubberbone Soldier","1","45247","0","32840","32832","3","3","0","0","0","0","0","60","120","443","0","0","0","0"
"3789","Kiwi Parrot","1","45249","0","32382","33125","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3791","Kiwi Parrot","1","45249","0","32430","33137","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3793","Kiwi Parrot","1","45249","0","32473","33140","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3795","Kiwi Parrot","1","45249","0","32508","33164","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3797","Kiwi Parrot","1","45249","0","32475","33182","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3799","Kiwi Parrot","1","45249","0","32519","33178","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3801","Kiwi Parrot","1","45249","0","32546","33163","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3803","Kiwi Parrot","1","45249","0","32595","33148","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3805","Kiwi Parrot","1","45249","0","32629","33126","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3807","Kiwi Parrot","1","45249","0","32679","33109","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3809","Kiwi Parrot","1","45249","0","32639","33034","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3811","Kiwi Parrot","1","45249","0","32628","33002","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3813","Kiwi Parrot","1","45249","0","32626","32924","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3815","Kiwi Parrot","1","45249","0","32585","32915","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3817","Kiwi Parrot","1","45249","0","32521","32912","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3819","Kiwi Parrot","1","45249","0","32503","32937","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3821","Kiwi Parrot","1","45249","0","32469","32886","6","6","0","0","0","0","0","60","120","440","0","0","0","0"
"3823","Heavy Lizardman","1","45251","0","32857","32737","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3825","Heavy Lizardman","1","45251","0","32859","32749","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3827","Heavy Lizardman","1","45251","0","32857","32745","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3829","Heavy Lizardman","1","45251","0","32847","32751","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3831","Heavy Lizardman","1","45251","0","32790","32740","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3833","Heavy Lizardman","1","45251","0","32802","32753","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3835","Heavy Lizardman","1","45251","0","32764","32831","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3837","Heavy Lizardman","1","45251","0","32779","32839","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3839","Heavy Lizardman","1","45251","0","32839","32815","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3841","Heavy Lizardman","1","45251","0","32856","32853","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3843","Heavy Lizardman","1","45251","0","32851","32848","2","2","0","0","0","0","0","60","120","442","0","0","0","0"
"3893","Dragon Fly","1","45257","0","33632","32427","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3895","Dragon Fly","1","45257","0","33586","32395","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3897","Dragon Fly","1","45257","0","33536","32357","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3899","Dragon Fly","1","45257","0","33526","32308","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3901","Dragon Fly","1","45257","0","33540","32280","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3903","Dragon Fly","1","45257","0","33584","32330","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3905","Dragon Fly","1","45257","0","33576","32313","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3907","Dragon Fly","1","45257","0","33538","32246","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3909","Dragon Fly","1","45257","0","33606","32298","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3911","Dragon Fly","1","45257","0","33622","32229","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3913","Dragon Fly","1","45257","0","33646","32264","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3915","Dragon Fly","1","45257","0","33683","32254","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3917","Dragon Fly","1","45257","0","33720","32301","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3919","Dragon Fly","1","45257","0","33722","32245","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3921","Dragon Fly","1","45257","0","33758","32287","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3923","Dragon Fly","1","45257","0","33736","32313","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3925","Dragon Fly","1","45257","0","33738","32342","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3927","Dragon Fly","1","45257","0","33763","32348","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3929","Dragon Fly","1","45257","0","33753","32421","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3931","Dragon Fly","1","45257","0","33709","32419","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3933","Dragon Fly","1","45257","0","33620","32335","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3935","Dragon Fly","1","45257","0","33660","32391","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3937","Dragon Fly","1","45257","0","33657","32331","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"3939","Dragon Fly","1","45257","0","33672","32304","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4053","Bomb Flower","1","45263","0","33707","32409","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4054","Bomb Flower","1","45263","0","33751","32344","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4055","Bomb Flower","1","45263","0","33730","32299","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4056","Bomb Flower","1","45263","0","33719","32288","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4057","Bomb Flower","1","45263","0","33709","32341","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4058","Bomb Flower","1","45263","0","33658","32312","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4059","Bomb Flower","1","45263","0","33616","32341","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4061","Bomb Flower","1","45263","0","33656","32378","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4063","Bomb Flower","1","45263","0","33693","32372","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4065","Bomb Flower","1","45263","0","33624","32409","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4067","Bomb Flower","1","45263","0","33591","32408","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4068","Bomb Flower","1","45263","0","33583","32387","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4069","Bomb Flower","1","45263","0","33553","32410","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4071","Bomb Flower","1","45263","0","33548","32352","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4073","Bomb Flower","1","45263","0","33540","32295","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4074","Bomb Flower","1","45263","0","33554","32256","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4075","Bomb Flower","1","45263","0","33606","32266","6","6","0","0","0","0","0","60","120","4","0","100","0","0"
"4077","Dark Elf","1","45265","0","33426","32215","0","3","0","0","0","0","0","60","120","4","0","100","0","0"
"4078","Dark Elf","0","45265","0","33451","32236","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4079","Dark Elf","1","45265","0","33451","32212","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4080","Dark Elf","0","45265","0","33404","32211","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4081","Dark Elf","1","45265","0","33373","32217","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4082","Dark Elf","0","45265","0","33361","32215","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4083","Dark Elf","1","45265","0","33466","32416","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4084","Dark Elf","0","45265","0","33480","32430","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4085","Dark Elf","1","45265","0","33481","32453","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4086","Dark Elf","0","45265","0","33494","32466","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4087","Dark Elf","1","45265","0","33477","32486","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4088","Dark Elf","0","45265","0","33461","32487","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4089","Dark Elf","1","45265","0","33448","32469","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4090","Dark Elf","0","45265","0","33430","32470","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4091","Dark Elf","1","45265","0","33445","32494","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4092","Dark Elf","0","45265","0","33464","32505","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4093","Dark Elf","1","45265","0","33482","32498","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4094","Dark Elf","0","45265","0","33503","32510","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4095","Dark Elf","1","45265","0","33504","32476","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4096","Dark Elf","0","45265","0","33474","32395","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4097","Dark Elf","1","45265","0","33456","32455","5","5","0","0","0","0","0","60","120","4","0","100","0","0"
"4098","Dark Elf","0","45265","0","32568","32256","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4099","Dark Elf","1","45265","0","32567","32221","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4100","Dark Elf","0","45265","0","32614","32243","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4101","Dark Elf","1","45265","0","32649","32313","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4102","Dark Elf","0","45265","0","32509","32408","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4103","Dark Elf","1","45265","0","33319","33055","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4104","Dark Elf","0","45265","0","33320","33031","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4105","Dark Elf","1","45265","0","33335","33030","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4106","Dark Elf","0","45265","0","33344","33008","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4107","Dark Elf","1","45265","0","33363","33016","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4108","Dark Elf","0","45265","0","33369","33024","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4109","Dark Elf","0","45265","0","33380","33025","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4110","Dark Elf","0","45265","0","33385","33046","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4111","Dark Elf","0","45265","0","33397","33041","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4112","Dark Elf","0","45265","0","33417","33046","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4113","Dark Elf","0","45265","0","33416","33072","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4114","Dark Elf","0","45265","0","33409","33078","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4115","Dark Elf","0","45265","0","33383","33085","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4116","Dark Elf","0","45265","0","33376","33081","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4117","Dark Elf","0","45265","0","33366","33098","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4118","Dark Elf","0","45265","0","33333","33099","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4119","Dark Elf","0","45265","0","33328","33112","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4120","Dark Elf","0","45265","0","33376","33065","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4121","Dark Elf","0","45265","0","33405","33022","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4122","Dark Elf","0","45265","0","33299","33052","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4123","Dark Elf","0","45265","0","33286","33060","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4124","Dark Elf","0","45265","0","33323","33076","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4125","Dark Elf","0","45265","0","33358","33066","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4126","Dark Elf","0","45265","0","33364","33034","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4128","Black Elder","0","45545","0","33239","32450","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4130","Giant Skeleton Guard","1","7000090","0","33262","32452","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4132","Giant Skeleton Guard","1","7000090","0","33286","32460","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4134","Giant Skeleton Guard","1","7000090","0","33299","32461","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4136","Black Elder","1","45545","0","33324","32458","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4138","Giant Skeleton Guard","0","7000090","0","33324","32436","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4140","Skeleton Guard","1","45269","0","33319","32417","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4142","Giant Skeleton Guard","1","7000090","0","33294","32437","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4144","Black Elder","0","45545","0","33276","32431","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4146","Giant Skeleton Guard","1","7000090","0","33252","32419","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4148","Giant Skeleton Guard","1","7000090","0","33256","32395","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4150","Giant Skeleton Guard","1","7000090","0","33274","32390","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4152","Black Elder","0","45545","0","33290","32406","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4154","Skeleton Guard","1","45269","0","33312","32395","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4156","Skeleton Guard","1","45269","0","33320","32383","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4158","Skeleton Guard","1","45269","0","33298","32378","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4160","Black Elder","1","45545","0","33300","32362","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4162","Skeleton Guard","1","45269","0","33326","32364","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4164","Skeleton Guard","1","45269","0","33327","32350","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4166","Skeleton Guard","1","45269","0","33358","32355","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4168","Black Elder","1","45545","0","33370","32339","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4170","Skeleton Guard","1","45269","0","33365","32323","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4172","Skeleton Guard","1","45269","0","33386","32340","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4174","Skeleton Guard","1","45269","0","33334","32338","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4176","Black Elder","1","45545","0","33382","32315","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4178","Giant Skeleton Guard","1","7000090","0","33374","32297","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4180","Giant Skeleton Guard","1","7000090","0","33333","32315","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4182","Giant Skeleton Guard","1","7000090","0","33303","32318","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4184","Black Elder","1","45545","0","33340","32340","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4186","Skeleton Guard","1","45269","0","33349","32301","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4188","Giant Skeleton Guard","1","7000090","0","33349","32298","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4190","Giant Skeleton Guard","1","7000090","0","33393","32282","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4192","Black Elder","1","45545","0","33414","32278","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4194","Giant Skeleton Guard","1","7000090","0","33422","32298","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4196","Giant Skeleton Guard","1","7000090","0","33443","32334","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4198","Giant Skeleton Guard","1","7000090","0","33438","32325","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4200","Black Elder","1","45545","0","33438","32286","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4204","Skeleton Guard","1","45269","0","33423","32250","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4206","Giant Skeleton Guard","1","7000090","0","33403","32249","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4208","Giant Skeleton Guard","1","7000090","0","33399","32237","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4210","Black Elder","0","45545","0","33370","32246","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4212","Skeleton Guard","1","45269","0","33376","32262","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4214","Skeleton Guard","1","45269","0","33431","32364","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4216","Giant Skeleton Guard","0","7000090","0","33403","32334","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4218","Black Elder","1","45545","0","33413","32369","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4220","Skeleton Guard","1","45269","0","33391","32388","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4222","Giant Skeleton Guard","1","7000090","0","33404","32404","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4224","Giant Skeleton Guard","1","7000090","0","33385","32423","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4226","Black Elder","1","45545","0","33381","32441","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4228","Giant Skeleton Guard","1","7000090","0","33358","32439","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4230","Giant Skeleton Guard","0","7000090","0","33339","32433","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4232","Giant Skeleton Guard","1","7000090","0","33329","32428","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4234","Black Elder","1","45545","0","33311","32426","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4236","Giant Skeleton Guard","0","7000090","0","33229","32432","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4238","Giant Skeleton Guard","1","7000090","0","33257","32359","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4240","Giant Skeleton Guard","0","7000090","0","33270","32341","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4242","Black Elder","1","45545","0","33397","32367","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4244","Giant Skeleton Guard","1","7000090","0","33374","32369","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4246","Giant Skeleton Guard","0","7000090","0","33364","32385","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4248","Giant Skeleton Guard","0","7000090","0","33337","32386","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4250","Black Elder","1","45545","0","33331","32457","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4252","Giant Skeleton Guard","0","7000090","0","33351","32461","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4254","Giant Skeleton Guard","1","7000090","0","33367","32465","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4256","Giant Skeleton Guard","0","7000090","0","33384","32470","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4258","Black Elder","0","45545","0","33394","32483","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4260","Giant Skeleton Marksman","1","7000089","0","33251","32449","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4262","Giant Skeleton Marksman","0","7000089","0","33274","32454","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4264","Giant Skeleton Marksman","1","7000089","0","33292","32464","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4266","Black Elder","0","45545","0","33310","32456","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4268","Giant Skeleton Marksman","1","7000089","0","33335","32453","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4270","Giant Skeleton Marksman","1","7000089","0","33316","32428","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4272","Giant Skeleton Marksman","1","7000089","0","33299","32431","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4274","Black Elder","0","45545","0","33288","32425","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4276","Giant Skeleton Marksman","0","7000089","0","33265","32426","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4278","Giant Skeleton Marksman","1","7000089","0","33259","32404","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4280","Giant Skeleton Marksman","1","7000089","0","33263","32387","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"4282","Black Elder","1","45545","0","33282","32398","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
