"item_id","name","type","acctype","grade","material","weight","invgfx","grdgfx","itemdesc_id","ac","safenchant","use_royal","use_knight","use_mage","use_elf","use_darkelf","use_dragonknight","use_blackwizard","use_warrior","add_str","add_con","add_dex","add_int","add_wis","add_cha","add_hp","add_mp","add_hpr","add_mpr","add_sp","min_lvl","max_lvl","m_def","haste_item","damage_reduction","weight_reduction","hit_rate","dmg_rate","bow_hit_rate","bow_dmg_rate","bless","trade","cant_delete","max_use_time","defense_water","defense_wind","defense_fire","defense_earth","regist_stun","regist_stone","regist_sleep","regist_freeze","regist_sustain","regist_blind","regist_DESPERADO","PVPcalcPcDefense","PVPweaponTotalDamage","MainId","MainId2","MainId3","Set_Id","Magic_name","ignore_reduction_by_armor"
"20192","Leather Boots","boots","0","-1","leather","10000","461","25","0","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20193","Leather Sandals","boots","0","-1","leather","8000","452","25","0","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20194","Iron Boots","boots","0","-1","iron","50000","509","25","0","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20091","0","0","40",,"0"
"20195","Shadow Boots","boots","0","-1","leather","10000","1044","2872","829","-2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","50","0","4","0","0","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20196","Dark Forester Boots","boots","0","-1","leather","10000","1489","3711","1179","-2","4","0","1","0","1","1","1","1","1","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20197","Demon Boots","boots","0","-1","iron","15000","702","25","554","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20099","0","0","1",,"0"
"20198","Death Knight Boots","boots","0","-1","iron","15000","701","15241","0","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20100","0","0","2",,"0"
"20199","Rastabud Boots","boots","0","-1","leather","10000","1325","3430","1089","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20200","Beast King's Boots","boots","0","-1","leather","30000","1910","4971","0","-4","6","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20109","0","0","43",,"0"
"20201","General Boots","boots","0","-1","steel","54000","1899","4960","1761","-2","6","1","1","0","0","1","1","0","1","0","0","0","0","0","0","20","0","0","0","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20202","Barranca Boots","boots","0","-1","leather","10000","1525","3804","1165","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20203","Anti-King Boots","boots","0","-1","iron","12000","961","25","0","-3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20118","0","0","3",,"0"
"20204","Byleth Boots","boots","0","-1","glass","10000","1258","3254","1001","-2","6","0","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20205","boots","boots","0","-1","leather","15000","435","25","128","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20206","Initiate's Boots","boots","0","-1","leather","50000","447","25","1332","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20207","Water Boots","boots","0","-1","leather","15000","704","25","0","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20208","Bishop Boots","boots","0","-1","leather","18000","1906","4967","0","-2","6","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","10","0","0","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20209","Yahi Boots","boots","0","-1","bone","1000","2004","5054","1719","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20131","0","0","42",,"0"
"20210","dark boots","boots","0","-1","cloth","15000","1093","2936","873","-2","6","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20211","Ice Queen Sandals","boots","0","-1","glass","10000","5134","25","986","-3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20212","Studded leather sandals","boots","0","-1","leather","10000","447","25","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20148","0","0","36",,"0"
"20213","Low Boots","boots","0","-1","leather","10000","65","25","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20214","Kurtz boots","boots","0","-1","iron","15000","1247","3317","1009","-3","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20150","0","0","4",,"0"
"20215","Kerenis's Boots","boots","0","-1","iron","15000","964","25","0","-2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20151","0","0","5",,"0"
"20216","Boots of Corruption","boots","0","-1","leather","10000","1669","4270","1382","-2","4","1","0","0","1","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20217","Pirate Boots","boots","0","-1","leather","15000","1766","4344","1488","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20155","0","0","41",,"0"
"20218","Black Elder Sandals","boots","0","-1","leather","10000","1230","3298","979","-3","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20219","Leather Shield","shield","0","-1","leather","25000","449","23","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20090","0","0","33",,"0"
"20220","Iron Shield","shield","0","-1","iron","140000","508","23","0","-3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20091","0","0","40",,"0"
"20221","Bone Shield","shield","0","-1","bone","30000","457","23","0","-3","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20124","0","0","37",,"0"
"20222","Wooden Shield","shield","0","-1","wood","30000","97","23","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20223","Dowavish Round Shield","shield","0","-1","iron","100000","95","50","0","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20224","Rastabud Round Shield","shield","0","-1","iron","50000","1331","3425","1090","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20225","7 mana crystals","shield","0","-1","glass","50000","1017","15337","788","-2","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","100","0","0","0","50","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20226","Magic Book","shield","0","-1","paper","20000","906","23","0","-2","4","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20227","Medusa Shield","shield","0","-1","silver","80000","979","23","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20228","General Shield","shield","0","-1","steel","45000","1900","4961","0","-3","6","1","1","0","0","0","1","0","0","0","0","0","0","0","0","10","0","4","0","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20229","Reflection Shield","shield","0","-1","silver","50000","137","23","119","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20230","Red Knight Shield","shield","0","-1","silver","50000","954","23","666","-2","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20231","Tower Shield","shield","0","-1","iron","120000","177","359","155","-3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20232","Initiate's Shield","shield","0","-1","leather","50000","450","23","1334","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20233","Bishop's Book","shield","0","-1","paper","27000","1907","4968","0","-3","6","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","50","0","3","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20234","Shield of Faith","shield","0","-1","iron","50000","1874","23","1811","-3","6","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20235","Eva Shield","shield","0","-1","silver","50000","1203","3174","0","-3","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","20","0","0","0","0","40","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20236","Elven Shield","shield","0","-1","silver","50000","1202","3173","114","-2","6","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20237","Orcish Shield","shield","0","-1","iron","50000","114","23","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20135","0","0","34",,"0"
"20238","Silver Knight Shield","shield","0","-1","silver","100000","332","996","289","-2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20239","Small Shield","shield","0","-1","wood","30000","97","23","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20240","Death Shield","shield","0","-1","bone","20000","1973","5030","1714","-1","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20241","Studded Leather Shield","shield","0","-1","leather","35000","450","23","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20148","0","0","36",,"0"
"20242","Large Shield","shield","0","-1","iron","100000","61","23","0","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20243","Valley Sign","amulet","8","2","gemstone","5000","665","8","0","0","-1","0","1","0","1","1","0","1","1","0","0","0","0","0","0","5","5","0","0","0","5","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20244","Minor Amulet of Charm","amulet","0","-1","gemstone","5000","642","8","311","0","0","1","1","1","1","1","1","1","1","0","0","0","-2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20245","Minor Amulet of Agility","amulet","0","-1","gemstone","5000","638","8","307","0","0","1","1","1","1","1","1","1","1","0","-2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20246","Minor Amulet of Strength","amulet","0","-1","gemstone","5000","637","8","306","0","0","1","1","1","1","1","1","1","1","1","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20247","Minor Amulet of Intelligence","amulet","0","-1","gemstone","5000","640","8","309","0","0","1","1","1","1","1","1","1","1","0","0","0","1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20248","Minor Amulet of the Mind","amulet","0","-1","gemstone","5000","641","8","310","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20249","Minor Amulet of Stamina","amulet","0","-1","gemstone","5000","639","8","308","0","0","1","1","1","1","1","1","1","1","-2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20250","Doppelganger Amulet","amulet","8","0","gemstone","5000","1254","3303","991","-3","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20251","Duperguenon Amulet","amulet","0","-1","mithril","5000","304","8","282","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20252","Lyre Amulet","amulet","8","0","gemstone","5000","1517","3792","1167","0","0","0","0","1","0","0","0","1","0","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20253","Demon King's Amulet","amulet","8","0","gold","5000","1913","4974","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","15","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20254","Amulet of Charm","amulet","8","1","gemstone","5000","1192","3163","311","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20255","Ring of the Underworld King","amulet","8","0","gold","5000","1912","4973","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20256","Amulet of Agility","amulet","8","1","gemstone","5000","1188","3159","307","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20257","Black Wizard Amulet","amulet","8","1","gemstone","5000","1485","3707","1175","0","0","0","0","1","0","0","0","1","0","0","-1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20258","Beast Summoner Amulet","amulet","8","1","gemstone","5000","1521","3796","1171","0","0","0","0","1","0","0","0","1","0","0","0","0","0","-1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20259","Island Mark","amulet","8","2","gemstone","5000","665","8","0","0","-1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","5","5","0","0","0","5","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20260","Iris Amulet","amulet","8","0","gemstone","5000","1165","3130","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20261","Yahi Amulet","amulet","8","0","bone","1000","2002","5053","1722","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20131","0","0","42",,"0"
"20262","Nutritious Amulet","amulet","8","0","gold","5000","1613","8","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20262","0","0","149",,"0"
"20263","Orc Warrior Amulet","amulet","8","2","gemstone","5000","1193","3164","314","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","0","0","0","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20264","Amulet of Strength","amulet","8","1","gemstone","5000","1187","3158","306","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20265","Seal of Harmony","amulet","8","2","gemstone","5000","1547","3976","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20266","Amulet of Intelligence","amulet","8","1","gemstone","5000","1190","3161","309","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20267","Amulet of the Spirit","amulet","8","1","gemstone","5000","1191","3162","310","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20268","Amulet of Stamina","amulet","8","1","gemstone","5000","1189","3160","308","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20269","Bone Amulet","amulet","8","1","bone","1000","1769","4347","1491","-2","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20270","Saiha's Amulet","amulet","0","-1","mithril","5000","304","8","282","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20271","Shining Saiha Necklace","amulet","8","1","gemstone","5000","2806","8","0","-2","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","40","20","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0",,"0"
"20272","Famous bow ring","ring","9","1","gold","1000","2178","21","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","450","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20273","Horsepower Gloves","glove","0","0","leather","18000","6560","6359","15498","-1","4","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","25","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20274","Shining Magical Gloves","glove","0","-1","leather","18000","6562","6359","15499","0","4","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","300","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20277","Doppelganger Light Ring","ring","9","1","wood","3000","1253","3302","990","-2","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20278","Doppelganger Left Ring","ring","9","1","wood","3000","1252","3301","989","-2","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20279","Liar Ring","ring","9","0","gemstone","1000","1518","15340","1168","-5","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0",,"0"
"20280","Magic Protection Ring","ring","9","1","gold","3000","626","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20281","Transformation Control Ring","ring","9","1","gold","3000","1195","3166","65","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20282","Initiate's Silver Ring","ring","9","2","gemstone","1000","1029","21","1335","-1","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20283","Initiate's Cloak","cloak","0","-1","cloth","10000","69","3822","0","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20284","Summon Control Ring","ring","9","0","gold","3000","2819","21","658","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20285","Water Ring","ring","9","1","gold","3000","629","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20286","Guardian's Ring","ring","9","2","gemstone","1000","1344","3460","1113","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"20287","Guardian Ring","ring","9","1","gold","3000","905","21","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","30","20","0","0","0","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
