"item_id","name"
"232359","Agile Text (Recovery)"
"232360","Knowledge Text (Recovery)"
"232361","Recovery Text (Growth)"
"321515","Initiate's Sturdy Gaiters"
"425106","Stun-resistant T-shirt"
"490000","Strength T-shirt"
"490001","Agility T-shirt"
"490002","Attractive T-shirt"
"490003","Intelligence T-shirt"
"490004","Life T-shirt"
"490005","Magic T-shirt"
"490006","Stun-resistant T-shirt"
"490007","Hold-resistant T-shirt"
"490008","Magic Resistance T-Shirt"
"900006","Relic of the Great One"
"900007","Chronos' Belt"
"900008","Necklace of Fear"
"900010","GM Transformation Ring"
"900011","Ancient Rock Gaiters"
"900012","Ancient Stone Boots"
"900013","Ancient Rock Cloak"
"900014","Ancient Rock Globe"
"900015","Ancient Demon Gaiters"
"900016","Ancient Demon Gloves"
"900017","Ancient Demon's Cloak"
"900018","Ancient Demon Boots"
"900019","Sylph T-shirt"
"900020","Growth essay"
"900021","Recovery Text"
"900022","Ancient Protection"
"900023","Earth Dragon T-shirt"
"900024","Fire Dragon T-shirt"
"900025","Wind Dragon T-shirt"
"900026","Water Dragon T-shirt"
"900027","Unicorn Agility Gaiters"
"900028","Unicorn Strength Gaiters"
"900029","Unicorn Knowledge Gaiters"
"900030","Physical Fitness Gaiters"
"900031","Blessed Star Magic Gaiters"
"900032","Kurtz's projection screen"
"900033","Kurt's Master Archer's Badge"
"900034","Kurt's Sage Badge"
"900035","Kurtz's Guardian Insignia"
"900036","Knight's Pauldrons"
"900037","Hunter's Pauldrons"
"900038","Prophet's Pauldrons"
"900039","Succubus Contract"
"900040","Succubus Queen's Contract"
"740","Magic Doll: Scarecrow"
"741","Magic Doll: Lava Golem"
"742","Magic Doll: Dia Golem"
"743","Magic Doll: Nightvald"
"744","Magic Doll: Sheer"
"745","Magic Doll: Demon"
"746","Magic Doll: Death Knight"
"750","Magic Doll: Snowball Fight Fairy"
"751","Magic Doll: Mommy Road"
"752","Magic Doll: Depravity"
"5548","Magic Scroll"
"5558","Protection from the Summit"
"5559","Dark Spirit Crystal (Armor Break)"
"5560","Magic Book (Brave Avatar)"
"5564","Scarecrow robot"
"5565","Virtual Robot"
"5984","Gift Box (Womb Solo)"
"5985","Gift Box (Solo Dignity)"
"5986","Gift Box (Invincible Solo Squad)"
"5987","Gift Box (Solo Heaven Couple Hell)"
"5988","Abyss Point Potion"
"5989","Clan EXP Potion"
"7010","Blessed Order (Probability)"
"7011","Blessed Order 100%"
"7020","Crafting Village Teleport Scroll"
"7021","Opening commemorative event box (issued every 60 minutes)"
"7022","Four Nose Totem"
"7023","Bag of gold coins"
"7024","Raise Hyormak"
"7241","Dragon Topaz"
"7643","Blessed Integer"
"8000","Jindeth Knight Transformation Scroll"
"8001","Lance Master Transformation Scroll"
"8002","Kuwata Death Knight Transformation Scroll"
"8003","Ranker Transformation Scroll"
"8023","Enhanced Dragon Relic Bag (Strength)"
"8024","Enhanced Dragon Relic Bag (Agility)"
"8025","Enhanced Dragon Relic Bag (Knowledge)"
"9989","Pain of the Abyss"
"9990","Abyss Hallucination"
"9991","Bullfrog Fishing Rod"
"9992","bullfrog"
"9993","Broken fishing rod"
"9994","A gift of gratitude at the ferry terminal"
"9995","Thank you candy at the ferry"
"30004","Sealed +7 Mana Baselard"
"30005","Sealed +7 Raging Wind"
"30006","Sealed +7 Destruction"
"30007","Sealed +7 Angel Staff"
"30008","Sealed +7 Freezing Lancer"
"30009","Sealed +7 Lightning Edge"
"30010","Sealed +7 Angel Slayer"
"30011","Sealed +8 Mana Baselard"
"30012","Sealed +8 Raging Wind"
"30013","Sealed +8 Destruction"
"30014","Sealed +8 Angel Staff"
"30015","Sealed +8 Freezing Lancer"
"30016","Sealed +8 Lightning Edge"
"30017","Sealed +8 Angel Slayer"
"30018","Sealed +7 Destruction Claw"
"30019","Sealed +7 Dual Blade of Destruction"
"30020","Sealed +8 Destruction Claw"
"30021","Sealed +8 Dual Blade of Destruction"
"30022","Magic Doll: Bullleg"
"30023","Magic Doll: Ledegu"
"30024","Magic Doll: Elreg"
"30025","Magic Doll: Greg"
"30026","Pixie's Magic Doll Box"
"30027","Trainee Armor Enhancement Scroll"
"30028","Trainee's Weapon Enhancement Scroll"
"30029","Monster Claws"
"30030","Monster Teeth"
"30031","Rusty Helm"
"30032","Rusty Glove"
"30033","Rusty High Boots"
"30034","Teacher's gift bag"
"30035","Teacher's gift bag"
"30036","Teacher's gift bag"
"30037","Teacher's gift bag"
"30038","Teacher's gift bag"
"30039","Teacher's gift bag"
"30040","Teacher's gift bag"
"30041","Proof of Defeat"
"30042","Variant Dragon Bone"
"30043","Extermination Squad Member's Bag"
"30044","Glowing ball"
"30045","Dragon Bone Collector's Sack"
"30046","Shining ball"
"30047","Strength Lunch Basket"
"30048","Agile Lunch Basket"
"30049","Intellectual Lunch Basket"
"30050","Growing Lunch Basket"
"30051","Powerful Wagyu steak"
"30052","Quick salmon stew"
"30053","Clever Turkey Roast"
"30054","Training Chicken Soup"
"30055","Flame Wand"
"30056","Mystical Recovery Potion"
"30057","Chibikko (Blue) Transformation Mace"
"30058","Chibikko (Yellow) Transformation Mace"
"30059","Chibikko (pink) Transformation Mace"
"30060","Pixie's Transformation Wand"
"30061","Traces of the Escaped Dragon"
"30062","Dragon's Tears"
"30063","Dragon Stone"
"30064","Warrior's Box"
"30065","Proof of Warrior Equipment Support"
"30066","Proof of Warrior's Potion Support"
"30067","Warrior's Speed ​​Potion"
"30068","Warrior's Weapon Enhancement Scroll"
"30069","Warrior Armor Enhancement Scroll"
"30070","Aden Kingdom Equipment Supply Confirmation"
"30071","Aden Kingdom Equipment Supply"
"30072","Dragon Relic Bag"
"30073","Initiate's Brave Potion"
"30074","Initiate's Resurrection Scroll"
"30075","Initiate's Evil Blood"
"30076","Trainee Elven Waffle"
"30077","Trainee's Yggdra Fruit"
"30078","Trainee's Spirit Orb"
"30079","Initiate's Magic Stone"
"30080","Initiate's Dark Stone"
"30081","Initiate's Marked Bone Piece"
"30082","Initiate's Attribute Stone"
"30083","Trainee's Magical Power Recovery Potion"
"30084","Initiate's Cyan Potion"
"30085","Initiate's Herb"
"30086","Initiate's Blood Pact Return Scroll"
"30087","Apprentice's Whetstone"
"30088","Initiate's Arrow"
"30089","Initiate's Wisdom Potion"
"30090","Sealed +4 Trainee's Solid Helm"
"30091","Sealed +4 Trainee's Solid Armor"
"30092","Sealed +4 Trainee's Solid Cloak"
"30093","Sealed +4 Trainee's Solid Gloves"
"30094","Sealed +4 Trainee's Solid Boots"
"30095","Sealed +4 Initiate's Solid Shield"
"30096","Sealed +4 Divine Initiate Helm"
"30097","Sealed +4 Divine Initiate Robe"
"30098","Sealed +4 Divine Mantle of the Initiate"
"30099","Sealed +4 Divine Trainee's Gloves"
"30100","Sealed +4 Divine Trainee's Boots"
"30101","Sealed +4 Divine Shield of the Initiate"
"30102","El Shabet Egg"
"30103","Sandworm Sandbag"
"30104","Koma's Blessing Coin"
"30105","Heavenly Experience Potion"
"30106","Hidden Valley Village Return Amulet"
"30107","Pure White Tea Seal: MR/STR"
"30108","Pure White Tea Seal: MR/DEX"
"30109","Pure White Tea Seal: MR/INT"
"30110","Pure white tea seal: STUN/STR"
"30111","Pure White Tea Seal: STUN/DEX"
"30112","Pure White Tea Seal: STUN/INT"
"30113","Pure White Tea Seal: HOLD/STR"
"30114","Pure White Tea Seal: HOLD/DEX"
"30115","Pure White Tea Seal: HOLD/INT"
"30116","Natural soap: Pure white tea"
"30117","Sealed Frigid Chainsword"
"30118","Sealed Cold Keylink"
"30119","Sealed +7 Resonance Keylink"
"30120","Sealed +8 Resonance Keylink"
"30121","Beginner's Guidebook"
"30122","Sealed +7 Welcome Chainsword"
"30123","Sealed +8 Welcome Chainsword"
"30124","shellfish"
"30125","Giltas's Evil Thoughts"
"30126","Training Examiner Gift Box"
"30127","Level 52 Quest Item Box"
"30128","Sealed Crossbow"
"30129","Sealed Crossbow"
"30130","Sealed Crossbow"
"30131","Broken Ring of Fire"
"30132","Broken Wave Ring"
"30133","Broken Earthquake Ring"
"30134","Broken Storm Ring"
"30135","LV10 Fairy Celebration Gift"
"30136","LV15 Fairy Celebration Gift"
"30137","LV20 Fairy Celebration Gift"
"30138","LV25 Fairy Celebration Gift"
"30139","LV30 Fairy Celebration Gift"
"30140","LV35 Fairy Celebration Gift"
"30141","LV40 Fairy Celebration Gift"
"30142","LV45 Fairy Celebration Gift"
"30143","LV50 Fairy Celebration Gift"
"30144","LV52 Fairy Celebration Gift"
"30145","Arnold's de-magical gloves"
"30146","Arnold's Weapon Enhancement Scroll"
"30147","Arnold's Armor Enhancement Scroll"
"30148","Arnold's Weapon Box"
"30149","Arnold's Glove Box"
"30150","Training start ticket"
"30151","Training completion certificate"
"30152","Earth Dragon's Shining Rune Stone"
"30153","Water Dragon's Shining Rune Stone"
"30154","Wind Dragon's Shining Rune Stone"
"30155","Fire Dragon's Shining Rune Stone"
"31000","A giant queen with golden wings who has lost her energy"
"31001","Giant Silver Wing Queen who lost her energy"
"31002","Lost Extreme Chainsword"
"31003","A ring of enervated spirit"
"31004","A deflated Technical Book (Counter Barrier)"
"31005","The two-handed sword of the dejected Nightvald"
"31006","Keylink with a cold and lost vitality"
"31007","Demon Staff that has lost its vitality"
"31008","Depleted Death Knight Armor"
"31009","Depraved Death Knight Boots"
"31010","Death Knight's Flame Blade, depleted"
"31011","Depraved Death Knight Gloves"
"31012","A Death Knight throws a ball, losing his energy."
"31013","Depraved Doppelganger Boss Necklace"
"31014","The right ring of a doppelganger boss who has lost his vitality"
"31015","The left ring of the dejected Doppelganger Boss"
"31016","Depleted Stone Gloves"
"31017","Lost Lyre's Ring"
"31018","Lost Rondo Dual Blade"
"31019","Rich Robe, who lost his energy"
"31020","Mana Staff that has lost its aura"
"31021","Lost Magic Defense Gaiters"
"31022","Disintegrate Magic Book"
"31023","Lost Magic Book (Meteor Strike)"
"31024","The Demon King's Ring that has lost its vitality"
"31025","A dejected Mummy Roadclown"
"31026","Melchior's Hat, Lost in Spirit"
"31027","The sapped agile ring"
"31028","Baphomet Staff with Lost Aura"
"31029","Dejected Rebel Shield"
"31030","Balthazar's hat, dejected"
"31031","Depraved Vampire Cloak"
"31032","Lost Energy: Sealed Tower of Arrogance, 10th Floor Teleport Amulet"
"31033","Lost Energy: Sealed Tower of Arrogance, 1st Floor, Teleport Amulet"
"31034","Lost Energy: Sealed Tower of Arrogance, 2nd Floor Teleport Amulet"
"31035","Lost Energy Sealed Tower of Arrogance 3rd Floor Teleport Amulet"
"31036","Lost Energy: Sealed Tower of Arrogance, 4th Floor Teleport Amulet"
"31037","Lost Energy Sealed Tower of Arrogance 5th Floor Teleport Amulet"
"31038","Lost Energy Sealed Tower of Arrogance 6th Floor Teleport Amulet"
"31039","Lost Sealed Tower of Arrogance, 7th Floor Teleport Amulet"
"31040","Lost Energy Sealed Tower of Arrogance 8th Floor Teleport Amulet"
"31041","Lost Energy Sealed Tower of Arrogance 9th Floor Teleport Amulet"
"31042","Lost Bloodsucker"
"31043","Shining Saiha Necklace that has lost its vitality"
"31044","A shining, lifeless Psychic ring"
"31045","Sema's hat that has lost its vitality"
"31046","Sema's Ring, which has lost its vitality"
"31047","The mind's eye of words that have lost their vitality"
"31048","Lost Sylph T-shirt"
"31049","Ice Queen staff who lost their energy"
"31050","Lost Ancient Giant's Ring"
"31051","Lost Orichalcum Dagger"
"31052","A dispirited clipboard necklace"
"31053","Ring of Depleted Strength"
"31054","Debilitated Dragon Heart"
"31055","The silver cloak that lost its vitality"
"31056","Desperado, the loser of his energy"
"31057","Titan Lock"
"31058","Pull of the Lost Warrior (Titan Magic)"
"31059","Lost Warrior Pull (Titan Wavelet)"
"31060","Lost Spirit Crystal (Soul of Flame)"
"31061","Spirit Crystal of the Lost Spirit (Strike Gale)"
"31062","Lost Spirit Crystal (Earthbind)"
"31063","Lost Spirit Crystal (Poleroot Water)"
"31064","Zenith Ring that has lost its vitality"
"31065","Depleted Ring of Knowledge"
"31066","The manager's pitching was lackluster"
"31067","Caspar's hat, which has lost its vitality"
"31068","Kurtz's armor, devoid of vitality"
"31069","Kurtz's sword, depleted"
"31070","Kurt's boots are dejected"
"31071","Kurtz's Gloves Lost Their Spirit"
"31072","Kurtzhelm loses his nerve"
"31073","Chronos' Belt, which has lost its vitality"
"31074","Depraved Boots"
"31075","Lost Gloves of Corruption"
"31076","Depraved Titan's Belt"
"31077","The Lost Invisibility Cloak"
"31078","Lost Projection Necklace"
"31079","Depleted Longbow of Destruction"
"31080","Lost Sage's Necklace"
"31081","Chaotic pitching that lost its energy"
"31082","Depleted Black Elder Robe"
"31083","Debilitated Black Elder Sandals"
"31084","Depleted Dark Spirit Crystal (Armor Break)"
"31085","A wand of power that has lost its aura"
"31086","Leaf of Life"
"31087","Catalyst Extraction Pocket"
"31088","Signs of unicorn growth"
"31089","unicorn gift"
"31090","Thousand-Year Forbidden Treasure Chest"
"31091","Abyss Treasure Chest"
"31092","Azmodan Treasure Chest"
"31093","Ancient Weapon Chest"
"31094","Ancient Armor Chest"
"31095","sacred necklace engraving"
"31096","Reincarnation Gem"
"31097","Reincarnation Gem Bag"
"40001","lamp"
"40002","lanthanum"
"40003","Lantern Oil"
"40004","Magic Lantern"
"40005","candles"
"40006","Otherworldly Call Lightning Wand"
"40007","Cole Lightning Wand"
"40008","Transformation Bar"
"40009","Banishing Wand"
"40010","Red Potion"
"40011","Orange Potion"
"40012","Clear Potion"
"40013","Haste Potion"
"40014","Brave Potion"
"40015","Magical Power Recovery Potion"
"40016","Wisdom Potion"
"40017","Cyan Potion"
"40018","Enhanced Haste Potion"
"40019","Concentrated Stamina Potion"
"40020","Concentrated high-grade stamina recovery agent"
"40021","Concentrated Powerful Stamina Recovery Agent"
"40022","Rapid Stamina Recovery Potion"
"40023","Rapid, high-grade stamina recovery potion"
"40024","Rapid and powerful stamina recovery agent"
"40025","Blinding Potion"
"40026","banana juice"
"40027","orange juice"
"40028","apple juice"
"40029","Trainee's Stamina Potion"
"40030","Trainee Enhancement Speed ​​Potion"
"40031","Evil Blood"
"40032","Eva's Blessing"
"40033","Elixir [STR]"
"40034","Elixir [CON]"
"40035","Elixir [DEX]"
"40036","Elixir [INT]"
"40037","Elixir [WIS]"
"40038","Elixir [CHA]"
"40039","wine"
"40040","whiskey"
"40041","Mermaid Scales"
"40042","Spirit Potion"
"40043","Rabbit liver"
"40044","Diamond"
"40045","Ruby"
"40046","sapphire"
"40047","Emerald"
"40048","Luxury Diamonds"
"40049","High-quality ruby"
"40050","High-quality sapphire"
"40051","Luxury Emerald"
"40052","Top quality diamonds"
"40053","Top quality ruby"
"40054","Top quality sapphire"
"40055","Top quality emerald"
"40056","meat"
"40057","Floating Eye Meat"
"40058","golden brown bread"
"40059","Egg"
"40060","Carrot"
"40061","lemon"
"40062","banana"
"40063","Valentine's Day Chocolates"
"40064","apple"
"40065","candy"
"40066","rice cakes"
"40067","Mugwort rice cake"
"40068","Elven Waffle"
"40069","orange"
"40070","Seed of Evolution"
"40071","Charred bread"
"40072","pancakes"
"40073","Chocolate types"
"40074","Armor Enhancement Scroll"
"40075","Armor Destruction Scroll"
"40076","Ancient Scroll"
"40077","Ancient Weapon Annuity Scroll"
"40078","Ancient Mantra Scroll"
"40079","Return Scroll"
"40080","Gludin Village Return Scroll"
"40081","Giran Return Scroll"
"40082","Singing Island Return Scroll"
"40083","Resistance Village Return Scroll"
"40084","Diad Teleport Scroll"
"40085","Talking Island Village Return Scroll"
"40086","Mass Teleport Scroll"
"40087","Weapon Enhancement Scroll"
"40088","Transformation Scroll"
"40089","Resurrection Scroll"
"40090","Blank Scroll (Lv1)"
"40091","Blank Scroll (Lv2)"
"40092","Blank Scroll (Lv3)"
"40093","Blank Scroll (Lv4)"
"40094","Blank Scroll (Lv5)"
"40095","Scroll of the Initiate's Return"
"40096","Trainee Transformation Scroll"
"40097","Initiate's Scroll of Dispelling"
"40098","Trainee Confirmation Scroll"
"40099","Initiate's Teleport Scroll"
"40100","Teleport Scroll"
"40101","Hidden Valley Return Scroll"
"40102","Aden's Return Scroll"
"40103","Ivory Tower Village Return Scroll"
"40114","Elven Forest Return Scroll"
"40115","Woodbeck Return Scroll"
"40116","Well Done Return Scroll"
"40117","Silver Night Town Return Scroll"
"40118","Hermit Village"
"40119","Scroll of Dispelling"
"40120","Resistance Village"
"40121","Cave of Silence Return Scroll"
"40122","Kent Return Scroll"
"40123","Heine Return Scroll"
"40124","Blood Pact Return Scroll"
"40125","Hidamura Return Scroll"
"40126","Confirmation Scroll"
"40127","Illusion Armor Strengthening Scroll"
"40128","Illusion Weapon Enhancement Scroll"
"40129","Ancient Armor Magic Scroll"
"40130","Calvus' Scroll"
"40131","Ganji Totem"
"40132","Nerga Totem"
"40133","Duda-Mara Totem"
"40134","Donkey Totem"
"40135","Atuba Totem"
"40136","Three consecutive fireworks"
"40137","6 consecutive fireworks"
"40138","High-quality 6-shot fireworks"
"40139","Blue 2-stage fireworks"
"40140","Blue Spark"
"40141","Blue Fireworks"
"40142","Blue Heart Fireworks"
"40143","Red 2-stage fireworks"
"40144","Red Spark"
"40145","Red Fireworks"
"40146","Red Heart Fireworks"
"40147","Green 2-stage circular fireworks"
"40148","Green 2-stage fireworks"
"40149","Green Snowflake Fireworks"
"40150","Green Spark"
"40151","Green circular fireworks"
"40152","Green Fireworks"
"40153","Green Heart Fireworks"
"40154","Christmas Fireworks"
"40155","Yellow 2-stage circular fireworks"
"40156","Yellow 2-stage fireworks"
"40157","Yellow Snowflake Fireworks"
"40158","Yellow Spark"
"40159","Yellow circular fireworks"
"40160","Yellow Fireworks"
"40161","Yellow Heart Fireworks"
"40162","Golem's Heart"
"40163","Golden Key"
"40164","Technical Book (Shock Stun)"
"40165","Technical Book (Reduction Armor)"
"40166","Technical Book (Bounce Attack)"
"40167","Old wineskin"
"40168","Old silk bag"
"40169","Drake's Heart"
"40170","Magic Book (Fireball)"
"40171","Magic Book (Physical Enchantment: DEX)"
"40172","Magic Book (Weapon Break)"
"40173","Magic Book (Vampiric Touch)"
"40174","Magic Book (Slow)"
"40175","Magic Book (Counter Magic)"
"40176","Magic Book (Meditation)"
"40177","Magic Book (Earth Jail)"
"40178","Magic Book (Cars Paralyze)"
"40179","Magic Book (Call Lightning)"
"40180","Magic Book (Greater Heal)"
"40181","Magic Book (Taming Monster)"
"40182","Magic Book (Remove Curses)"
"40183","Magic Book (Cone of Cold)"
"40184","Magic Book (Mana Drain)"
"40185","Magic Book (Darkness)"
"40186","Magic Book (Create Zombie)"
"40187","Magic Book (Physical Enchantment: STR)"
"40188","Magic Book (Haste)"
"40189","Magic Book (Cancellation)"
"40190","Magic Book (Eruption)"
"40191","Magic Book (Sunburst)"
"40192","Magic Book (Weakness)"
"40193","Magic Book (Breath Weapon)"
"40194","Magic Book (Heal All)"
"40195","Magic Book (Ice Lance)"
"40196","Magic Book (Summon Monster)"
"40197","Magic Book (Holy Walk)"
"40198","Tornado Magic Book"
"40199","Magic Book (Greater Haste)"
"40200","Magic Book (Berserker)"
"40201","Magic Book (Disease)"
"40202","Magic Book (Full Heal)"
"40203","Magic Book (Firewall)"
"40204","Magic Book (Blizzard)"
"40205","Magic Book (Invisibility)"
"40206","Magic Book (Resurrection)"
"40207","Magic Book (Earthquake)"
"40208","Magic Book (Life Stream)"
"40209","Magic Book (Silence)"
"40210","Magic Book (Lightning Storm)"
"40211","Magic Book (Fog of Sleeping)"
"40212","Magic Book (Shape Change)"
"40213","Magic Book (Immune to Harm)"
"40214","Magic Book (Mass Teleport)"
"40215","Magic Book (Fire Storm)"
"40216","Magic Book (Decay Potion)"
"40217","Magic Book (Counter Detection)"
"40218","Magic Book (Create Magical Weapon)"
"40219","Magic Book (Meteor Strike)"
"40220","Magic Book (Greater Resurrection)"
"40221","Magic Book (Greater Throw)"
"40222","Magic Book (Disintegrate)"
"40223","Magic Book (Absolute Barrier)"
"40224","Magic Book (Advanced Spirits)"
"40225","Magic Book (Ice Spike)"
"40226","Magic Book (True Target)"
"40227","Magic Book (Glowing Weapon)"
"40228","Magic Book (Callclan)"
"40229","Magic Book (Shining Shield)"
"40230","Magic Book (Brave Mental)"
"40231","Magic Book (Lan Clan)"
"40232","Spirit Crystal (Resist Magic)"
"40233","Spirit Crystal (Body to Mind)"
"40234","Spirit Crystal (Teleport to Mother)"
"40235","Spirit Crystal (Clear Mind)"
"40236","Spirit Crystal (Resist Element)"
"40237","Spirit Crystal (Return to Nature)"
"40238","Spirit Crystal (Bloody Soul)"
"40239","Spirit Crystal (Elemental Protection)"
"40240","Spirit Crystal (Triple Arrow)"
"40241","Spirit Crystal (Elemental Falldown)"
"40242","Spirit Crystal (Erase Magic)"
"40243","Spirit Crystal (Summon Lesser Elemental)"
"40244","Spirit Crystal (Area Silence)"
"40245","Spirit Crystal (Greater Elemental)"
"40246","Spirit Crystal (Counter Mirror)"
"40247","Spirit Crystal (Earth Skin)"
"40248","Spirit Crystal (Entangle)"
"40249","Spirit Crystal (Earth Bind)"
"40250","Spirit Crystal (Earth Guardian)"
"40251","Spirit Crystal (Iron Skin)"
"40252","Spirit Crystal (Exotic Vitalize)"
"40253","Spirit Crystal (Water Life)"
"40254","Spirit Crystal (Nature's Touch)"
"40255","Spirit Crystal (Nature's Blessing)"
"40256","Spirit Crystal (Fire Weapon)"
"40257","Spirit Crystal (Dancing Blaze)"
"40258","Spirit Crystal (Burning Weapon)"
"40259","Spirit Crystal (Elemental Fire)"
"40260","Spirit Crystal (Wind Shot)"
"40261","Spirit Crystal (Wind Walk)"
"40262","Spirit Crystal (Storm Eye)"
"40263","Spirit Crystal (Storm Shot)"
"40264","Spirit Crystal (Wind Shackle)"
"40265","Dark Spirit Crystal (Blind Hiding)"
"40266","Dark Spirit Crystal (Enchant Venom)"
"40267","Dark Spirit Crystal (Shadow Armor)"
"40268","Dark Spirit Crystal (Bring Stone)"
"40269","Dark Spirit Crystal (Dress Mighty)"
"40270","Dark Spirit Crystal (Moving Acceleration)"
"40271","Dark Spirit Crystal (Burning Spirits)"
"40272","Dark Spirit Crystal (Shadow Sleep)"
"40273","Dark Spirit Crystal (Venom Resist)"
"40274","Dark Spirit Crystal (Dress Dexterity)"
"40275","Dark Spirit Crystal (Double Break)"
"40276","Dark Spirit Crystal (Uncanny Dodge)"
"40277","Dark Spirit Crystal (Shadow Fang)"
"40278","Dark Spirit Crystal (Final Burn)"
"40279","Dark Spirit Crystal (Dress Evasion)"
"40298","Talking Island Ticket"
"40299","Ticket to Gludio Territory"
"40300","Ticket to the Forgotten Island"
"40301","Ticket to Heine"
"40302","Pirate Island Ticket"
"40303","Hidden Pier Ticket"
"40304","Marble Legacy"
"40305","Faaglio's Legacy"
"40306","Eva's Legacy"
"40307","Saiha's Legacy"
"40308","Adena"
"40309","Race Tickets"
"40310","Letter paper"
"40311","Blood Pact Letter Paper"
"40312","Inn Key"
"40313","Baphomet Prison Key"
"40314","Pet Amulet"
"40315","Pet whistle"
"40316","Pet Amulet"
"40317","grindstone"
"40318","Magic Stone"
"40319","Spirit Orb"
"40320","Black Magic Stone"
"40321","Dark Stone"
"40322","Brave Stone"
"40323","Wise Stone"
"40324","Kaiser Stone"
"40325","2-sided coin"
"40326","3-sided die"
"40327","4-way roulette"
"40328","6-sided die"
"40329","Indigenous Totem"
"40330","Infinite Quiver"
"40331","Kent Sword"
"40332","Kent Bowe"
"40333","Kent Staff"
"40334","Kent Dual Blade"
"40335","Kent Axe"
"40336","Kent Boots"
"40337","Kent Mayle"
"40338","Kent Grove"
"40339","Kent Shield"
"40340","Kent Helm"
"40341","Antharas' Scales"
"40342","Antharas's Chipped Claw"
"40343","Eye of Antharas"
"40344","Blood of Antharas"
"40345","Antharas Meat"
"40346","Heart of Antharas"
"40347","Antharas' Bones"
"40348","Antharas' Fang"
"40349","Valakas' Scales"
"40350","Valakas's Chipped Claw"
"40351","Eye of Valakas"
"40352","Valakas' Blood"
"40353","Valakas Meat"
"40354","Heart of Valakas"
"40355","Valakas' Bones"
"40356","Valakas' Fang"
"40357","Papilion Scales"
"40358","Papilion's Chipped Claw"
"40359","Papilion's Eye"
"40360","Papilion's Blood"
"40361","Papilion Meat"
"40362","Papilion's Heart"
"40363","Papilion Bone"
"40364","Papilion's Fang"
"40365","Lindvior's Scales"
"40366","Lindvior's Chipped Claw"
"40367","Lindvior's Eye"
"40368","Lindvior's Blood"
"40369","Lindvior Meat"
"40370","Lindvior's Heart"
"40371","Lindvior's Bones"
"40372","Lindvior's Fang"
"40373","Map: Aden"
"40374","Map: Talking Island"
"40375","Map: Gludio"
"40376","Map: Kent Castle"
"40377","Map: Oak Forest"
"40378","Map: Elven Forest"
"40379","Map: Windawood"
"40380","Map: Silver Knight Village"
"40381","Map: Dragon Valley"
"40382","Map: Gillan"
"40383","Map: Singing Island"
"40384","Map: Hidden Valley"
"40385","Map: Heine"
"40386","Map: Fire Dragon's Lair"
"40387","Map: Oren"
"40388","Map: Aden"
"40389","Map: Cave of Silence"
"40390","Map: Pirate Island"
"40391","calculator"
"40392","Christmas tree"
"40393","Red Dragon Scales"
"40394","White Dragon Scales"
"40395","Blue Dragon Scales"
"40396","Green Dragon Scales"
"40397","Chimera Skin: Dragon"
"40398","Chimera Skin: Goat"
"40399","Chimera Skin: Lion"
"40400","Chimera Skin: Snake"
"40401","Chaos Leather (Fire)"
"40402","Chaos Leather (Water)"
"40403","Chaos Leather (Wind)"
"40404","Chaos Leather (Ground)"
"40405","Animal skins"
"40406","luxury leather"
"40407","Bone Peace"
"40408","Lamp Metal"
"40409","Phoenix Heart"
"40410","Black Ent Skin"
"40411","Black Ent Fruit"
"40412","Black Ent Branch"
"40413","Ice Queen's Heart"
"40414","Alchemist's Stone"
"40415","Relic Bag"
"40416","Cursed Blood"
"40417","Soul Crystal"
"40418","Treasure of Corruption"
"40419","Mulian thread"
"40420","Ancient Man's Book of Spells, Volume 1"
"40421","Ancient Man's Book of Spells, Volume 2"
"40422","Ancient Man's Book of Spells, Volume 3"
"40423","Book of Ancient Spells, Volume 4"
"40424","Dire Wolf Skin"
"40425","Dark Forester Potion"
"40426","Dark Forester Ring"
"40427","Dark Elf Sack"
"40428","Moonlight Tears"
"40429","Rastabud Scroll Bit"
"40430","Great Cavern Crystal"
"40431","Mole skin"
"40432","Diadem Scroll Fragment"
"40433","Dilo's Claws"
"40434","Dilo's Tail"
"40435","Deep Flower Buds"
"40436","Deep Flower Root"
"40437","Deep Flower Stem"
"40438","Dire Bat Fang"
"40439","Platinum Plate"
"40440","platinum"
"40441","Platinum Piece"
"40442","Blob's Gastric Juice"
"40443","Black Mithril"
"40444","Black Mithril Ore"
"40445","Black Mithril Plate"
"40446","Black Wizard Ring"
"40447","Black tiger skin"
"40448","Black Tiger Claws"
"40449","Black Tiger Fangs"
"40450","Black Ent Branch"
"40451","Black Tiger Heart"
"40452","Beast Summoner Ring"
"40453","Beast Summoner Whip"
"40454","Beast Ring"
"40455","Blue fabric"
"40456","red fabric"
"40457","white fabric"
"40458","Shining Scale"
"40459","Scorpion shell"
"40460","Ashes of Asitagio"
"40461","Devil's Black Shackles"
"40462","Devil's Red Shackles"
"40463","Devil's Blue Shackles"
"40464","Devil's White Shackles"
"40465","Elemental Ring"
"40466","Dragon's Heart"
"40467","Silver"
"40468","Silver Pieces"
"40469","Silver Plate"
"40470","Elemental Piece"
"40471","Soul Piece"
"40472","Cerberus Hair"
"40473","Scythe of Corruption"
"40474","Poison of Corruption"
"40475","Head of Depravity"
"40476","Hand of Corruption"
"40477","The Devil's Book of Depravity, Volume 1"
"40478","The Devil's Book of Depravity, Volume 2"
"40479","The Devil's Book of Depravity, Volume 3"
"40480","The Devil's Book of Depravity, Volume 4"
