"area_x1","area_y1","area_x2","area_y2","area_mapid","getback_x1","getback_y1","getback_x2","getback_y2","getback_x3","getback_y3","getback_mapid","getback_townid","getback_townid_elf","getback_townid_darkelf","scrollescape","note"
"0","0","0","0","454","32693","32796","32693","32796","32693","32796","450","0","0","0","1","ラスターバソン：獣ジョギョシル1F"
"0","0","0","0","455","32693","32796","32693","32796","32693","32796","450","0","0","0","1","ラスターバソン：獣訓練室1F"
"0","0","0","0","456","32693","32796","32693","32796","32693","32796","450","0","0","0","1","ラスターバソン：魔獣召喚室1F"
"0","0","0","0","457","32679","32870","32679","32870","32679","32870","457","0","0","0","1","ラスターバソン：がんの結界1F"
"0","0","0","0","460","32664","32855","32664","32855","32664","32855","457","0","0","0","1","ラスターバソン：黒魔法の訓練場2F"
"0","0","0","0","461","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：黒魔法研究室2F"
"0","0","0","0","462","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：魔霊国王の執務室2F"
"0","0","0","0","463","32664","32855","32664","32855","32664","32855","457","0","0","0","1","ラスターバソン：魔霊軍王の書斎2F"
"0","0","0","0","464","32664","32855","32664","32855","32664","32855","457","0","0","0","1","ラスターバソン：精霊召喚室2F"
"0","0","0","0","465","32664","32855","32664","32855","32664","32855","457","0","0","0","1","ラスターバソン：精霊の生息地2F"
"0","0","0","0","466","32664","32855","32664","32855","32664","32855","457","0","0","0","1","ラスターバソン：がんの精霊研究室2F"
"0","0","0","0","467","32744","32818","32744","32818","32744","32818","450","0","0","0","1","ラスターバソン：がんの結界2F"
"0","0","0","0","468","32744","32818","32744","32818","32744","32818","450","0","0","0","1","ラスターバソン：がんの結界2F（未使用）"
"0","0","0","0","470","32659","32872","32659","32872","32659","32872","468","0","0","0","1","ラスターバソン：悪霊の祭壇3F"
"0","0","0","0","471","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：デビルロードの祭壇3F"
"0","0","0","0","472","32662","32851","32662","32851","32662","32851","467","0","0","0","1","ラスターバソン：傭兵訓練場3F"
"0","0","0","0","473","32659","32872","32659","32872","32659","32872","468","0","0","0","1","ラスターバソン：人ボプグンの訓練場3F"
"0","0","0","0","474","32659","32872","32659","32872","32659","32872","468","0","0","0","1","ラスターバソン：オーム実験室3F"
"0","0","0","0","475","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：冥法軍王の執務室3F"
"0","0","0","0","476","32659","32872","32659","32872","32659","32872","468","0","0","0","1","ラスターバソン：中央制御室3F"
"0","0","0","0","477","32662","32851","32662","32851","32662","32851","467","0","0","0","1","ラスターバソン：デビルロードのための病室3F"
"0","0","0","0","478","32659","32872","32659","32872","32659","32872","468","0","0","0","1","ラスターバソン：立ち入り禁止エリア3F"
"0","0","0","0","479","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスタバド：中央広場"
"0","0","0","0","480","0","0","0","0","0","0","0","16","0","0","1","して族後半"
"0","0","0","0","481","0","0","0","0","0","0","0","16","0","0","1","カミーラの部屋"
"0","0","0","0","482","32451","33058","32451","33058","32451","33058","440","0","0","0","1","フランコの迷路"
"0","0","0","0","483","32451","33058","32451","33058","32451","33058","440","0","0","0","1","ディエゴが閉じた脳"
"0","0","0","0","484","32451","33058","32451","33058","32451","33058","440","0","0","0","1","ホセの地下牢"
"0","0","0","0","490","32744","32818","32744","32818","32744","32818","450","0","0","0","1","ラスターバソン：地下訓練場B1F"
"0","0","0","0","491","32744","32818","32744","32818","32744","32818","450","0","0","0","1","ラスターバソン：地下通路B1F"
"0","0","0","0","492","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：暗殺軍王の執務室B1F"
"0","0","0","0","493","32744","32818","32744","32818","32744","32818","450","0","0","0","1","ラスターバソン：地下コントロールルームB1F"
"0","0","0","0","494","32744","32818","32744","32818","32744","32818","450","0","0","0","1","ラスターバソン：地下処刑場B1F"
"0","0","0","0","495","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：地下決闘B1F"
"0","0","0","0","496","32744","32818","32744","32818","32744","32818","450","0","0","0","1","ラスターバソン：地下牢B1F"
"0","0","0","0","521","34017","32188","34023","32160","34041","32164","4","0","0","0","1","影の神殿外部"
"0","0","0","0","522","34017","32188","34023","32160","34041","32164","4","0","0","0","1","影の神殿1階"
"0","0","0","0","523","34017","32188","34023","32160","34041","32164","4","0","0","0","1","影の神殿2階"
"0","0","0","0","524","34017","32188","34023","32160","34041","32164","4","0","0","0","1","影の神殿3階"
"0","0","0","0","530","32693","32796","32691","32802","32676","32804","450","0","0","0","1","ラスターバソン：4 F入口"
"0","0","0","0","531","32693","32796","32691","32802","32676","32804","450","0","0","0","1","ラスターバソン：グランカインの神殿/ケイ私の部屋"
"0","0","0","0","532","32693","32796","32691","32802","32676","32804","450","0","0","0","1","ラスターバソン：ビールス/右メス/エンディアスの部屋"
"0","0","0","0","533","32693","32796","32691","32802","32676","32804","450","0","0","0","1","ラスターバソン：ガーデン/イデアの部屋"
"0","0","0","0","534","32693","32796","32691","32802","32676","32804","450","0","0","0","1","ラスターバソン：ティアメス/ラミアス/まさにドの部屋"
"0","0","0","0","535","32693","32796","32691","32802","32676","32804","450","0","0","0","1","ラスターバソン：カサンドラ/ダンテスの部屋"
"0","0","0","0","536","32692","32796","32692","32796","32692","32796","450","0","0","0","1","ダークエルフの聖地"
"0","0","0","0","537","32598","33182","32598","33182","32598","33182","4","0","0","0","1","ギルタス"
"0","0","0","0","550","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：地上階"
"0","0","0","0","551","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：船内"
"0","0","0","0","552","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：船内"
"0","0","0","0","553","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：船内"
"0","0","0","0","554","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：船内"
"0","0","0","0","555","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：船内"
"0","0","0","0","556","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：船内"
"0","0","0","0","557","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：船内"
"0","0","0","0","558","32844","32694","32844","32694","32844","32694","550","0","0","0","1","船の墓地：深海層"
"0","0","0","0","600","32608","33178","32626","33185","32630","33179","4","5","0","0","1","欲望の洞窟外周部"
"0","0","0","0","601","32608","33178","32626","33185","32630","33179","4","5","0","0","1","欲望の洞窟ロビー"
"0","0","0","0","608","34053","32284","34053","32284","34053","32284","4","10","0","0","1","ヤヒの実験室"
"0","0","0","0","621","34059","32279","34057","32281","34053","32284","4","0","0","0","1","受賞した村"
"0","0","0","0","777","34043","32184","34023","32174","34053","32195","4","0","0","0","1","捨てることができた人の土地（空間の理由）"
"0","0","0","0","778","32608","33178","32626","33185","32630","33179","4","5","0","0","1","捨てることができた人々の土地"
"0","0","0","0","779","32608","33178","32626","33185","32630","33179","4","5","0","0","1","捨てることができた人の土地（次元の扉・海底）"
"0","0","0","0","780","32628","32906","32628","32906","32628","32906","780","0","0","0","1","砂漠地域帰還"
"0","0","0","0","781","32628","32906","32628","32906","32628","32906","780","0","0","0","1","ピラミッドない帰還"
"0","0","0","0","782","32628","32906","32628","32906","32628","32906","780","0","0","0","1","祭壇ない帰還"
"0","0","0","0","814","33618","33247","33618","33247","33618","33247","4","8","0","0","1","水竜の後オス"
"0","0","0","0","1000","32803","32851","32813","32862","32791","32863","1000","0","0","0","1","シルベリア"
"0","0","0","0","1001","32793","32854","32819","32861","32799","32881","1001","0","0","0","1","ベヒーモス"
"0","0","0","0","1005","33703","32502","33703","32502","33703","32502","4","0","0","0","1","ヒットレア-ウェルダン"
"0","0","0","0","1011","33703","32502","33703","32502","33703","32502","4","0","0","0","1","パプレア-ウェルダン"
"0","0","0","0","1017","33703","32502","33703","32502","33703","32502","4","0","0","0","1","リンドレア-ウェルダン"
"0","0","0","0","1700","33434","32802","33433","32808","33438","32812","4","0","0","0","1","忘れられた島"
"0","0","0","0","1701","33434","32802","33433","32808","33438","32812","4","0","0","0","1","忘れられた島"
"0","0","0","0","1702","33434","32802","33433","32808","33438","32812","4","0","0","0","1","忘れられた島"
"0","0","0","0","1703","33434","32802","33433","32808","33438","32812","4","0","0","0","1","忘れられた島"
"0","0","0","0","1704","33434","32802","33433","32808","33438","32812","4","0","0","0","1","忘れられた島"
"0","0","0","0","1705","33434","32802","33433","32808","33438","32812","4","0","0","0","1","忘れられた島"
"0","0","0","0","1707","33434","32802","33433","32808","33438","32812","4","0","0","0","1","忘れられた島"
"0","0","0","0","1708","32780","32768","32780","32768","32780","32768","1711","0","0","0","1","忘れられた島"
"0","0","0","0","2100","34053","32284","34053","32284","34053","32284","4","10","0","0","1","氷の女王の城の入り口"
"0","0","0","0","2101","34053","32284","34053","32284","34053","32284","4","10","0","0","1","氷の女王の城"
"0","0","0","0","2151","34053","32284","34053","32284","34053","32284","4","10","0","0","1","氷の女王の城"
"0","0","0","0","5140","32624","32813","32624","32813","32624","32813","4","3","0","0","1","お化け屋敷"
"0","0","0","0","5143","32618","32772","32618","32772","32618","32772","4","0","0","0","1","ペットレーシング"
"0","0","0","0","5153","32618","32772","32618","32772","32618","32772","4","0","0","0","1","デスマッチ"
"0","0","0","0","5167","34053","32284","34053","32284","34053","32284","4","10","0","0","1","悪魔王の領土"
"0","0","0","0","8011","32831","32838","32831","32838","32831","32838","8011","0","0","0","1","歌う島"
"0","0","0","0","8012","32831","32838","32831","32838","32831","32838","8011","0","0","0","1","歌う島（西部）"
"0","0","0","0","8013","32734","32798","32734","32798","32734","32798","8013","0","0","0","0","ドローモンドの部屋"
"0","0","0","0","8014","32745","32722","32745","32722","32745","32722","8014","0","0","0","0","訓練所"
"0","0","0","0","8015","32831","32838","32831","32838","32831","32838","8011","0","0","0","1","歌う島（北）"
"0","0","0","0","9000","32582","32927","32582","32927","32582","32927","0","0","0","0","1","インスタンスダンジョン-マルソム"
"0","0","0","0","9101","32582","32927","32582","32927","32582","32927","0","0","0","0","1","海上前-マルソム"
"0","0","0","0","15403","33702","32499","33702","32499","33702","32499","4","7","0","0","1","結界1階"
"0","0","0","0","15404","33702","32499","33702","32499","33702","32499","4","7","0","0","1","結界2階"
"0","0","0","0","16384","32574","32941","32574","32941","32574","32941","0","1","0","0","1","Talking Island Hotel Hotel"
"0","0","0","0","16896","32574","32941","32574","32941","32574","32941","0","1","0","0","1","Talking Island Hotel"
"0","0","0","0","17408","32628","32807","32628","32807","32628","32807","4","3","0","0","1","Gludio Hotel"
"0","0","0","0","17920","32628","32807","32628","32807","32628","32807","4","3","0","0","1","Gludio Hotel"
"0","0","0","0","18432","33429","32814","33429","32814","33429","32814","4","7","0","0","1","Giran Hotel"
"0","0","0","0","18944","33429","32814","33429","32814","33429","32814","4","7","0","0","1","Giran Hotel"
"0","0","0","0","19456","34053","32284","34053","32284","34053","32284","4","10","0","0","1","Oren Hotel"
"0","0","0","0","19968","34053","32284","34053","32284","34053","32284","4","10","0","0","1","Oren Hotel"
"0","0","0","0","20480","32612","33188","32612","33188","32612","33188","4","5","0","0","1","Windawood Hotel"
"0","0","0","0","20992","32612","33188","32612","33188","32612","33188","4","5","0","0","1","Windawood Hotel"
"0","0","0","0","21054","33082","33389","33082","33389","33082","33389","4","2","0","0","1","SKT Hotel"
"0","0","0","0","22016","33082","33389","33082","33389","33082","33389","4","2","0","0","1","SKT Hotel"
"0","0","0","0","22528","33604","33237","33604","33237","33604","33237","4","8","0","0","1","Heine Hotel"
"0","0","0","0","23040","33604","33237","33604","33237","33604","33237","4","8","0","0","1","Heine Hotel"
"32515","32192","32959","32536","4","32745","32445","32745","32445","32745","32445","4","4","0","0","1","焼畑村"
"32515","32537","32959","33022","4","32628","32807","32628","32807","32628","32807","4","3","0","0","1","グルディーン"
"32515","33023","32959","33532","4","32612","33188","32612","33188","32612","33188","4","5","0","0","1","ウッドベック"
"32960","32192","33215","32510","4","33051","32343","33051","32343","33051","32343","4","4","11","0","1","エルフの森"
"32960","32511","33280","33022","4","33049","32780","33049","32780","33049","32780","4","6","0","0","1","ケント"
"32960","33023","33279","33532","4","33082","33389","33082","33389","33082","33389","4","2","0","0","1","シルバーナイトタウン"
"33216","32192","33471","32510","4","33429","32814","33429","32814","33429","32814","4","7","11","0","1","ドラゴンバレー"
"33280","32511","33535","33022","4","33429","32814","33429","32814","33429","32814","4","7","0","0","1","ギラン"
"33280","33023","33791","33532","4","33604","33237","33604","33237","33604","33237","4","8","0","0","1","Heine"
"33472","32192","33855","32574","4","33722","32496","33722","32496","33722","32496","4","9","0","0","1","火山"
"33536","32574","33919","33022","4","33429","32814","33429","32814","33429","32814","4","7","0","0","1","ギラン"
"33792","33023","34303","33532","4","33962","33254","33962","33254","33962","33254","4","12","0","0","1","エデン"
"33856","32192","33920","32738","4","34053","32284","34053","32284","34053","32284","4","10","0","0","1","オレン"
"33920","32128","34303","32738","4","34053","32284","34053","32284","34053","32284","4","10","0","0","1","オレン"
"33920","32739","34303","33532","4","33962","33254","33962","33254","33962","33254","4","12","0","0","1","エデン"
