"id","location","count","npc_templateid","locx","locy","randomx","randomy","heading","respawn_delay","mapid","movement_distance"
"758","guard","1","5153","32645","33168","0","0","2","600","4","100"
"759","guard","1","5152","32645","33175","0","0","5","600","4","100"
"760","guard","1","5153","32646","33220","0","0","4","600","4","100"
"761","guard","1","5152","32637","33222","0","0","4","600","4","100"
"762","guard","1","60508","33030","32771","0","0","5","600","4","100"
"763","guard","1","60509","33030","32763","0","0","5","600","4","100"
"764","guard","1","5152","32565","32930","0","0","6","0","0","0"
"765","guard","1","5153","32565","32925","0","0","6","0","0","0"
"766","guard","1","5153","32591","32905","0","0","0","0","0","0"
"767","guard","1","5152","32596","32905","0","0","0","0","0","0"
"768","guard","1","5152","32607","32947","0","0","2","0","0","0"
"769","guard","1","5153","32607","32941","0","0","2","0","0","0"
"770","guard","1","60501","32574","32980","0","0","4","0","0","0"
"771","guard","1","60502","32569","32980","0","0","4","0","0","0"
"772","guard","1","60501","32543","32962","0","0","6","0","0","0"
"773","guard","1","60502","32543","32955","0","0","6","0","0","0"
"774","guard","0","60502","32561","33086","0","0","5","0","0","0"
"775","guard","0","60501","32588","32758","0","0","6","600","4","100"
"776","guard","0","60502","32588","32764","0","0","6","600","4","100"
"777","guard","0","60501","32618","32708","0","0","0","600","4","100"
"778","guard","0","60502","32613","32709","0","0","0","600","4","100"
"779","guard","0","60501","32637","32745","0","0","2","600","4","100"
"780","guard","0","60502","32637","32750","0","0","2","600","4","100"
"781","guard","0","60501","32629","32830","0","0","4","600","4","100"
"782","guard","0","60502","32625","32830","0","0","4","600","4","100"
"783","Dwarf Guard","1","60530","33680","32513","0","0","6","600","4","100"
"784","Dwarf Guard","1","60530","33680","32515","0","0","6","600","4","100"
"785","Dwarf Guard","1","60530","33718","32470","0","0","0","600","4","100"
"786","Dwarf Guard","1","60530","33723","32470","0","0","0","600","4","100"
"787","Dwarf Guard","1","60530","33727","32521","0","0","4","600","4","100"
"788","Dwarf Guard","1","60530","33732","32521","0","0","4","600","4","100"
"789","Dwarf Guard","1","60530","33664","32479","0","0","6","600","4","100"
"790","Heine Guard","1","70857","33590","33193","0","0","0","600","4","100"
"791","Heine Guard","1","70857","33597","33193","0","0","0","600","4","100"
"792","Heine Guard","1","70857","33655","33224","0","0","2","600","4","100"
"793","Heine Guard","1","70857","33655","33230","0","0","2","600","4","100"
"794","Heine Guard","1","70857","33613","33323","0","0","2","600","4","100"
"795","Heine Guard","1","70857","33613","33330","0","0","2","600","4","100"
"796","Heine Guard","1","70857","33647","33436","0","0","4","600","4","100"
"797","Heine Guard","1","70857","33604","33445","0","0","4","600","4","100"
"798","Heine Guard","1","70857","33558","33237","0","0","6","600","4","100"
"799","Heine Guard","1","70857","33558","33244","0","0","6","600","4","100"
"800","guard","1","5152","34030","32276","0","0","5","600","4","100"
"801","guard","1","5152","34030","32288","0","0","5","600","4","100"
"802","guard","1","5152","34064","32330","0","0","4","600","4","100"
"803","guard","1","5152","34053","32330","0","0","5","600","4","100"
"804","Aden Guard","1","60537","34039","33434","0","0","4","600","4","100"
"805","Aden Guard","1","60538","34044","33434","0","0","4","600","4","100"
"806","Aden Guard","1","60537","33856","33359","0","0","6","600","4","100"
"807","Aden Guard","1","60538","33856","33366","0","0","6","600","4","100"
"808","Aden Guard","1","60537","33853","33246","0","0","6","600","4","100"
"809","Aden Guard","1","60538","33853","33254","0","0","6","600","4","100"
"810","Aden Guard","1","60537","33856","33136","0","0","6","600","4","100"
"811","Aden Guard","1","60538","33856","33143","0","0","6","600","4","100"
"812","Aden Guard","1","60537","34164","33151","0","0","2","600","4","100"
"813","Aden Guard","1","60538","34164","33158","0","0","2","600","4","100"
"814","royal guard","1","60525","33513","32784","0","0","2","600","4","100"
"815","royal guard","1","60524","33512","32791","0","0","2","600","4","100"
"816","royal guard","1","60525","33362","32886","0","0","5","600","4","100"
"817","royal guard","1","60524","33365","32890","0","0","5","600","4","100"
"818","royal guard","1","60525","33346","32825","0","0","6","600","4","100"
"819","royal guard","1","60524","33344","32835","0","0","6","600","4","100"
"820","royal guard","1","60525","33338","32742","0","0","6","600","4","100"
"821","royal guard","1","60524","33339","32751","0","0","6","600","4","100"
"822","royal guard","1","60525","33332","32689","0","0","6","600","4","100"
"823","royal guard","1","60524","33332","32698","0","0","6","600","4","100"
"824","royal guard","1","60525","33358","32642","0","0","0","600","4","100"
"825","royal guard","1","60524","33366","32643","0","0","0","600","4","100"
"826","royal guard","1","60525","33407","32635","0","0","0","600","4","100"
"827","royal guard","1","60524","33416","32636","0","0","0","600","4","100"
"828","guard","1","5152","32619","32957","0","0","6","0","0","0"
"829","guard","1","5153","32619","32963","0","0","6","0","0","0"
"831","\f3 Book Merchant","0","81004","33063","33391","0","0","2","0","4","100"
"833","Test Server^ [Aden] Weapons Merchant","0","81007","33063","33394","0","0","2","0","4","100"
"857","Guardian Tower","1","81189","34090","33260","0","0","0","0","4","100"
"858","Raider","1","81112","32782","32785","0","0","4","0","25","0"
"859","Flame Shadow Clone","1","81114","32733","32796","0","0","4","0","12","0"
"861","Item Crafter Hagutin","0","81113","32966","32923","0","0","6","0","320","0"
"862","Bound soul","1","81118","32736","32796","0","0","5","0","12","0"
"863","Armorer Anton","1","70614","33447","32743","0","0","6","0","4","100"
"865","Quest Guide^Kalbas's Servant","1","81120","32775","32992","0","0","6","0","400","0"
"866","Ancient Spirits","1","81121","32731","32804","0","0","4","0","444","0"
"867","ancient people","1","50625","32746","32875","0","0","6","0","2001","0"
"868","ancient people","1","50625","32812","32793","0","0","6","0","2001","0"
"869","ancient people","1","50625","32742","32721","0","0","4","0","2001","0"
"870","ancient people","1","50625","32658","32809","0","0","2","0","2001","0"
"871","Yahi's servant","1","80047","32741","32865","0","0","4","0","522","0"
"872","Distortion of Space","1","80048","34267","32188","0","0","6","0","4","0"
"873","The Wavering One","1","80049","32734","32923","0","0","0","0","522","0"
"874","consul","1","80050","32734","32865","0","0","4","0","522","0"
"875","Wharf Manager Peace","0","81000","32652","32953","0","0","4","0","0","0"
"876","Yahi","1","80051","32684","32871","0","0","6","0","608","0"
"877","Balrog Yahi Military","1","80052","32733","32891","0","0","6","0","608","0"
"878","Yahi Blacksmith","1","80053","32703","32889","0","0","0","0","608","0"
"879","researcher","1","80054","32709","32895","0","0","2","0","608","0"
"880","Yahi's aide","1","80055","32702","32900","0","0","4","0","608","0"
"881","Business Manager","1","80056","32697","32895","0","0","6","0","608","0"
"882","Alphonse the Wanderer","1","80057","33453","32848","0","0","6","0","4","0"
"883","Dimensional Door","1","80058","32760","33459","0","0","4","0","4","0"
"884","Dimensional Door","1","80059","32743","32858","0","0","4","0","601","0"
"885","Dimensional Door","1","80060","32754","32786","0","0","4","0","601","0"
"886","Dimensional Door","1","80061","32839","32870","0","0","4","0","601","0"
"887","Dimensional Door","1","80062","32832","32787","0","0","4","0","601","0"
"888","Dimensional Door","1","80063","32868","32834","0","0","4","0","601","0"
"889","consul","1","80064","32848","32826","0","0","4","0","601","0"
"890","Balrog Spy","1","80065","32852","32838","0","0","0","0","601","0"
"891","The Wavering One","1","80066","32848","32838","0","0","0","0","601","0"
"892","intelligence officer","1","80067","32831","32793","0","0","2","0","778","0"
"893","Balrog's Double","1","80068","32730","32831","0","0","6","0","602","0"
"894","Lesser Demon","1","80069","32728","32828","0","0","4","0","602","0"
"895","Lesser Demon","1","80070","32728","32834","0","0","0","0","602","0"
"896","Balrog's Lieutenant","1","80071","32724","32834","0","0","0","0","602","0"
"897","Balrog Blacksmith","1","80072","32724","32828","0","0","4","0","602","0"
"898","Chaos Death. Corruption. Yahi Balrog Military","1","80073","32721","32830","0","0","6","0","602","0"
"899","Business Manager","1","80074","32722","32823","0","0","6","0","602","0"
"900","General Goods Merchant Behik","1","80075","32831","32695","0","0","6","0","550","0"
"901","The fallen navigator","1","80076","32756","32852","0","0","5","0","550","0"
"902","Aldoran","1","80077","32846","32691","0","0","6","0","550","0"
"904","Astrologer Keprisha","1","80079","32609","32744","0","0","0","0","4","0"
"905","Fishing Spot Guide^Paul","1","80082","32608","32769","0","0","5","0","4","0"
"906","Suspicious Orc Merchant^Palum","1","80084","32634","32821","0","0","6","0","4","0"
"912","Cooking Ingredients Merchant Rakkki","1","80090","32607","32712","0","0","4","0","4","0"
"913","Lafonse, the Food Merchant","1","80091","32623","32758","0","0","4","0","4","0"
"914","Den Merchant Jaynt","1","80092","32594","32728","0","0","4","0","4","0"
"915","Zeta","1","80093","32620","32733","0","0","6","0","4","0"
"916","altar","1","80094","32616","32670","0","0","0","0","4","0"
"917","Pet Manager Austin","1","80095","32626","32729","0","0","6","0","4","0"
"918","Sharon, the Bouquet Merchant","1","80096","32623","32713","0","0","4","0","4","0"
"919","Reman","1","80097","32632","32759","0","0","4","0","4","0"
"920","Falbo","1","80098","32625","32816","0","0","4","0","4","0"
"921","Chief of the Security Forces Larson","1","80099","32616","32788","0","0","4","0","4","0"
"922","Blacksmith Quen","1","80101","32633","32801","0","0","6","0","4","0"
"923","Hideout Taxidermy Merchant Phyllis","1","80102","32593","32735","0","0","6","0","4","0"
"924","Auction Manager","1","80103","32613","32775","0","0","4","0","4","0"
"925","Auction bulletin board","1","81161","32611","32775","0","0","0","0","4","0"
"926","Aden Cavalry","1","80104","33942","33360","0","0","6","0","4","0"
"927","Aden Cavalry","1","80105","33942","33366","0","0","6","0","4","0"
"929","Item Exchanger^Seal Seller","0","80128","32552","33004","0","0","5","0","0","0"
"930","Item Exchanger^Seal Seller","1","80128","33061","33360","0","0","5","0","4","0"
"931","Item Exchanger^Seal Seller","1","80128","32575","32750","0","0","5","0","4","0"
"932","Item Exchanger^Seal Seller","1","80128","33752","32526","0","0","5","0","4","0"
"933","Item Exchanger^Seal Seller","1","80128","33513","32761","0","0","4","0","4","0"
"934","Hideout Manager Michelle","1","50626","32565","32676","0","0","6","0","4","0"
"935","Lair Manager ^Foby","1","50627","32548","32706","0","0","4","0","4","0"
"936","Hideout Manager Elisha","1","50628","32537","32781","0","0","4","0","4","0"
"937","Hideout Manager Dorothy","1","50629","32559","32787","0","0","6","0","4","0"
"938","Hideout Manager Natasha","1","50630","32535","32808","0","0","4","0","4","0"
"939","Hideout Manager Minoel","1","50631","32553","32820","0","0","0","0","4","0"
"940","Teleporter^Market Guard","1","50025","32725","32816","0","0","2","0","340","0"
"941","Teleporter^Market Guard","1","50025","32725","32812","0","0","2","0","340","0"
"942","Teleporter^Market Guard","1","50025","32765","32792","0","0","4","0","340","0"
"943","Teleporter^Market Guard","1","50025","32768","32792","0","0","4","0","340","0"
"944","Teleporter^Market Guard","1","50025","32811","32818","0","0","6","0","340","0"
"945","Teleporter^Market Guard","1","50025","32811","32822","0","0","6","0","340","0"
"946","Teleporter^Market Guard","1","50025","32757","32871","0","0","0","0","340","0"
"947","Teleporter^Market Guard","1","50025","32760","32871","0","0","0","0","340","0"
"948","Market Teleporter","1","50026","32731","32807","0","0","4","0","340","0"
"949","Market Teleporter","1","50026","32770","32796","0","0","6","0","340","0"
"950","Market Teleporter","1","50026","32804","32821","0","0","4","0","340","0"
"951","Market Teleporter","1","50026","32755","32867","0","0","2","0","340","0"
"952","Integrated Warehouse Keeper ^ Junk","1","60006","32783","32818","0","0","5","0","340","0"
"953","Luke","1","60005","32778","32853","0","0","5","0","340","0"
"954","Integrated Warehouse Keeper Denitz","1","60004","32745","32842","0","0","5","0","340","0"
"955","Teleporter^Market Guard","1","50032","32704","32807","0","0","4","0","350","0"
"956","Teleporter^Market Guard","1","50032","32707","32807","0","0","4","0","350","0"
"957","Teleporter^Market Guard","1","50032","32726","32842","0","0","6","0","350","0"
"958","Teleporter^Market Guard","1","50032","32726","32846","0","0","6","0","350","0"
"959","Teleporter^Market Guard","1","50032","32672","32848","0","0","2","0","350","0"
"960","Teleporter^Market Guard","1","50032","32672","32851","0","0","2","0","350","0"
"961","Market Teleporter","1","50033","32722","32847","0","0","0","0","350","0"
"962","Market Teleporter","1","50033","32711","32808","0","0","4","0","350","0"
"963","Market Teleporter","1","50033","32679","32849","0","0","2","0","350","0"
"964","Integrated Warehouse Keeper Kasham","1","60010","32693","32844","0","0","5","0","350","0"
"965","Integrated Warehouse Keeper Cron","1","60011","32707","32819","0","0","5","0","350","0"
"966","Teleporter^Market Guard","1","50048","32735","32784","0","0","4","0","360","0"
"967","Teleporter^Market Guard","1","50048","32739","32784","0","0","4","0","360","0"
"968","Teleporter^Market Guard","1","50048","32734","32815","0","0","0","0","360","0"
"969","Teleporter^Market Guard","1","50048","32737","32815","0","0","0","0","360","0"
"970","Market Teleporter","1","50049","32730","32788","0","0","4","0","360","0"
"971","Market Teleporter","1","50049","32743","32811","0","0","6","0","360","0"
"972","Integrated Warehouse Keeper Torak","1","60020","32733","32800","0","0","5","0","360","0"
"973","Teleporter^Market Guard","1","50058","32735","32814","0","0","0","0","370","0"
"974","Teleporter^Market Guard","1","50058","32732","32814","0","0","0","0","370","0"
"975","Teleporter^Market Guard","1","50058","32740","32784","0","0","4","0","370","0"
"976","Teleporter^Market Guard","1","50058","32737","32784","0","0","4","0","370","0"
"977","Market Teleporter","1","50059","32731","32810","0","0","2","0","370","0"
"978","Market Teleporter","1","50059","32745","32787","0","0","6","0","370","0"
"979","Integrated Warehouse Keeper Kushan","1","60025","32733","32797","0","0","5","0","370","0"
"980","Guardian Tower: Eva","1","81190","34057","33291","0","0","0","0","4","100"
"981","Guardian Tower: Faagrio","1","81191","34123","33291","0","0","0","0","4","100"
"982","Guardian Tower: Marble","1","81192","34057","33230","0","0","0","0","4","100"
"983","Guardian Tower: Saiha","1","81193","34123","33230","0","0","0","0","4","100"
"984","Burdica's Assassination Squad","1","70896","32729","32788","0","0","4","0","305","0"
"985","Burdica's Assassination Squad","1","70896","32733","32788","0","0","4","0","305","0"
"986","Burdica's Assassination Squad","1","70896","32734","32794","0","0","4","0","305","0"
"987","Burdica's Assassination Squad","1","70896","32737","32794","0","0","4","0","305","0"
"988","Burdica's Assassination Squad","1","70896","32740","32794","0","0","4","0","305","0"
"989","Burdica's Assassination Squad","1","70896","32734","32801","0","0","0","0","305","0"
"990","Burdica's Assassination Squad","1","70896","32737","32801","0","0","0","0","305","0"
"991","Burdica's Assassination Squad","1","70896","32740","32801","0","0","0","0","305","0"
"1046","Teleporter Elna","1","5091","33054","32348","0","0","4","0","4","0"
"1047","Teleporter^Geno","1","50016","32600","32914","0","0","5","0","0","0"
"1048","Teleporter ^ Enya","1","50069","32918","32802","0","0","4","0","304","0"
"1051","Survey Team Leader Atuba Noah","1","71040","32991","32810","0","0","6","0","244","0"
"1052","Nerga Fuumo","1","71041","32984","32825","0","0","6","0","244","0"
"1053","Nerga Bakumo","1","71042","32976","32802","0","0","6","0","244","0"
"1054","Duda-Mala Buka","1","71043","32979","32818","0","0","6","0","244","0"
"1055","Duda-Mara Turtle","1","71044","32993","32801","0","0","6","0","244","0"
"1056","Duda-Mara Bow","1","71045","32992","32814","0","0","6","0","244","0"
"1057","Pet Manager Berwick","1","71053","32391","33042","0","0","2","0","440","0"
"1058","Ticket Merchant Roxanne","1","71054","32292","33067","0","0","4","0","440","0"
"1059","Doyle's Dog","1","71058","32417","33078","0","0","6","0","440","0"
"1060","Quest Guide Doyle","1","71057","32418","33078","0","0","6","0","440","0"
"1061","Quest Guide Rudian","1","71059","32423","33048","0","0","4","0","440","0"
"1062","Quest Guide Resta","1","71060","32404","33033","0","0","4","0","440","0"
"1063","Quest Guide Shimizu","1","71056","32405","33044","0","0","5","0","440","0"
"1064","Roberto","1","71046","32430","33046","0","0","5","0","440","0"
"1065","Quest Guide Lecane","1","71055","32438","33050","0","0","4","0","440","0"
"1066","Quest Guide Cadmus","1","71061","32450","33050","0","0","6","0","440","0"
"1067","Rufus","1","71047","32436","33039","0","0","4","0","440","0"
"1068","curl","1","71048","32448","33058","0","0","3","0","440","0"
"1069","Rooney","1","71049","32441","33082","0","0","4","0","440","0"
"1070","Quest Guide^Lizardman Elder","1","71074","32733","32856","0","0","6","0","480","0"
"1071","Young Lizardman Fighter","1","71076","32736","32858","0","0","6","0","480","0"
"1072","Exhausted Lizardman Fighter","1","71075","32790","32975","0","0","6","0","480","0"
"1073","Geological Explorer","1","71077","32852","32800","0","0","5","0","480","0"
"1074","Shuin","1","71050","32815","32826","0","0","4","0","480","0"
"1075","Monet","1","71051","32818","32837","0","0","2","0","480","0"
"1076","Enisia","1","71052","32846","32846","0","0","2","0","480","0"
"1077","Kamit","1","71062","32606","33031","100","100","6","0","440","0"
"1078","small box","1","71063","32341","32828","0","0","4","0","440","0"
"1079","small box","1","71064","32309","33165","0","0","4","0","440","0"
"1080","small box","1","71065","32387","33224","0","0","4","0","440","0"
"1081","small box","1","71066","32390","33180","0","0","4","0","440","0"
"1082","small box","1","71067","32494","33222","0","0","4","0","440","0"
"1083","small box","1","71068","32524","33012","0","0","4","0","440","0"
"1084","small box","1","71069","32359","32992","0","0","4","0","440","0"
"1085","small box","1","71070","32318","32954","0","0","4","0","440","0"
"1086","small box","1","71071","32605","32872","0","0","4","0","440","0"
"1087","small box","1","71072","32345","33004","0","0","4","0","440","0"
"1088","small box","1","71073","32521","33033","0","0","4","0","440","0"
"1089","Teleporter^Poire","1","71078","32863","32800","0","0","4","0","66","0"
"1090","General Goods Merchant Todrum","1","71079","32864","32800","0","0","4","0","66","0"
"1091","Teleporter^Peace Chief Amis","1","71080","32575","32812","0","0","4","0","64","0"
"1092","Franco","1","71089","32679","32860","0","0","6","0","482","0"
"1093","Trial Crystal","1","71090","32806","32859","0","0","6","0","483","0"
"1094","Trial Crystal","1","71091","32772","32924","0","0","6","0","483","0"
"1095"," ","1","81166","33054","32337","0","0","6","0","4","0"
"1096","guard","1","50084","32717","32899","0","0","6","0","95","0"
"1097","guard","1","50084","32717","32899","0","0","6","0","91","0"
"1098","guard","1","50084","32717","32899","0","0","6","0","92","0"
"1099","guard","1","50084","32717","32899","0","0","6","0","98","0"
"1100","Yang","1","71098","33609","33237","0","0","5","0","4","0"
"1101"," ","1","71097","33601","33245","0","0","5","0","4","0"
"1102","Kidman","1","71099","33607","33253","0","0","5","0","4","0"
"1103"," ","1","71100","33594","33252","0","0","5","0","4","0"
"1104"," ","1","71101","33593","33239","0","0","5","0","4","0"
"1105","The End of Yahi","1","71102","33584","33252","0","0","5","0","4","0"
"1106","Ivory Tower Wizard","1","71103","33619","33237","0","0","5","0","4","0"
"1107","Ivory Tower Wizard","1","71103","33595","33229","0","0","5","0","4","0"
"1108","Ivory Tower Wizard","1","71103","33580","33271","0","0","5","0","4","0"
"1109","Ivory Tower Wizard","1","71103","32899","32574","0","0","5","0","300","0"
"1110","Ivory Tower Wizard","1","71103","32889","32574","0","0","5","0","300","0"
"1111","Ivory Tower Wizard","1","71103","33549","33275","0","0","5","0","4","0"
"1112","The End of Yahi","1","71102","33611","33290","0","0","5","0","4","0"
"1114","Spencer","1","71105","33124","32937","0","0","5","0","4","0"
"1115","Spencer","1","71105","33143","32241","0","0","5","0","4","0"
"1116","Berlant","1","71106","33961","33250","0","0","5","0","4","0"
"1117"," ","1","71107","34054","33145","0","0","5","0","4","0"
"1118"," ","1","71107","34091","33145","0","0","5","0","4","0"
"1119","Balrog's Mole","1","71108","32669","32321","0","0","5","0","4","0"
"1120","Balrog's Mole","1","71108","32889","32652","0","0","5","0","4","0"
"1121"," ","1","71109","33125","32936","0","0","5","0","4","0"
"1122"," ","1","71109","33144","32240","0","0","5","0","4","0"
"1123"," ","1","81172","32770","32788","0","0","0","0","5140","0"
"1124"," ","1","81172","32770","32807","0","0","0","0","5140","0"
"1125"," ","1","81172","32774","32830","0","0","0","0","5140","0"
"1126"," ","1","81172","32772","32846","0","0","0","0","5140","0"
"1127"," ","1","81172","32769","32869","0","0","0","0","5140","0"
"1128"," ","1","81172","32824","32796","0","0","0","0","5140","0"
"1129"," ","1","81172","32821","32819","0","0","0","0","5140","0"
"1130"," ","1","81172","32822","32840","0","0","0","0","5140","0"
"1131"," ","1","81172","32816","32859","0","0","0","0","5140","0"
"1132"," ","1","81172","32815","32873","0","0","0","0","5140","0"
"1133","Mercenary Captain Tion","1","71198","33592","33230","0","0","4","0","4","0"
"1134","Geron","1","71199","33590","33280","0","0","6","0","4","0"
"1135","Item Crafter^Commander Estevan","1","71175","33926","33352","0","0","4","0","4","0"
"1136","Foot 3","1","71201","33518","33407","0","0","5","0","4","0"
"1137","Foot 2","1","71202","33528","33407","0","0","5","0","4","0"
"1138","treasure chest","1","71203","33526","33400","0","0","5","0","4","0"
"1139","Kerenis (bottom jock)","1","71204","33528","33392","0","0","5","0","4","0"
"1140","White magic circle effect","1","71205","33524","33413","0","0","5","0","4","0"
"1141","effect","1","71206","33520","33399","0","0","5","0","4","0"
"1142"," ","1","71207","33519","33394","0","0","5","0","4","0"
"1143","Fire in the Temple of Eva 1","1","71208","32740","32811","0","0","5","0","62","0"
"1144","Fire in the Temple of Eva 1","1","71208","32740","32818","0","0","5","0","62","0"
"1145","Eva Temple Floor","1","71209","32736","32815","0","0","5","0","62","0"
"1146","Temple of Eva drainage hole","1","71210","32743","32806","0","0","5","0","62","0"
"1147","Temple of Eva drainage hole","1","71210","32743","32825","0","0","5","0","62","0"
"1148","Fire in the Temple of Eva 2","1","71211","32719","32820","0","0","5","0","62","0"
"1149","Fire in the Temple of Eva 2","1","71211","32719","32812","0","0","5","0","62","0"
"1150","Fire in the Temple of Eva 2","1","71211","32720","32800","0","0","5","0","62","0"
"1151","Fire in the Temple of Eva 2","1","71211","32728","32794","0","0","5","0","62","0"
"1152","Fire in the Temple of Eva 2","1","71211","32736","32794","0","0","5","0","62","0"
"1153","Heine City Windmill","1","71212","33583","33357","0","0","5","0","4","0"
"1154","Heine City Windmill","1","71214","33560","33200","0","0","5","0","4","0"
"1155","Heine City Windmill","1","71214","33558","33209","0","0","5","0","4","0"
"1156","Heine City Windmill","1","71214","33557","33213","0","0","5","0","4","0"
"1157","Heine City Windmill","1","71214","33556","33220","0","0","5","0","4","0"
"1158","Heine City Windmill","1","71214","33558","33227","0","0","5","0","4","0"
"1159","Heine City Windmill","1","71214","33559","33231","0","0","5","0","4","0"
"1160","Heine City Windmill","1","71214","33555","33236","0","0","5","0","4","0"
"1161","Heine City Windmill","1","71214","33551","33246","0","0","5","0","4","0"
"1162","Heine City Windmill","1","71214","33547","33248","0","0","5","0","4","0"
"1163","Heine City Windmill","1","71214","33539","33252","0","0","5","0","4","0"
"1164","Heine City Windmill","1","71214","33533","33253","0","0","5","0","4","0"
"1165","Heine City Windmill","1","71214","33529","33256","0","0","5","0","4","0"
"1166","Heine City Windmill","1","71214","33521","33259","0","0","5","0","4","0"
"1167","Heine City Windmill","1","71214","33586","33369","0","0","5","0","4","0"
"1168","Heine City Windmill","1","71214","33583","33367","0","0","5","0","4","0"
"1169","Heine City Windmill","1","71214","33578","33355","0","0","5","0","4","0"
"1170","Heine City Windmill","1","71214","33573","33351","0","0","5","0","4","0"
"1171","Heine City Windmill","1","71214","33571","33349","0","0","5","0","4","0"
"1172","Foot 1","1","71215","32869","32900","0","0","5","0","304","0"
"1173","Hardin Compensation Effect","1","71216","32929","32804","0","0","5","0","304","0"
"1174","Hardin Compensation Effect","1","71216","32934","32804","0","0","5","0","304","0"
"1175","Hardin Compensation Effect","1","71216","32929","32792","0","0","5","0","304","0"
"1176","Hardin Compensation Effect","1","71216","32934","32792","0","0","5","0","304","0"
"1177","Hardin's final floor effect","1","71217","32941","32782","0","0","5","0","304","0"
"1178","Effect 3","1","71218","32947","32790","0","0","5","0","304","0"
"1179","Rudolph the Metis Monster","1","71219","32865","32848","0","0","5","0","304","0"
"1180","Rudolph the Metis Monster","1","71219","32906","32939","0","0","5","0","304","0"
"1181","Rudolph the Metis Monster","1","71219","32821","32949","0","0","5","0","304","0"
"1182","Rudolph the Metis Monster","1","71219","32842","32963","0","0","5","0","304","0"
"1183","Heine Moving Trap","1","71220","32887","32869","0","0","5","0","304","0"
"1184","Heine Moving Trap","1","71220","32831","32868","0","0","5","0","304","0"
"1185","Floating beads","1","71221","32912","32881","0","0","5","0","304","0"
"1186","Floating beads","1","71221","32891","32853","0","0","5","0","304","0"
"1187","Floating beads","1","71221","32888","32836","0","0","5","0","304","0"
"1188","Skeleton Door 11 o'clock","1","71222","32786","32901","0","0","5","0","304","0"
"1189","Skeleton Door 11 o'clock","1","71222","32765","32901","0","0","5","0","304","0"
"1190","Skeleton Door 1 o'clock","1","71223","32765","32906","0","0","5","0","304","0"
"1191","Skeleton Door 1 o'clock","1","71223","32786","32906","0","0","5","0","304","0"
"1192"," ","1","71224","32775","32901","0","0","5","0","304","0"
"1193"," ","1","71225","32775","32907","0","0","5","0","304","0"
"1194","Light in the Cave of Silence","1","71226","32883","32900","0","0","5","0","304","0"
"1195","Light in the Cave of Silence","1","71226","32883","32907","0","0","5","0","304","0"
"1196","Light in the Cave of Silence","1","71227","32868","32909","0","0","5","0","304","0"
"1197","Light in the Cave of Silence","1","71227","32860","32909","0","0","5","0","304","0"
"1198","Light in the Cave of Silence","1","71227","32860","32900","0","0","5","0","304","0"
"1199","Light in the Cave of Silence","1","71228","32846","32907","0","0","5","0","304","0"
"1200","Light in the Cave of Silence","1","71228","32842","32907","0","0","5","0","304","0"
"1201","Light in the Cave of Silence","1","71228","32838","32907","0","0","5","0","304","0"
"1202","Light in the Cave of Silence","1","71228","32834","32907","0","0","5","0","304","0"
"1203","Light in the Cave of Silence","1","71228","32829","32907","0","0","5","0","304","0"
"1204","Light in the Cave of Silence","1","71228","32819","32907","0","0","5","0","304","0"
"1205","Light in the Cave of Silence","1","71228","32814","32900","0","0","5","0","304","0"
"1206","Light in the Cave of Silence","1","71228","32824","32900","0","0","5","0","304","0"
"1207","Light in the Cave of Silence","1","71228","32829","32900","0","0","5","0","304","0"
"1208","Light in the Cave of Silence","1","71228","32838","32900","0","0","5","0","304","0"
"1209","Light in the Cave of Silence","1","71228","32842","32900","0","0","5","0","304","0"
"1210","Light in the Cave of Silence","1","71228","32846","32900","0","0","5","0","304","0"
"1211","Light in the Cave of Silence","1","71229","32855","32941","0","0","5","0","304","0"
"1212","Cave of Silence fixes","1","71230","32861","32947","0","0","5","0","304","0"
"1213","Light in the Cave of Silence","1","71229","32892","32832","0","0","5","0","304","0"
"1214","Cave of Silence fixes","1","71230","32898","32838","0","0","5","0","304","0"
"1215","H Fountain_B_n","1","71231","32891","32847","0","0","5","0","304","0"
"1216","H Fountain_B_n","1","71231","32841","32953","0","0","5","0","304","0"
"1217","H Fountain_B_n","1","71232","32840","32861","0","0","5","0","304","0"
"1218","Deck Wu Yan","1","71233","32875","32843","0","0","5","0","304","0"
"1219","enemy ship","1","71234","32902","32932","0","0","5","0","304","0"
"1220","Ghost Ship","1","71235","32899","32922","0","0","5","0","304","0"
"1221","Deck Wu Yan","1","71233","32922","32875","0","0","5","0","304","0"
"1222","H Fountain_B_n","1","71232","32835","32947","0","0","5","0","304","0"
"1223","pirate ship","1","71236","32854","32958","0","0","5","0","304","0"
"1224","Enemy Ship Attack Method Gene","1","71237","32844","32955","0","0","5","0","304","0"
"1225","Light in the Cave of Silence","1","71243","32899","32847","0","0","5","0","304","0"
"1226","Deck Wu Yan","1","71233","32872","32945","0","0","5","0","304","0"
"1227","Ghost Ship","1","71235","32871","32847","0","0","5","0","304","0"
"1228","enemy ship","1","71234","32874","32857","0","0","5","0","304","0"
"1229","H Fountain_B_n","1","71231","32882","32820","0","0","5","0","304","0"
"1230","This ship is Ban Obo","1","71238","32912","32926","0","0","5","0","304","0"
"1231","Enemy Ship Attack Method Gene","1","71237","32894","32849","0","0","5","0","304","0"
"1232","pirate ship","1","71236","32904","32852","0","0","5","0","304","0"
