"item_id","name","item_type","use_type","material","weight","invgfx","grdgfx","itemdesc_id","stackable","max_charge_count","dmg_small","dmg_large","min_lvl","max_lvl","locx","locy","mapid","bless","trade","cant_delete","delay_id","delay_time","delay_effect","food_volume","save_at_once"
"40094","Blank Scroll (Lv5)","scroll","blank","paper","630","864","22","623","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40095","Scroll of the Initiate's Return","scroll","normal","paper","630","474","22","1353","1","0","0","0","0","60","0","0","0","1","1","0","7","500","0","0","0"
"40096","Trainee Transformation Scroll","scroll","sosc","paper","630","472","22","1341","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","0"
"40097","Initiate's Scroll of Dispelling","scroll","normal","paper","630","470","22","1340","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","0"
"40098","Trainee Confirmation Scroll","scroll","identify","paper","630","475","22","1339","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","0"
"40099","Initiate's Teleport Scroll","scroll","ntele","paper","630","473","22","1337","1","0","0","0","0","60","0","0","0","1","1","0","4","1000","0","0","0"
"40100","Teleport Scroll","scroll","ntele","paper","630","473","22","1337","1","0","0","0","0","0","0","0","0","1","0","0","4","500","0","0","0"
"40101","Hidden Valley Return Scroll","scroll","normal","paper","630","474","22","0","1","0","0","0","0","13","32671","32836","2005","1","0","0","4","800","0","0","0"
"40102","Aden's Return Scroll","scroll","normal","paper","630","474","22","1355","1","0","0","0","0","0","33966","33253","4","1","0","0","4","800","0","0","0"
"40103","Ivory Tower Village Return Scroll","scroll","normal","paper","630","474","22","0","1","0","0","0","0","0","34056","32279","4","1","0","0","4","800","0","0","0"
"40114","Elven Forest Return Scroll","scroll","normal","paper","630","474","22","1349","1","0","0","0","0","0","33050","32339","4","1","0","0","4","800","0","0","0"
"40115","Woodbeck Return Scroll","scroll","normal","paper","630","474","22","1347","1","0","0","0","0","0","32617","33201","4","1","0","0","4","800","0","0","0"
"40116","Well Done Return Scroll","scroll","normal","paper","630","474","22","1354","1","0","0","0","0","0","33705","32504","4","1","0","0","4","800","0","0","0"
"40117","Silver Night Town Return Scroll","scroll","normal","paper","630","474","22","1350","1","0","0","0","0","0","0","0","0","1","0","0","7","500","0","0","0"
"40118","Hermit Village","scroll","normal","paper","630","1815","22","0","1","0","0","0","0","0","32601","32908","400","1","1","0","4","1500","0","0","0"
"40119","Scroll of Dispelling","scroll","normal","paper","630","470","22","1340","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40120","Resistance Village","scroll","normal","paper","630","1814","22","0","1","0","0","0","0","0","32571","32673","400","1","1","0","4","1500","0","0","0"
"40121","Cave of Silence Return Scroll","scroll","normal","paper","630","474","22","0","1","0","0","0","0","0","32733","32985","330","1","0","0","4","800","0","0","0"
"40122","Kent Return Scroll","scroll","normal","paper","630","474","22","1346","1","0","0","0","0","0","33050","32780","4","1","0","0","4","800","0","0","0"
"40123","Heine Return Scroll","scroll","normal","paper","630","474","22","1352","1","0","0","0","0","0","33614","33253","4","1","0","0","4","800","0","0","0"
"40124","Blood Pact Return Scroll","scroll","teleport","paper","630","6936","22","806","1","0","0","0","0","0","0","0","0","1","0","0","7","500","0","0","0"
"40125","Hidamura Return Scroll","scroll","normal","paper","630","474","22","1348","1","0","0","0","0","0","32752","32441","4","1","0","0","4","800","0","0","0"
"40126","Confirmation Scroll","scroll","identify","paper","630","475","22","1339","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40127","Illusion Armor Strengthening Scroll","scroll","zel","paper","18000","928","22","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40128","Illusion Weapon Enhancement Scroll","scroll","dai","paper","13000","929","22","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40129","Ancient Armor Magic Scroll","scroll","zel","paper","630","1686","4282","1395","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40130","Calvus' Scroll","scroll","dai","paper","630","1687","4283","1396","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40131","Ganji Totem","totem","none","bone","1000","261","732","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40132","Nerga Totem","totem","none","bone","1000","259","730","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40133","Duda-Mara Totem","totem","none","bone","1000","260","731","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40134","Donkey Totem","totem","none","bone","1000","262","733","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40135","Atuba Totem","totem","none","bone","1000","258","729","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40136","Three consecutive fireworks","firecracker","normal","wood","0","596","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40137","6 consecutive fireworks","firecracker","normal","wood","0","598","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40138","High-quality 6-shot fireworks","firecracker","normal","wood","0","597","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40139","Blue 2-stage fireworks","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40140","Blue Spark","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40141","Blue Fireworks","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40142","Blue Heart Fireworks","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40143","Red 2-stage fireworks","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40144","Red Spark","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40145","Red Fireworks","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40146","Red Heart Fireworks","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40147","Green 2-stage circular fireworks","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40148","Green 2-stage fireworks","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40149","Green Snowflake Fireworks","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40150","Green Spark","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40151","Green circular fireworks","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40152","Green Fireworks","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40153","Green Heart Fireworks","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40154","Christmas Fireworks","firecracker","normal","wood","0","1207","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40155","Yellow 2-stage circular fireworks","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40156","Yellow 2-stage fireworks","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40157","Yellow Snowflake Fireworks","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40158","Yellow Spark","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40159","Yellow circular fireworks","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40160","Yellow Fireworks","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40161","Yellow Heart Fireworks","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40162","Golem's Heart","material","none","gemstone","1000","1467","4303","1151","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40163","Golden Key","other","none","iron","3000","59","19","52","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40164","Technical Book (Shock Stun)","spellbook","normal","paper","7000","4225","776","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40165","Technical Book (Reduction Armor)","spellbook","normal","paper","7000","4221","776","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40166","Technical Book (Bounce Attack)","spellbook","normal","paper","7000","4223","776","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40167","Old wineskin","treasure_box","normal","leather","2000","1643","4246","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40168","Old silk bag","treasure_box","normal","cloth","5000","1645","4248","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40169","Drake's Heart","material","none","gemstone","10","1462","4301","1154","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40170","Magic Book (Fireball)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40171","Magic Book (Physical Enchantment: DEX)","spellbook","normal","paper","7000","4268","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40172","Magic Book (Weapon Break)","spellbook","normal","paper","7000","4266","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40173","Magic Book (Vampiric Touch)","spellbook","normal","paper","7000","4266","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40174","Magic Book (Slow)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40175","Magic Book (Counter Magic)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40176","Magic Book (Meditation)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40177","Magic Book (Earth Jail)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40178","Magic Book (Cars Paralyze)","spellbook","normal","paper","7000","4266","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40179","Magic Book (Call Lightning)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40180","Magic Book (Greater Heal)","spellbook","normal","paper","7000","4262","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40181","Magic Book (Taming Monster)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40182","Magic Book (Remove Curses)","spellbook","normal","paper","7000","4262","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40183","Magic Book (Cone of Cold)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40184","Magic Book (Mana Drain)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40185","Magic Book (Darkness)","spellbook","normal","paper","7000","4266","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40186","Magic Book (Create Zombie)","spellbook","normal","paper","7000","4276","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40187","Magic Book (Physical Enchantment: STR)","spellbook","normal","paper","7000","4270","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40188","Magic Book (Haste)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40189","Magic Book (Cancellation)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40190","Magic Book (Eruption)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40191","Magic Book (Sunburst)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40192","Magic Book (Weakness)","spellbook","normal","paper","7000","4276","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40193","Magic Book (Breath Weapon)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40194","Magic Book (Heal All)","spellbook","normal","paper","7000","6165","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40195","Magic Book (Ice Lance)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40196","Magic Book (Summon Monster)","spellbook","normal","paper","7000","4276","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40197","Magic Book (Holy Walk)","spellbook","normal","paper","7000","6165","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40198","Tornado Magic Book","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40199","Magic Book (Greater Haste)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40200","Magic Book (Berserker)","spellbook","normal","paper","7000","4280","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40201","Magic Book (Disease)","spellbook","normal","paper","7000","4276","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40202","Magic Book (Full Heal)","spellbook","normal","paper","7000","6165","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40203","Magic Book (Firewall)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40204","Magic Book (Blizzard)","spellbook","normal","paper","7000","6166","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40205","Magic Book (Invisibility)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40206","Magic Book (Resurrection)","spellbook","normal","paper","7000","6165","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40207","Magic Book (Earthquake)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40208","Magic Book (Life Stream)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40209","Magic Book (Silence)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40210","Magic Book (Lightning Storm)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40211","Magic Book (Fog of Sleeping)","spellbook","normal","paper","7000","6166","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40212","Magic Book (Shape Change)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40213","Magic Book (Immune to Harm)","spellbook","normal","paper","7000","6165","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40214","Magic Book (Mass Teleport)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40215","Magic Book (Fire Storm)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40216","Magic Book (Decay Potion)","spellbook","normal","paper","7000","6167","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40217","Magic Book (Counter Detection)","spellbook","normal","paper","7000","6167","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40218","Magic Book (Create Magical Weapon)","spellbook","normal","paper","7000","4271","776","0","1","0","0","0","85","0","0","0","0","1","0","0","3","1000","0","0","1"
"40219","Magic Book (Meteor Strike)","spellbook","normal","paper","7000","4271","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40220","Magic Book (Greater Resurrection)","spellbook","normal","paper","7000","4263","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40221","Magic Book (Greater Throw)","spellbook","normal","paper","7000","4267","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40222","Magic Book (Disintegrate)","spellbook","normal","paper","7000","4263","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40223","Magic Book (Absolute Barrier)","spellbook","normal","paper","7000","4271","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40224","Magic Book (Advanced Spirits)","spellbook","normal","paper","7000","4271","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40225","Magic Book (Ice Spike)","spellbook","normal","paper","7000","4267","777","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40226","Magic Book (True Target)","spellbook","normal","paper","7000","252","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40227","Magic Book (Glowing Weapon)","spellbook","normal","paper","7000","252","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40228","Magic Book (Callclan)","spellbook","normal","paper","7000","252","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40229","Magic Book (Shining Shield)","spellbook","normal","paper","7000","252","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40230","Magic Book (Brave Mental)","spellbook","normal","paper","7000","252","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40231","Magic Book (Lan Clan)","spellbook","normal","paper","7000","252","776","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40232","Spirit Crystal (Resist Magic)","spellbook","normal","gemstone","7000","673","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40233","Spirit Crystal (Body to Mind)","spellbook","normal","gemstone","7000","673","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40234","Spirit Crystal (Teleport to Mother)","spellbook","normal","gemstone","7000","673","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40235","Spirit Crystal (Clear Mind)","spellbook","normal","gemstone","7000","674","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40236","Spirit Crystal (Resist Element)","spellbook","normal","gemstone","7000","674","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40237","Spirit Crystal (Return to Nature)","spellbook","normal","gemstone","7000","677","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40238","Spirit Crystal (Bloody Soul)","spellbook","normal","gemstone","7000","677","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40239","Spirit Crystal (Elemental Protection)","spellbook","normal","gemstone","7000","677","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40240","Spirit Crystal (Triple Arrow)","spellbook","normal","gemstone","7000","677","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40241","Spirit Crystal (Elemental Falldown)","spellbook","normal","gemstone","7000","682","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40242","Spirit Crystal (Erase Magic)","spellbook","normal","gemstone","7000","682","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40243","Spirit Crystal (Summon Lesser Elemental)","spellbook","normal","gemstone","7000","682","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40244","Spirit Crystal (Area Silence)","spellbook","normal","gemstone","7000","687","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40245","Spirit Crystal (Greater Elemental)","spellbook","normal","gemstone","7000","687","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40246","Spirit Crystal (Counter Mirror)","spellbook","normal","gemstone","7000","687","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40247","Spirit Crystal (Earth Skin)","spellbook","normal","gemstone","7000","676","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40248","Spirit Crystal (Entangle)","spellbook","normal","gemstone","7000","676","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40249","Spirit Crystal (Earth Bind)","spellbook","normal","gemstone","7000","676","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40250","Spirit Crystal (Earth Guardian)","spellbook","normal","gemstone","7000","681","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40251","Spirit Crystal (Iron Skin)","spellbook","normal","gemstone","7000","686","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40252","Spirit Crystal (Exotic Vitalize)","spellbook","normal","gemstone","7000","686","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40253","Spirit Crystal (Water Life)","spellbook","normal","gemstone","7000","678","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40254","Spirit Crystal (Nature's Touch)","spellbook","normal","gemstone","7000","683","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40255","Spirit Crystal (Nature's Blessing)","spellbook","normal","gemstone","7000","688","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40256","Spirit Crystal (Fire Weapon)","spellbook","normal","gemstone","7000","675","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40257","Spirit Crystal (Dancing Blaze)","spellbook","normal","gemstone","7000","680","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40258","Spirit Crystal (Burning Weapon)","spellbook","normal","gemstone","7000","685","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40259","Spirit Crystal (Elemental Fire)","spellbook","normal","gemstone","7000","685","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40260","Spirit Crystal (Wind Shot)","spellbook","normal","gemstone","7000","679","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40261","Spirit Crystal (Wind Walk)","spellbook","normal","gemstone","7000","679","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40262","Spirit Crystal (Storm Eye)","spellbook","normal","gemstone","7000","684","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40263","Spirit Crystal (Storm Shot)","spellbook","normal","gemstone","7000","689","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40264","Spirit Crystal (Wind Shackle)","spellbook","normal","gemstone","7000","689","1561","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40265","Dark Spirit Crystal (Blind Hiding)","spellbook","normal","gemstone","7000","4232","2956","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40266","Dark Spirit Crystal (Enchant Venom)","spellbook","normal","gemstone","7000","4232","2956","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40267","Dark Spirit Crystal (Shadow Armor)","spellbook","normal","gemstone","7000","4232","2956","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40268","Dark Spirit Crystal (Bring Stone)","spellbook","normal","gemstone","7000","4232","2956","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40269","Dark Spirit Crystal (Dress Mighty)","spellbook","normal","gemstone","7000","4232","2956","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40270","Dark Spirit Crystal (Moving Acceleration)","spellbook","normal","gemstone","7000","4236","2957","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40271","Dark Spirit Crystal (Burning Spirits)","spellbook","normal","gemstone","7000","4236","2957","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40272","Dark Spirit Crystal (Shadow Sleep)","spellbook","normal","gemstone","7000","4236","2957","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40273","Dark Spirit Crystal (Venom Resist)","spellbook","normal","gemstone","7000","4236","2957","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40274","Dark Spirit Crystal (Dress Dexterity)","spellbook","normal","gemstone","7000","4236","2957","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40275","Dark Spirit Crystal (Double Break)","spellbook","normal","gemstone","7000","4240","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40276","Dark Spirit Crystal (Uncanny Dodge)","spellbook","normal","gemstone","7000","4240","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40277","Dark Spirit Crystal (Shadow Fang)","spellbook","normal","gemstone","7000","4240","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40278","Dark Spirit Crystal (Final Burn)","spellbook","normal","gemstone","7000","4240","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40279","Dark Spirit Crystal (Dress Evasion)","spellbook","normal","gemstone","7000","4240","2958","0","1","0","0","0","0","0","0","0","0","1","0","0","3","1000","0","0","1"
"40298","Talking Island Ticket","other","none","paper","1000","138","151","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40299","Ticket to Gludio Territory","other","none","paper","1000","138","151","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40300","Ticket to the Forgotten Island","other","none","paper","1000","138","151","0","1","0","0","0","45","0","0","0","0","1","0","0","0","0","0","0","1"
"40301","Ticket to Heine","other","none","paper","1000","138","151","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40302","Pirate Island Ticket","other","none","paper","1000","138","151","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40303","Hidden Pier Ticket","other","none","paper","1000","138","151","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40304","Marble Legacy","other","none","gemstone","10","544","1561","1155","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40305","Faaglio's Legacy","other","none","gemstone","10","545","1563","1156","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40306","Eva's Legacy","other","none","gemstone","10","543","1562","1157","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
